factura_id,fecha,cliente_id,sku,cantidad,precio_unitario,moneda,total,canal_venta
FAC-003126,2024-03-07,CLI-00017,SKU-00019,5,2355.01,MXN,11775.05,Teléfono
FAC-000514,12/28/2024,CLI-00083,SKU-00145,7,436.98,MXN,3058.86,E-commerce
FAC-002984,2025-08-29,CLI-00026,SKU-00113,4,2294.36,mxn,9177.44,Tienda física
FAC-003465,2025-12-10,CLI-00159,SKU-00035,6,797.4,MXN,4784.4,E-commerce
FAC-001691,2025-09-07,CLI-00283,SKU-00123,4,440.64,MXN,1762.56,Tienda física
FAC-000304,2024-06-21,CLI-00156,SKU-00026,-3,1147.65,MXN,6885.9,Tienda física
FAC-002235,2025-03-31,CLI-00284,SKU-00073,2,55.13,MXN,110.26,Marketplace
FAC-001917,2025-12-09,CLI-00332,SKU-00078,1,859.08,USD,859.08,Tienda física
FAC-001316,2024-08-24,CLI-00327,SKU-00122,2,216.62,MXN,433.24,Tienda física
FAC-000585,2025-09-09,CLI-00353,SKU-00081,3,489.28,MXN,1467.84,E-commerce
FAC-000486,2025-06-22,CLI-00169,SKU-00060,4,436.85,MXN,1747.4,Tienda física
FAC-002583,2025-12-31,CLI-00209,SKU-00147,6,288.02,MXN,1728.12,Tienda física
FAC-001824,2024-04-16,CLI-00467,SKU-00001,4,1826.51,MXN,7306.04,E-commerce
FAC-002054,19/04/2024,CLI-00436,SKU-00149,6,60.4,MXN,362.4,Teléfono
FAC-002127,2025-08-28,CLI-00425,SKU-00044,2,1538.84,MXN,3077.68,E-commerce
FAC-002536,2025-02-10,CLI-00293,SKU-00063,7,313.32,MXN,2193.24,E-commerce
FAC-002824,2025-10-20,CLI-91848,SKU-00073,5,53.45,MXN,267.25,Teléfono
FAC-002218,2024-01-10,CLI-00431,SKU-00035,6,742.79,MXN,3577.36,Marketplace
FAC-001887,2024-12-01,CLI-00257,SKU-00142,3,490.1,MXN,,Marketplace
FAC-003299,2025-11-13,CLI-00440,SKU-00004,4,481.22,MXN,1924.88,Teléfono
FAC-001966,2025-07-17,CLI-00471,SKU-00108,6,295.48,MXN,897.9,Tienda física
FAC-001768,2025-05-18,CLI-00029,SKU-00115,1,119.26,MXN,119.26,Tienda física
FAC-001333,2025-03-24,CLI-00309,SKU-00132,7,833.38,MXN,5833.66,E-commerce
FAC-000137,2024-01-25,CLI-00070,SKU-00058,5,147.68,MXN,369.47,Marketplace
FAC-003394,2024-07-26,CLI-00390,SKU-00117,6,775.69,MXN,4654.14,Marketplace
FAC-002896,2024-04-06,CLI-00187,SKU-00075,6,225.22,MXN,1351.32,Marketplace
FAC-001923,2025-05-28,CLI-99761,SKU-00051,7,567.59,MXN,3973.13,E-commerce
FAC-001017,2025-11-23,CLI-00508,SKU-00138,3,441.84,MXN,1325.52,Teléfono
FAC-001414,10/17/2024,CLI-00425,SKU-00073,5,53.34,MXN,266.7,Tienda física
FAC-001228,2025-03-06,CLI-00325,SKU-00087,6,1227.88,MXN,7367.28,Teléfono
FAC-002787,2025-12-10,CLI-00125,SKU-00130,4,429.8,MXN,1719.2,E-commerce
FAC-002081,14/03/2025,CLI-00154,SKU-00076,3,52.32,USD,156.96,E-commerce
FAC-002766,2025-01-07,CLI-00262,SKU-00043,1,756.68,MXN,756.68,Tienda física
FAC-003419,2024-03-07,CLI-00069,SKU-95919,1,611.24,MXN,611.24,Tienda física
FAC-002101,2025-12-12,CLI-00219,SKU-00029,2,511.96,MXN,1023.92,Tienda física
FAC-001397,2025-08-29,CLI-00311,SKU-00131,5,101.74,MXN,508.7,Tienda física
FAC-003296,2024-10-26,CLI-00308,SKU-00070,2,436.32,MXN,872.64,E-commerce
FAC-002578,2025-06-06,CLI-00175,SKU-00007,1,1266.61,MXN,1266.61,E-commerce
FAC-001443,2024-06-08,CLI-00324,SKU-00011,2,527.56,MXN,706.68,E-commerce
FAC-000984,2024-06-06,CLI-00143,SKU-00032,3,$808.51,MXN,2425.53,Tienda física
FAC-003421,2024-11-12,CLI-00234,SKU-00007,4,1281.86,MXN,5127.44,E-commerce
FAC-001921,17/09/2025,,SKU-00106,2,642.82, MXN ,1285.64,Tienda física
FAC-002870,2025-05-24,CLI-00131,SKU-00046,-2,1111.76,MXN,1111.76,Tienda física
FAC-003117,2024-04-24,CLI-00469,SKU-00046,4,1169.74,MXN,4678.96,E-commerce
FAC-002668,2024-10-16,CLI-00108,SKU-00077,4,1421.81,MXN,5687.24,Tienda física
FAC-000217,2024-06-25,CLI-00464,SKU-00120,7,702.27,MXN,4915.89,Teléfono
FAC-002958,2024-07-13,CLI-00004,SKU-00133,7,213.27, MXN ,1492.89,Marketplace
FAC-000109,17/03/2025,CLI-00503,SKU-00006,4,1833.26,MXN,7333.04,E-commerce
FAC-001081,23/04/2024,CLI-92294,SKU-00040,-4,679.39,usd,3396.95,Tienda física
FAC-002937,2025-01-01,CLI-00315,SKU-00013,5,2436.84,MXN,12184.2,Marketplace
FAC-001559,2024-12-11,CLI-00234,SKU-00092,2,147.57,MXN,295.14,Tienda física
FAC-002796,2024-01-13,CLI-00245,SKU-00076,6,52.08,USD,312.48,E-commerce
FAC-000746,2024-03-16,,SKU-00030,5,857.56,MXN,4287.8,Tienda física
FAC-000835,2025-11-29,CLI-00015,SKU-00082,5,967.38,MXN,4836.9,Tienda física
FAC-003239,28/06/2025,CLI-00086,SKU-00001,2,1906.97,MXN,3813.94,E-commerce
FAC-000414,06/26/2025,CLI-00054,SKU-00135,1,398.5,USD,398.5,E-commerce
FAC-001153,2025-03-19,CLI-00477,SKU-00084,2,981.19,MXN,1962.38,E-commerce
FAC-000130,2024-06-20,CLI-00229,SKU-00063,4,298.33,mxn,1193.32,E-commerce
FAC-000157,25/03/2024,CLI-00085,SKU-00118,3,270.17,MXN,810.51,Tienda física
FAC-001763,2024-11-18,CLI-00140,SKU-00141,5,556.37,MXN,2781.85,Tienda física
FAC-002747,2024-07-28,CLI-00190,SKU-00033,4,1231.15,MXN,4924.6,Marketplace
FAC-001935,27/02/2024,CLI-00439,SKU-00004,7,498.55,MXN,3489.85,Tienda física
FAC-002505,10/26/2024,CLI-00205,SKU-00074,7,424.16,MXN,2969.12,Tienda física
FAC-001042,2024-03-03,CLI-00411,SKU-00119,5,862.89,MXN,4314.45,E-commerce
FAC-003170,2025-08-02,CLI-00455,SKU-00038,2,629.09,MXN,1258.18,Tienda física
FAC-001719,19/10/2024,CLI-00121,SKU-00022,1,618.74,MXN,618.74,Tienda física
FAC-002090,2025-12-27,CLI-00215,SKU-00132,4,871.35, MXN ,3485.4,Tienda física
FAC-001049,2024-11-23,CLI-00435,SKU-00080,4,851.26,MXN,3405.04,Tienda física
FAC-003346,15/12/2025,CLI-00087,SKU-00051,5,562.42,MXN,2812.1,Tienda física
FAC-001022,2024-11-26,CLI-00052,SKU-00023,6,331.78,MXN,1990.68,Marketplace
FAC-001294,2025-03-02,CLI-00344,SKU-00096,2,1424.41,MXN,2848.82,E-commerce
FAC-000932,2025-07-26,CLI-00046,SKU-00104,4,244.75,MXN,573.47,Tienda física
FAC-002160,05/21/2025,CLI-00181,SKU-00087,3,1249.98,MXN,3749.94,Marketplace
FAC-002329,2025-08-08,CLI-00484,SKU-00031,3,396.45,MXN,1189.35,E-commerce
FAC-001822,2025-12-27,CLI-00362,SKU-00142,2,497.99,MXN,995.98,Tienda física
FAC-000866,2025-09-30,CLI-00475,SKU-00066,1,435.43,MXN,435.43,Tienda física
FAC-002297,02/13/2025,CLI-00263,SKU-00067,7,196.81,MXN,1377.67,E-commerce
FAC-001523,2024-04-30,CLI-00496,SKU-00040,1,675.24,MXN,675.24,Marketplace
FAC-001093,2025-06-13,CLI-00323,SKU-00031,3,408.49,MXN,1225.47,Teléfono
FAC-001425,2025-05-03,CLI-00172,SKU-00102,1,1491.18,MXN,1491.18,Tienda física
FAC-001821,04/08/2024,CLI-00078,SKU-00070,2,433.83,USD,867.66,E-commerce
FAC-002867,2024-11-09,CLI-00007,SKU-00104,5,247.99,MXN,1239.95,Tienda física
FAC-003397,10/16/2025,CLI-00136,SKU-00144,4,106.94,MXN,427.76,Tienda física
FAC-003482,08/05/2024,CLI-00170,SKU-00018,2,$879.74,MXN,1759.48,Tienda física
FAC-001151,2025-08-02,CLI-00298,SKU-00033,7,1150.73,MXN,8055.11,E-commerce
FAC-002018,2024-03-01,CLI-00254,SKU-00119,6,868.42,USD,5210.52,E-commerce
FAC-002317,2024-01-22,CLI-00440,SKU-00015,3,856.72,MXN,2570.16,Tienda física
FAC-001539,08/02/2024,CLI-00067,SKU-00126,-1,$495.55,MXN,991.1,E-commerce
FAC-000806,2024-12-25,CLI-00223,SKU-00124,5,791.24,MXN,3956.2,Tienda física
FAC-003274,2024-08-23,CLI-00148,SKU-00141,2,522.88,MXN,1045.76,Tienda física
FAC-001205,09/02/2025,CLI-00259,SKU-00044,5,1635.45,MXN,8177.25,E-commerce
FAC-000892,2024-12-19,CLI-00139,SKU-00069,3,$358.63,MXN,1075.89,E-commerce
FAC-000908,2025-06-15,CLI-00305,SKU-00109,5,1678.84,MXN,5114.0,Tienda física
FAC-002707,2024-05-03,CLI-00315,SKU-00092,7,149.28,MXN,1044.96,E-commerce
FAC-000186,2024-10-01,CLI-00187,SKU-00150,-3,528.75,MXN,2643.75,Marketplace
FAC-002618,2025-01-04,CLI-00039,SKU-00071,4,$70.10,MXN,280.4,E-commerce
FAC-001007,2024-04-21,CLI-00349,SKU-00052,6,940.42,MXN,5642.52,Tienda física
FAC-000789,2024-05-24,CLI-00374,SKU-00134,1,227.48,MXN,227.48,E-commerce
FAC-000212,19/04/2024,CLI-91228,SKU-00087,3,1206.67,mxn,3620.01,Marketplace
FAC-003071,2024-09-12,CLI-00466,SKU-00028,6,580.23,MXN,3481.38,Tienda física
FAC-000385,31/10/2025,CLI-00065,SKU-00043,7,749.74,USD,5248.18,Teléfono
FAC-000500,2024-03-23,CLI-00314,SKU-00150,1,513.95,MXN,513.95,Marketplace
FAC-003017,2025-10-06,CLI-00316,SKU-00010,4,678.07,MXN,2712.28,Tienda física
FAC-000396,04/30/2024,CLI-00495,SKU-00148,-1,$533.95,USD,2669.75,Tienda física
FAC-001663,2024-01-31,CLI-00420,SKU-00021,-2,189.43,MXN,378.86,E-commerce
FAC-001402,2024-05-27,CLI-00361,SKU-00101,1,845.07,MXN,439.07,Marketplace
FAC-001955,01/12/2025,CLI-00058,SKU-00030,3,874.5,MXN,1359.48,Tienda física
FAC-001125,2025-07-17,CLI-00369,SKU-00061,7,439.2,MXN,,Tienda física
FAC-001827,2024-02-17,CLI-00020,SKU-00026,7,1166.13,MXN,8162.91,E-commerce
FAC-002717,2024-07-05,CLI-00202,SKU-97540,7,231.34,MXN,1619.38,Marketplace
FAC-003325,2025-12-19,CLI-00339,SKU-00013,4,2489.66,MXN,9958.64,Tienda física
FAC-000902,2024-04-20,CLI-00149,SKU-00057,7,1184.11,MXN,5047.71,E-commerce
FAC-002301,2025-05-02,CLI-00333,SKU-00075,1,226.05,MXN,226.05,Marketplace
FAC-002733,2024-12-25,CLI-00149,SKU-00053,1,719.83,MXN,719.83,Tienda física
FAC-003356,2024-03-05,CLI-00119,SKU-00074,7,452.0,MXN,,E-commerce
FAC-000091,2025-01-05,CLI-00014,SKU-00040,7,673.85,MXN,4716.95,Marketplace
FAC-002379,23/04/2024,CLI-00292,SKU-00003,5,2879.15,MXN,14395.75,Tienda física
FAC-003158,24/05/2024,CLI-00066,SKU-94158,2,1522.36,USD,3044.72,Tienda física
FAC-000286,2024-04-10,CLI-00150,SKU-00093,3,465.53,MXN,1396.59,E-commerce
FAC-000299,2025-07-06,CLI-00397,SKU-00037,6,1018.05,MXN,6108.3,Tienda física
FAC-002020,2025-11-06,CLI-00328,SKU-00127,5,702.62,MXN,,Tienda física
FAC-002407,06/01/2025,CLI-00429,SKU-00068,2,314.41,MXN,628.82,E-commerce
FAC-000133,12/15/2024,CLI-00010,SKU-00075,5,$217.87,MXN,1089.35,Tienda física
FAC-000295,11/18/2024,CLI-00018,SKU-90525,-1,343.54,MXN,1717.7,Tienda física
FAC-003313,2024-06-18,CLI-00018,SKU-00071,7,70.21,USD,491.47,Tienda física
FAC-000687,21/03/2025,CLI-00410,SKU-00044,2,1558.82,MXN,3117.64,Marketplace
FAC-000405,18/10/2024,CLI-00016,SKU-00006,6,1770.78,MXN,10624.68,Tienda física
FAC-001288,04/03/2024,CLI-00054,SKU-00148,5,557.69,MXN,2788.45,Tienda física
FAC-002504,2025-12-29,CLI-00285,SKU-00006,2,1831.13,mxn,2160.54,E-commerce
FAC-000540,12/15/2024,CLI-00466,SKU-00089,3,1267.37,MXN,3802.11,Tienda física
FAC-000612,2024-05-05,CLI-00442,SKU-00050,3,513.59,MXN,1540.77,Tienda física
FAC-000997,2025-01-19,CLI-00114,SKU-00028,7,592.74,MXN,4149.18,Tienda física
FAC-001401,2025-09-25,CLI-00242,SKU-00005,4,$391.02,MXN,1564.08,Marketplace
FAC-002559,08/08/2025,CLI-00226,SKU-00113,4,2305.58,MXN,6619.28,Marketplace
FAC-002194,2025-05-11,CLI-00164,SKU-00008,3,1845.29,mxn,5535.87,E-commerce
FAC-001226,2025-11-06,CLI-00419,SKU-00066,4,442.62,MXN,983.95,E-commerce
FAC-002999,19/02/2024,CLI-00258,SKU-00013,6,2605.25,MXN,15631.5,E-commerce
FAC-002640,08/04/2025,CLI-00204,SKU-00032,7,769.55,MXN,5386.85,E-commerce
FAC-003053,2025-07-05,CLI-00469,SKU-00109,1,1678.29,MXN,1678.29,Teléfono
FAC-001586,2024-09-01,CLI-00330,SKU-00068,3,297.41,MXN,892.23,Tienda física
FAC-002581,04/08/2025,CLI-00362,SKU-00035,6,791.98,usd,4751.88,E-commerce
FAC-000354,2025-09-13,CLI-00016,SKU-00145,4,451.06,MXN,1804.24,Tienda física
FAC-003393,2025-09-11,CLI-00068,SKU-00150,2,504.9,MXN,1009.8,Tienda física
FAC-001563,2024-07-01,CLI-00368,SKU-00075,6,228.33,MXN,1369.98,Tienda física
FAC-003283,2025-11-01,CLI-00025,SKU-00151,5,529.26,MXN,2646.3,E-commerce
FAC-000547,03/04/2024,CLI-00201,SKU-00121,1,312.2,MXN,312.2,Tienda física
FAC-002410,22/02/2025,CLI-98460,SKU-00029,7,501.01,MXN,3507.07,E-commerce
FAC-002227,2024-04-12,CLI-00155,SKU-00102,3,1471.71,USD,4415.13,Tienda física
FAC-000606,2024-12-15,CLI-91179,SKU-00070,6,$409.82,USD,2458.92,Tienda física
FAC-000127,29/06/2024,CLI-00091,SKU-00063,5,295.35,MXN,1476.75,Tienda física
FAC-000457,2024-09-27,CLI-00034,SKU-00094,1,315.77,MXN,315.77,Tienda física
FAC-002864,2025-10-25,CLI-00298,SKU-00007,5,1302.92,MXN,6514.6,Marketplace
FAC-003413,2025-07-02,CLI-00445,SKU-00005,2,386.94,MXN,773.88,E-commerce
FAC-000598,05/01/2025,CLI-00432,SKU-00089,6,1272.07,MXN,7632.42,Marketplace
FAC-003306,2024-01-27,CLI-00076,SKU-00142,4,502.24,MXN,2008.96,E-commerce
FAC-002229,2024-12-19,CLI-00104,SKU-00082,1,961.29,MXN,961.29,E-commerce
FAC-000909,2025-04-14,,SKU-00054,1,432.72,MXN,432.72,E-commerce
FAC-001536,11/04/2025,CLI-00147,SKU-00079,4,1369.02,MXN,5476.08,Marketplace
FAC-000096,2024-05-21,CLI-00014,SKU-00017,6,836.11,MXN,5016.66,Marketplace
FAC-002375,2024-03-16,CLI-00185,SKU-00114,2,1927.64,mxn,3855.28,Tienda física
FAC-000216,2024-11-02,CLI-00073,SKU-00134,7,213.8,MXN,1496.6,Marketplace
FAC-001210,19/11/2024,CLI-00375,SKU-00143,7,43.67,USD,305.69,Tienda física
FAC-002876,2024-09-03,CLI-00261,SKU-00124,7,793.96,MXN,5557.72,Tienda física
FAC-002918,2024-04-15,CLI-00147,SKU-00115,3,125.45, MXN ,376.35,Teléfono
FAC-003270,21/03/2025,CLI-00371,SKU-00002,7,2916.57,MXN,20415.99,Marketplace
FAC-002732,2024-06-12,CLI-00042,SKU-00019,7,2293.7,MXN,16055.9,Tienda física
FAC-001625,09/27/2025,CLI-00297,SKU-00083,6,182.7,MXN,1096.2,E-commerce
FAC-002950,18/02/2024,CLI-00328,SKU-00015,2,882.32,MXN,1764.64,Tienda física
FAC-001894,21/05/2025,CLI-00166,SKU-00100,4,2077.74,MXN,6255.45,E-commerce
FAC-002573,18/10/2024,CLI-00441,SKU-00030,1,902.16,mxn,902.16,E-commerce
FAC-002135,01/11/2024,CLI-00098,SKU-00073,4,55.77,MXN,223.08,Tienda física
FAC-000132,02/10/2025,CLI-00054,SKU-00092,6,143.08,MXN,858.48,E-commerce
FAC-001061,06/14/2024,CLI-00205,SKU-94964,7,481.53,MXN,3370.71,Tienda física
FAC-002607,2024-12-05,CLI-00306,SKU-00142,-2,522.66,MXN,1045.32,E-commerce
FAC-003166,2025-07-19,CLI-00291,SKU-00009,1,1281.03,MXN,1281.03,Tienda física
FAC-001749,09/30/2025,CLI-00048,SKU-00080,1,883.72,MXN,883.72,E-commerce
FAC-000965,04/03/2024,CLI-00111,SKU-00152,5,550.0, MXN ,2750.0,E-commerce
FAC-001322,2025-05-22,CLI-00071,SKU-00016,5,697.1,MXN,3485.5,Tienda física
FAC-003461,2025-09-24,CLI-00146,SKU-00149,-2,61.8,MXN,123.6,Tienda física
FAC-001572,2024-12-16,CLI-00351,SKU-94012,3,353.78,MXN,1061.34,Tienda física
FAC-003448,2024-07-08,CLI-00218,SKU-00083,6,190.18, MXN ,1141.08,Marketplace
FAC-000682,2024-04-17,CLI-00239,SKU-00145,7,$452.69,MXN,3168.83,Teléfono
FAC-002585,12/26/2025,CLI-00405,SKU-00072,-4,423.13,MXN,423.13,Marketplace
FAC-000458,2025-04-03,CLI-00242,SKU-00100,2,2111.67,MXN,4223.34,Marketplace
FAC-003224,2025-01-20,CLI-00270,SKU-00063,6,295.35,mxn,1772.1,E-commerce
FAC-000067,2025-02-24,CLI-00366,SKU-00080,1,851.58,MXN,851.58,Tienda física
FAC-001066,2025-10-25,CLI-00380,SKU-00094,4,317.54,MXN,1270.16,Tienda física
FAC-001925,2025-03-05,CLI-00365,SKU-90342,2,232.72,MXN,465.44,Marketplace
FAC-003150,02/20/2024,CLI-00372,SKU-00047,4,1302.56,MXN,5210.24,Tienda física
FAC-003131,2024-12-23,CLI-00502,SKU-00133,2,218.12,MXN,436.24,Teléfono
FAC-001726,2025-04-07,CLI-00216,SKU-00042,4,1646.59,MXN,6586.36,E-commerce
FAC-000670,2024-08-14,CLI-00480,SKU-00077,1,1406.35,MXN,716.23,E-commerce
FAC-000392,21/07/2025,CLI-00407,SKU-00067,7,205.18,MXN,1436.26,E-commerce
FAC-000493,2024-02-26,CLI-00002,SKU-00021,3,193.06,MXN,579.18,Tienda física
FAC-001100,2025-01-03,CLI-00451,SKU-00002,3,2853.59,MXN,8560.77,Tienda física
FAC-001034,04/02/2024,CLI-00432,SKU-00081,2,482.36,USD,964.72,Tienda física
FAC-003391,2025-10-31,CLI-00494,SKU-00138,6,$445.42,MXN,2672.52,Tienda física
FAC-001128,2025-03-31,CLI-00044,SKU-92503,5,160.86,MXN,804.3,E-commerce
FAC-000382,2024-03-27,CLI-00043,SKU-00010,3,691.86,MXN,2075.58,E-commerce
FAC-002055,2024-11-30,CLI-00028,SKU-00150,5,528.09,MXN,2640.45,Tienda física
FAC-002712,09/02/2025,CLI-00449,SKU-00142,4,522.94,MXN,2091.76,Tienda física
FAC-000864,2024-10-03,CLI-00267,SKU-00056,7,758.78,MXN,5311.46,E-commerce
FAC-002080,2024-03-04,CLI-00385,SKU-00088,7,1395.41,MXN,9767.87,Tienda física
FAC-001938,21/12/2025,CLI-00348,SKU-00024,3,900.52,MXN,2701.56,E-commerce
FAC-000755,2025-04-15,CLI-00022,SKU-00117,3,764.74,USD,2294.22,Marketplace
FAC-000555,2024-07-22,CLI-95353,SKU-00041,6,1699.21,MXN,10195.26,Tienda física
FAC-001862,2025-09-30,CLI-95169,SKU-00103,4,2288.77,MXN,9155.08,Tienda física
FAC-001466,2024-01-05,CLI-00460,SKU-00079,6,1337.21,MXN,8023.26,Tienda física
FAC-000843,2024-09-15,CLI-00127,SKU-00054,2,450.56,MXN,901.12,E-commerce
FAC-000583,09/06/2025,CLI-00087,SKU-00078,3,895.88,MXN,,E-commerce
FAC-001880,2024-09-21,CLI-00090,SKU-00056,1,768.57, MXN ,768.57,Teléfono
FAC-002001,2024-05-14,CLI-00477,SKU-00080,7,861.65,MXN,6031.55,Tienda física
FAC-001250,2025-12-06,CLI-00331,SKU-00064,3,119.72,MXN,359.16,Tienda física
FAC-001991,2025-07-15,CLI-00327,SKU-00108,5,295.79,MXN,1478.95,Marketplace
FAC-002045,2024-04-23,CLI-00383,SKU-00052,5,926.1, USD ,4630.5,E-commerce
FAC-000250,17/10/2024,CLI-00380,SKU-00067,2,$208.43,mxn,416.86,Tienda física
FAC-000111,11/22/2024,CLI-00411,SKU-00033,7,1200.59,MXN,8404.13,Tienda física
FAC-002040,14/05/2025,CLI-00237,SKU-00074,3,444.68,MXN,703.67,Tienda física
FAC-000589,2025-01-27,CLI-00374,SKU-00120,7,702.75,MXN,4919.25,E-commerce
FAC-002274,11/27/2024,CLI-00114,SKU-00105,6,1664.36,MXN,9986.16,E-commerce
FAC-001266,2025-03-31,CLI-00053,SKU-00148,1,539.88,MXN,539.88,Tienda física
FAC-002327,07/06/2025,CLI-00293,SKU-00134,2,224.87,MXN,449.74,Marketplace
FAC-002972,2025-08-12,CLI-00283,SKU-97447,4,1385.29,MXN,5541.16,E-commerce
FAC-001336,2025-03-09,CLI-00296,SKU-00053,6,706.26,MXN,,Marketplace
FAC-003431,2024-09-12,CLI-00255,SKU-00103,6,2360.07,MXN,14160.42,E-commerce
FAC-002986,10/31/2024,CLI-00248,SKU-00004,6,495.95,MXN,2975.7,Tienda física
FAC-001257,2024-05-05,CLI-00123,SKU-00134,5,227.26,MXN,1136.3,Teléfono
FAC-002814,2025-08-29,CLI-00480,SKU-00097,2,1957.78,usd,3915.56,E-commerce
FAC-002296,2025-01-04,CLI-00272,SKU-00090,1,1398.27,MXN,1398.27,E-commerce
FAC-003411,2024-01-26,,SKU-00044,6,1568.49,MXN,9410.94,E-commerce
FAC-000694,2025-11-04,CLI-96334,SKU-00130,6,434.04,MXN,2604.24,E-commerce
FAC-003198,2025-07-30,,SKU-00022,3,663.68,MXN,1991.04,E-commerce
FAC-000751,2025-08-03,CLI-00231,SKU-00084,4,982.18,MXN,3928.72,Marketplace
FAC-003349,2025-05-20,CLI-00410,SKU-00040,3,$695.67,USD,2087.01,Tienda física
FAC-003468,10/08/2025,CLI-00501,SKU-00038,7,605.7,MXN,4239.9,E-commerce
FAC-001790,06/04/2025,CLI-00179,SKU-00037,4,963.69,MXN,3854.76,Marketplace
FAC-003405,2025-02-16,CLI-00199,SKU-00099,6,1924.3,USD,11545.8,Tienda física
FAC-000742,2024-04-18,CLI-00407,SKU-00029,6,497.7,MXN,2986.2,E-commerce
FAC-002425,2024-08-17,CLI-00027,SKU-00102,1,1549.39,MXN,1549.39,Marketplace
FAC-002450,2024-04-09,CLI-00103,SKU-00090,4,1457.7,MXN,5830.8,Marketplace
FAC-003208,2025-09-27,CLI-00108,SKU-00026,4,1119.84,USD,4479.36,Marketplace
FAC-002927,2024-04-16,CLI-00129,SKU-00108,5,295.28,MXN,1476.4,Marketplace
FAC-003074,2024-08-15,CLI-00149,SKU-00089,4,1278.58,MXN,5114.32,Marketplace
FAC-001170,2025-04-18,CLI-00042,SKU-00021,3,182.31,mxn,546.93,E-commerce
FAC-002705,05/05/2024,CLI-00334,SKU-00124,7,796.25,mxn,5573.75,Tienda física
FAC-001440,2024-06-03,CLI-00450,SKU-00066,4,426.68,MXN,1706.72,Marketplace
FAC-001882,24/01/2024,CLI-00239,SKU-00145,7,424.15,MXN,2969.05,Marketplace
FAC-002023,2024-01-12,CLI-00337,SKU-00151,5,531.47,mxn,2657.35,E-commerce
FAC-001879,2025-12-20,CLI-00189,SKU-00056,2,815.24,MXN,1630.48,E-commerce
FAC-001936,2025-01-16,CLI-00058,SKU-00026,2,1166.54,MXN,2333.08,Tienda física
FAC-000807,2025-10-19,CLI-00067,SKU-00128,2,514.64,MXN,1029.28,E-commerce
FAC-002007,09/18/2025,CLI-00502,SKU-00053,2,694.94,MXN,1389.88,Tienda física
FAC-000203,2025-09-05,CLI-00496,SKU-00037,2,989.97,MXN,1979.94,Tienda física
FAC-003085,2024-11-26,CLI-00059,SKU-91348,5,495.34,USD,2476.7,E-commerce
FAC-000097,09/13/2024,CLI-00375,SKU-00089,1,1321.82,MXN,1321.82,E-commerce
FAC-000648,2025-10-02,CLI-00069,SKU-00100,6,"$2,067.17",USD,12403.02,Teléfono
FAC-000938,02/07/2025,CLI-00139,SKU-00068,6,292.55,MXN,1755.3,Marketplace
FAC-002013,2025-10-29,CLI-00158,SKU-00006,3,1795.91,MXN,5387.73,Tienda física
FAC-000318,01/10/2024,CLI-00259,SKU-00060,6,422.19,MXN,2533.14,Tienda física
FAC-002742,2025-03-01,CLI-92727,SKU-96060,-3,495.35,mxn,1486.05,Tienda física
FAC-000677,2024-07-03,CLI-91346,SKU-00099,4,1944.76,MXN,7779.04,Tienda física
FAC-001458,2025-04-24,CLI-00040,SKU-00054,2,426.46,MXN,852.92,E-commerce
FAC-002709,2024-03-22,CLI-00443,SKU-00132,6,861.41,MXN,5168.46,Tienda física
FAC-001531,2025-01-18,CLI-00113,SKU-00132,5,815.65,MXN,,E-commerce
FAC-001000,2025-01-01,CLI-00065,SKU-00025,7,615.97,MXN,4311.79,Marketplace
FAC-000059,2024-07-20,CLI-00373,SKU-00099,2,2008.84,MXN,4017.68,Tienda física
FAC-003232,2025-11-19,CLI-00326,SKU-00016,6,690.95,MXN,4145.7,Marketplace
FAC-003483,2024-02-29,CLI-00436,SKU-00060,7,420.28,MXN,2941.96,Marketplace
FAC-001672,2024-05-28,CLI-00185,SKU-00002,1,2834.8,MXN,2834.8,Tienda física
FAC-000961,02/29/2024,CLI-00503,SKU-00051,3,578.73,USD,1736.19,Marketplace
FAC-002922,05/09/2024,CLI-00459,SKU-00017,5,856.43,MXN,2657.07,Tienda física
FAC-000684,2024-08-23,CLI-00426,SKU-00126,4,492.47, USD ,1969.88,E-commerce
FAC-001384,2025-09-30,CLI-00015,SKU-00130,5,450.32,MXN,2251.6,E-commerce
FAC-001481,2024-09-27,CLI-00006,SKU-00126,3,490.76,MXN,1472.28,Marketplace
FAC-000291,2025-11-30,CLI-00033,SKU-00006,4,1717.88,MXN,6871.52,E-commerce
FAC-000423,2025-12-19,CLI-00157,SKU-00048,3,528.04,MXN,1584.12,Tienda física
FAC-002409,06/04/2025,CLI-00171,SKU-00052,2,941.48,MXN,1882.96,E-commerce
FAC-001527,2025-10-24,CLI-00118,SKU-00112,2,185.89,MXN,371.78,E-commerce
FAC-002431,09/12/2025,CLI-00411,SKU-00087,7,1254.58,MXN,,Tienda física
FAC-001461,2025-10-11,CLI-00339,SKU-00016,6,718.26,MXN,4309.56,Marketplace
FAC-001419,2024-07-18,CLI-00395,SKU-00022,5,656.03,MXN,3280.15,E-commerce
FAC-002675,2025-10-04,CLI-00118,SKU-00057,4,1179.93,MXN,4719.72,Tienda física
FAC-003190,09/19/2025,CLI-00290,SKU-00138,2,447.94,MXN,895.88,Tienda física
FAC-002508,2025-09-04,CLI-00291,SKU-00074,7,440.03,MXN,3080.21,E-commerce
FAC-003037,2024-03-10,CLI-00363,SKU-00070,4,431.26,MXN,1443.17,Tienda física
