ticket_id,cliente_id,fecha_apertura,fecha_cierre,categoria
TCK-00838,CLI-00440,2025-11-01,2025-11-02,Bug
TCK-00839,CLI-00018,2025-11-02,2025-11-04,Bug
TCK-00840,CLI-00170,2025-11-02,2025-11-04,Bug
TCK-00841,CLI-00257,2025-11-02,2025-11-07,Acceso
TCK-00842,CLI-00264,2025-11-02,2025-11-03,Facturación
TCK-00843,CLI-00264,2025-11-02,2025-11-04,Acceso
TCK-00844,CLI-00381,2025-11-03,2025-11-07,Facturación
TCK-00845,CLI-00501,2025-11-03,2025-11-06,Rendimiento
TCK-00846,CLI-00151,2025-11-04,2025-11-09,Acceso
TCK-00847,CLI-00170,2025-11-04,2025-11-07,Rendimiento
TCK-00848,CLI-00460,2025-11-04,2025-11-05,Facturación
TCK-00849,CLI-00023,2025-11-05,2025-11-12,Consulta
TCK-00850,CLI-00371,2025-11-05,2025-11-10,Facturación
TCK-00851,CLI-00381,2025-11-06,2025-11-13,Bug
TCK-00852,CLI-00398,2025-11-06,2025-11-10,Rendimiento
TCK-00853,CLI-00435,2025-11-07,2025-11-08,Consulta
TCK-00854,CLI-00023,2025-11-08,2025-11-13,Acceso
TCK-00855,CLI-00173,2025-11-08,2025-11-13,Bug
TCK-00856,CLI-00388,2025-11-08,2025-11-11,Rendimiento
TCK-00857,CLI-00388,2025-11-08,2025-11-11,Acceso
TCK-00858,CLI-00391,2025-11-08,2025-11-08,Facturación
TCK-00859,CLI-00460,2025-11-08,2025-11-10,Bug
TCK-00860,CLI-00191,2025-11-09,2025-11-16,Rendimiento
TCK-00861,CLI-00452,2025-11-09,2025-11-12,Rendimiento
TCK-00862,CLI-00501,2025-11-09,2025-11-14,Consulta
TCK-00863,CLI-00153,2025-11-10,2025-11-13,Consulta
TCK-00864,CLI-00317,2025-11-10,2025-11-15,Facturación
TCK-00865,CLI-00337,2025-11-10,2025-11-14,Consulta
TCK-00866,CLI-00359,2025-11-10,2025-11-11,Acceso
TCK-00867,CLI-00468,2025-11-10,2025-11-17,Bug
TCK-00868,CLI-00257,2025-11-11,2025-11-17,Acceso
TCK-00869,CLI-00433,2025-11-11,2025-11-17,Facturación
TCK-00870,CLI-00452,2025-11-11,2025-11-11,Facturación
TCK-00871,CLI-00500,2025-11-12,2025-11-19,Consulta
TCK-00872,CLI-00109,2025-11-13,2025-11-15,Bug
TCK-00873,CLI-00206,2025-11-13,2025-11-16,Rendimiento
TCK-00874,CLI-00353,2025-11-13,2025-11-19,Acceso
TCK-00875,CLI-00194,2025-11-14,2025-11-17,Rendimiento
TCK-00876,CLI-00264,2025-11-14,2025-11-15,Bug
TCK-00877,CLI-00332,2025-11-14,2025-11-18,Consulta
TCK-00878,CLI-00503,2025-11-14,2025-11-20,Bug
TCK-00879,CLI-00194,2025-11-15,2025-11-17,Bug
TCK-00880,CLI-00381,2025-11-15,2025-11-15,Acceso
TCK-00881,CLI-00059,2025-11-16,2025-11-21,Consulta
TCK-00882,CLI-00090,2025-11-16,2025-11-18,Bug
TCK-00883,CLI-00148,2025-11-16,2025-11-16,Facturación
TCK-00884,CLI-00289,2025-11-16,2025-11-23,Rendimiento
TCK-00885,CLI-00503,2025-11-16,2025-11-22,Acceso
TCK-00886,CLI-00004,2025-11-17,2025-11-20,Bug
TCK-00887,CLI-00028,2025-11-17,2025-11-22,Facturación
TCK-00888,CLI-00358,2025-11-18,2025-11-23,Consulta
TCK-00889,CLI-00385,2025-11-18,2025-11-20,Consulta
TCK-00890,CLI-00398,2025-11-19,2025-11-21,Acceso
TCK-00891,CLI-00410,2025-11-19,2025-11-25,Bug
TCK-00892,CLI-00054,2025-11-20,2025-11-21,Rendimiento
TCK-00893,CLI-00144,2025-11-20,2025-11-25,Facturación
TCK-00894,CLI-00059,2025-11-21,2025-11-25,Facturación
TCK-00895,CLI-00385,2025-11-21,2025-11-25,Rendimiento
TCK-00896,CLI-00052,2025-11-22,2025-11-25,Acceso
TCK-00897,CLI-00096,2025-11-22,2025-11-27,Consulta
TCK-00898,CLI-00109,2025-11-22,2025-11-25,Rendimiento
TCK-00899,CLI-00337,2025-11-23,2025-11-24,Facturación
TCK-00900,CLI-00488,2025-11-23,2025-11-29,Rendimiento
TCK-00901,CLI-00018,2025-11-24,2025-11-27,Facturación
TCK-00902,CLI-00054,2025-11-24,2025-11-25,Facturación
TCK-00903,CLI-00148,2025-11-24,2025-11-28,Rendimiento
TCK-00904,CLI-00153,2025-11-25,2025-11-28,Consulta
TCK-00905,CLI-00200,2025-11-25,2025-11-25,Acceso
TCK-00906,CLI-00204,2025-11-25,2025-12-02,Rendimiento
TCK-00907,CLI-00144,2025-11-26,2025-11-27,Facturación
TCK-00908,CLI-00238,2025-11-26,2025-12-03,Rendimiento
TCK-00909,CLI-00353,2025-11-26,2025-11-28,Rendimiento
TCK-00910,CLI-00390,2025-11-27,2025-12-01,Rendimiento
TCK-00911,CLI-00414,2025-11-27,2025-12-03,Consulta
TCK-00912,CLI-00414,2025-11-27,2025-11-27,Acceso
TCK-00913,CLI-00425,2025-11-27,2025-11-30,Bug
TCK-00914,CLI-00501,2025-11-27,2025-11-27,Consulta
TCK-00915,CLI-00077,2025-12-01,2025-12-04,Rendimiento
TCK-00916,CLI-00161,2025-12-01,2025-12-03,Bug
TCK-00917,CLI-00416,2025-12-01,2025-12-05,Rendimiento
TCK-00918,CLI-00257,2025-12-02,2025-12-08,Consulta
TCK-00919,CLI-00353,2025-12-02,2025-12-05,Rendimiento
TCK-00920,CLI-00411,2025-12-02,2025-12-09,Bug
TCK-00921,CLI-00425,2025-12-02,2025-12-04,Consulta
TCK-00922,CLI-00443,2025-12-02,2025-12-08,Acceso
TCK-00923,CLI-00469,2025-12-02,2025-12-06,Rendimiento
TCK-00924,CLI-00469,2025-12-02,2025-12-04,Acceso
TCK-00925,CLI-00492,2025-12-03,2025-12-08,Bug
TCK-00926,CLI-00018,2025-12-04,2025-12-08,Rendimiento
TCK-00927,CLI-00046,2025-12-04,2025-12-07,Facturación
TCK-00928,CLI-00211,2025-12-04,2025-12-06,Rendimiento
TCK-00929,CLI-00149,2025-12-05,2025-12-06,Facturación
TCK-00930,CLI-00206,2025-12-05,2025-12-09,Rendimiento
TCK-00931,CLI-00455,2025-12-05,2025-12-05,Rendimiento
TCK-00932,CLI-00496,2025-12-05,2025-12-12,Rendimiento
TCK-00933,CLI-00206,2025-12-06,2025-12-11,Bug
TCK-00934,CLI-00250,2025-12-06,2025-12-11,Consulta
TCK-00935,CLI-00382,2025-12-06,2025-12-07,Bug
TCK-00936,CLI-00404,2025-12-06,2025-12-10,Consulta
TCK-00937,CLI-00506,2025-12-06,2025-12-13,Consulta
TCK-00938,CLI-00036,2025-12-07,2025-12-12,Facturación
TCK-00939,CLI-00206,2025-12-07,2025-12-11,Acceso
TCK-00940,CLI-00440,2025-12-07,2025-12-14,Rendimiento
TCK-00941,CLI-00460,2025-12-07,2025-12-07,Bug
TCK-00942,CLI-00123,2025-12-08,2025-12-08,Acceso
TCK-00943,CLI-00241,2025-12-08,2025-12-13,Bug
TCK-00944,CLI-00333,2025-12-08,2025-12-08,Facturación
TCK-00945,CLI-00096,2025-12-09,2025-12-12,Rendimiento
TCK-00946,CLI-00109,2025-12-09,2025-12-12,Rendimiento
TCK-00947,CLI-00200,2025-12-09,2025-12-11,Facturación
TCK-00948,CLI-00248,2025-12-09,2025-12-14,Facturación
TCK-00949,CLI-00337,2025-12-09,2025-12-16,Facturación
TCK-00950,CLI-00394,2025-12-09,2025-12-15,Acceso
TCK-00951,CLI-00250,2025-12-10,2025-12-17,Rendimiento
TCK-00952,CLI-00257,2025-12-10,2025-12-12,Acceso
TCK-00953,CLI-00342,2025-12-10,2025-12-14,Consulta
TCK-00954,CLI-00172,2025-12-11,2025-12-12,Facturación
TCK-00955,CLI-00340,2025-12-12,2025-12-15,Bug
TCK-00956,CLI-00342,2025-12-12,2025-12-12,Bug
TCK-00957,CLI-00443,2025-12-12,2025-12-14,Facturación
TCK-00958,CLI-00448,2025-12-12,2025-12-14,Acceso
TCK-00959,CLI-00060,2025-12-13,2025-12-15,Consulta
TCK-00960,CLI-00359,2025-12-13,2025-12-18,Facturación
TCK-00961,CLI-00242,2025-12-14,2025-12-15,Facturación
TCK-00962,CLI-00448,2025-12-14,2025-12-17,Acceso
TCK-00963,CLI-00492,2025-12-14,2025-12-19,Rendimiento
TCK-00964,CLI-00501,2025-12-14,2025-12-19,Facturación
TCK-00965,CLI-00130,2025-12-16,2025-12-19,Bug
TCK-00966,CLI-00353,2025-12-16,2025-12-22,Facturación
TCK-00967,CLI-00382,2025-12-16,2025-12-16,Bug
TCK-00968,CLI-00385,2025-12-16,2025-12-23,Facturación
TCK-00969,CLI-00058,2025-12-17,2025-12-21,Facturación
TCK-00970,CLI-00353,2025-12-17,2025-12-22,Consulta
TCK-00971,CLI-00391,2025-12-18,2025-12-22,Rendimiento
TCK-00972,CLI-00425,2025-12-18,2025-12-25,Consulta
TCK-00973,CLI-00431,2025-12-18,2025-12-18,Consulta
TCK-00974,CLI-00052,2025-12-19,2025-12-24,Bug
TCK-00975,CLI-00063,2025-12-19,2025-12-20,Rendimiento
TCK-00976,CLI-00411,2025-12-19,2025-12-26,Bug
TCK-00977,CLI-00063,2025-12-20,2025-12-26,Consulta
TCK-00978,CLI-00151,2025-12-20,2025-12-23,Consulta
TCK-00979,CLI-00281,2025-12-20,2025-12-25,Consulta
TCK-00980,CLI-00354,2025-12-20,2025-12-24,Facturación
TCK-00981,CLI-00425,2025-12-20,2025-12-25,Facturación
TCK-00982,CLI-00469,2025-12-20,2025-12-26,Bug
TCK-00983,CLI-00492,2025-12-20,2025-12-24,Rendimiento
TCK-00984,CLI-00084,2025-12-21,2025-12-22,Acceso
TCK-00985,CLI-00151,2025-12-21,2025-12-26,Facturación
TCK-00986,CLI-00385,2025-12-21,2025-12-21,Consulta
TCK-00987,CLI-00433,2025-12-21,2025-12-21,Acceso
TCK-00988,CLI-00460,2025-12-21,2025-12-28,Acceso
TCK-00989,CLI-00460,2025-12-21,2025-12-26,Acceso
TCK-00990,CLI-00506,2025-12-21,2025-12-25,Rendimiento
TCK-00991,CLI-00036,2025-12-22,2025-12-26,Rendimiento
TCK-00992,CLI-00148,2025-12-22,2025-12-24,Rendimiento
TCK-00993,CLI-00233,2025-12-22,2025-12-27,Consulta
TCK-00994,CLI-00248,2025-12-22,2025-12-25,Bug
TCK-00995,CLI-00411,2025-12-22,2025-12-27,Facturación
TCK-00996,CLI-00096,2025-12-23,2025-12-24,Rendimiento
TCK-00997,CLI-00161,2025-12-23,2025-12-28,Acceso
TCK-00998,CLI-00342,2025-12-23,2025-12-24,Rendimiento
TCK-00999,CLI-00393,2025-12-23,2025-12-29,Consulta
TCK-01000,CLI-00047,2025-12-24,2025-12-30,Consulta
TCK-01001,CLI-00104,2025-12-24,2025-12-24,Facturación
TCK-01002,CLI-00131,2025-12-24,2025-12-26,Facturación
TCK-01003,CLI-00468,2025-12-24,2025-12-30,Bug
TCK-01004,CLI-00084,2025-12-25,2025-12-28,Consulta
TCK-01005,CLI-00149,2025-12-25,2026-01-01,Bug
TCK-01006,CLI-00260,2025-12-25,2025-12-26,Facturación
TCK-01007,CLI-00084,2025-12-26,2025-12-30,Consulta
TCK-01008,CLI-00115,2025-12-26,2025-12-31,Facturación
TCK-01009,CLI-00172,2025-12-26,2025-12-29,Rendimiento
TCK-01010,CLI-00503,2025-12-26,2025-12-28,Rendimiento
TCK-01011,CLI-00265,2025-12-27,2025-12-31,Facturación
TCK-01012,CLI-00354,2025-12-27,2025-12-28,Acceso
TCK-01013,CLI-00131,2025-12-28,2025-12-29,Consulta
TCK-01014,CLI-00250,2025-12-28,2025-12-30,Rendimiento
TCK-01015,CLI-00416,2025-12-28,2026-01-04,Facturación
TCK-01016,CLI-00059,2026-01-01,2026-01-04,Consulta
TCK-01017,CLI-00367,2026-01-01,2026-01-01,Bug
TCK-01018,CLI-00226,2026-01-02,2026-01-05,Facturación
TCK-01019,CLI-00238,2026-01-02,2026-01-04,Bug
TCK-01020,CLI-00393,2026-01-02,2026-01-03,Facturación
TCK-01021,CLI-00063,2026-01-03,2026-01-07,Facturación
TCK-01022,CLI-00416,2026-01-03,2026-01-06,Bug
TCK-01023,CLI-00433,2026-01-03,2026-01-09,Acceso
TCK-01024,CLI-00257,2026-01-04,2026-01-04,Acceso
TCK-01025,CLI-00315,2026-01-04,2026-01-09,Facturación
TCK-01026,CLI-00345,2026-01-04,2026-01-04,Facturación
TCK-01027,CLI-00016,2026-01-05,2026-01-07,Facturación
TCK-01028,CLI-00206,2026-01-05,2026-01-10,Facturación
TCK-01029,CLI-00235,2026-01-05,2026-01-07,Acceso
TCK-01030,CLI-00333,2026-01-06,2026-01-08,Acceso
TCK-01031,CLI-00339,2026-01-06,2026-01-08,Bug
TCK-01032,CLI-00149,2026-01-07,2026-01-13,Facturación
TCK-01033,CLI-00424,2026-01-07,2026-01-14,Consulta
TCK-01034,CLI-00238,2026-01-08,2026-01-09,Rendimiento
TCK-01035,CLI-00382,2026-01-08,2026-01-15,Rendimiento
TCK-01036,CLI-00488,2026-01-08,2026-01-08,Facturación
TCK-01037,CLI-00058,2026-01-09,2026-01-16,Acceso
TCK-01038,CLI-00073,2026-01-09,2026-01-10,Facturación
TCK-01039,CLI-00090,2026-01-09,2026-01-11,Consulta
TCK-01040,CLI-00220,2026-01-09,2026-01-15,Rendimiento
TCK-01041,CLI-00225,2026-01-09,2026-01-12,Consulta
TCK-01042,CLI-00381,2026-01-09,2026-01-14,Facturación
TCK-01043,CLI-00104,2026-01-10,2026-01-11,Rendimiento
TCK-01044,CLI-00248,2026-01-10,2026-01-10,Rendimiento
TCK-01045,CLI-00469,2026-01-10,2026-01-16,Rendimiento
TCK-01046,CLI-00161,2026-01-11,2026-01-14,Facturación
TCK-01047,CLI-00206,2026-01-11,2026-01-17,Bug
TCK-01048,CLI-00260,2026-01-11,2026-01-18,Rendimiento
TCK-01049,CLI-00344,2026-01-11,2026-01-15,Acceso
TCK-01050,CLI-00163,2026-01-12,2026-01-13,Acceso
TCK-01051,CLI-00332,2026-01-12,2026-01-17,Consulta
TCK-01052,CLI-00333,2026-01-14,2026-01-15,Consulta
TCK-01053,CLI-00142,2026-01-15,2026-01-18,Acceso
TCK-01054,CLI-00238,2026-01-15,2026-01-19,Rendimiento
TCK-01055,CLI-00332,2026-01-15,2026-01-20,Acceso
TCK-01056,CLI-00399,2026-01-15,2026-01-20,Facturación
TCK-01057,CLI-00096,2026-01-16,2026-01-23,Acceso
TCK-01058,CLI-00340,2026-01-16,2026-01-23,Acceso
TCK-01059,CLI-00345,2026-01-16,2026-01-21,Acceso
TCK-01060,CLI-00169,2026-01-17,2026-01-20,Rendimiento
TCK-01061,CLI-00458,2026-01-17,2026-01-19,Rendimiento
TCK-01062,CLI-00485,2026-01-17,2026-01-24,Acceso
TCK-01063,CLI-00488,2026-01-17,2026-01-23,Acceso
TCK-01064,CLI-00194,2026-01-18,2026-01-25,Acceso
TCK-01065,CLI-00333,2026-01-18,2026-01-25,Rendimiento
TCK-01066,CLI-00443,2026-01-18,2026-01-20,Acceso
TCK-01067,CLI-00446,2026-01-18,2026-01-20,Acceso
TCK-01068,CLI-00151,2026-01-19,2026-01-25,Acceso
TCK-01069,CLI-00248,2026-01-19,2026-01-19,Consulta
TCK-01070,CLI-00429,2026-01-19,2026-01-26,Bug
TCK-01071,CLI-00035,2026-01-20,2026-01-20,Facturación
TCK-01072,CLI-00488,2026-01-20,2026-01-21,Facturación
TCK-01073,CLI-00090,2026-01-21,2026-01-27,Rendimiento
TCK-01074,CLI-00163,2026-01-21,2026-01-24,Acceso
TCK-01075,CLI-00241,2026-01-21,2026-01-27,Acceso
TCK-01076,CLI-00289,2026-01-21,2026-01-24,Acceso
TCK-01077,CLI-00290,2026-01-21,2026-01-21,Rendimiento
TCK-01078,CLI-00339,2026-01-21,2026-01-21,Bug
TCK-01079,CLI-00475,2026-01-21,2026-01-27,Rendimiento
TCK-01080,CLI-00063,2026-01-22,2026-01-22,Rendimiento
TCK-01081,CLI-00241,2026-01-23,2026-01-23,Facturación
TCK-01082,CLI-00249,2026-01-23,2026-01-30,Consulta
TCK-01083,CLI-00345,2026-01-24,2026-01-31,Rendimiento
TCK-01084,CLI-00163,2026-01-25,2026-01-29,Rendimiento
TCK-01085,CLI-00443,2026-01-25,2026-01-25,Facturación
TCK-01086,CLI-00191,2026-01-26,2026-01-30,Bug
TCK-01087,CLI-00242,2026-01-26,2026-01-30,Bug
TCK-01088,CLI-00506,2026-01-26,2026-02-02,Consulta
TCK-01089,CLI-00228,2026-01-27,2026-02-03,Bug
TCK-01090,CLI-00041,2026-01-28,2026-01-31,Rendimiento
TCK-01091,CLI-00290,2026-01-28,2026-02-02,Facturación
TCK-01092,CLI-00241,2026-02-01,2026-02-07,Bug
TCK-01093,CLI-00357,2026-02-01,2026-02-04,Bug
TCK-01094,CLI-00457,2026-02-01,2026-02-05,Consulta
TCK-01095,CLI-00106,2026-02-02,2026-02-03,Acceso
TCK-01096,CLI-00148,2026-02-02,2026-02-09,Rendimiento
TCK-01097,CLI-00157,2026-02-02,2026-02-06,Acceso
TCK-01098,CLI-00317,2026-02-02,2026-02-04,Acceso
TCK-01099,CLI-00108,2026-02-03,2026-02-04,Facturación
TCK-01100,CLI-00443,2026-02-03,2026-02-08,Facturación
TCK-01101,CLI-00090,2026-02-04,2026-02-05,Bug
TCK-01102,CLI-00097,2026-02-04,2026-02-07,Facturación
TCK-01103,CLI-00242,2026-02-04,2026-02-06,Facturación
TCK-01104,CLI-00256,2026-02-04,2026-02-07,Bug
TCK-01105,CLI-00343,2026-02-04,2026-02-05,Facturación
TCK-01106,CLI-00385,2026-02-04,2026-02-10,Facturación
TCK-01107,CLI-00433,2026-02-05,2026-02-09,Bug
TCK-01108,CLI-00460,2026-02-05,2026-02-05,Acceso
TCK-01109,CLI-00043,2026-02-06,2026-02-13,Acceso
TCK-01110,CLI-00142,2026-02-06,2026-02-06,Bug
TCK-01111,CLI-00325,2026-02-06,2026-02-11,Consulta
TCK-01112,CLI-00343,2026-02-06,2026-02-09,Rendimiento
TCK-01113,CLI-00039,2026-02-07,2026-02-07,Rendimiento
TCK-01114,CLI-00394,2026-02-07,2026-02-13,Rendimiento
TCK-01115,CLI-00394,2026-02-08,2026-02-08,Rendimiento
TCK-01116,CLI-00453,2026-02-08,2026-02-15,Consulta
TCK-01117,CLI-00196,2026-02-09,2026-02-16,Acceso
TCK-01118,CLI-00247,2026-02-09,2026-02-11,Bug
TCK-01119,CLI-00358,2026-02-09,2026-02-13,Facturación
TCK-01120,CLI-00492,2026-02-09,2026-02-12,Consulta
TCK-01121,CLI-00148,2026-02-10,2026-02-12,Acceso
TCK-01122,CLI-00211,2026-02-10,2026-02-12,Rendimiento
TCK-01123,CLI-00218,2026-02-11,2026-02-15,Bug
TCK-01124,CLI-00410,2026-02-11,2026-02-14,Facturación
TCK-01125,CLI-00290,2026-02-12,2026-02-14,Facturación
TCK-01126,CLI-00394,2026-02-12,2026-02-16,Acceso
TCK-01127,CLI-00043,2026-02-14,2026-02-16,Consulta
TCK-01128,CLI-00218,2026-02-14,2026-02-16,Acceso
TCK-01129,CLI-00357,2026-02-14,2026-02-15,Bug
TCK-01130,CLI-00385,2026-02-14,2026-02-20,Rendimiento
TCK-01131,CLI-00135,2026-02-15,2026-02-22,Bug
TCK-01132,CLI-00203,2026-02-15,2026-02-18,Rendimiento
TCK-01133,CLI-00242,2026-02-15,2026-02-19,Consulta
TCK-01134,CLI-00157,2026-02-16,2026-02-19,Rendimiento
TCK-01135,CLI-00257,2026-02-16,2026-02-21,Consulta
TCK-01136,CLI-00396,2026-02-16,2026-02-17,Consulta
TCK-01137,CLI-00446,2026-02-16,2026-02-23,Acceso
TCK-01138,CLI-00484,2026-02-16,2026-02-23,Bug
TCK-01139,CLI-00194,2026-02-17,2026-02-21,Facturación
TCK-01140,CLI-00247,2026-02-17,2026-02-17,Consulta
TCK-01141,CLI-00435,2026-02-17,2026-02-18,Acceso
TCK-01142,CLI-00211,2026-02-18,2026-02-24,Acceso
TCK-01143,CLI-00396,2026-02-18,2026-02-19,Rendimiento
TCK-01144,CLI-00443,2026-02-18,2026-02-19,Bug
TCK-01145,CLI-00501,2026-02-18,2026-02-20,Acceso
TCK-01146,CLI-00090,2026-02-19,2026-02-22,Consulta
TCK-01147,CLI-00194,2026-02-19,2026-02-20,Facturación
TCK-01148,CLI-00325,2026-02-19,2026-02-23,Consulta
TCK-01149,CLI-00357,2026-02-19,2026-02-26,Consulta
TCK-01150,CLI-00425,2026-02-19,2026-02-23,Bug
TCK-01151,CLI-00080,2026-02-20,2026-02-23,Consulta
TCK-01152,CLI-00242,2026-02-20,2026-02-25,Acceso
TCK-01153,CLI-00151,2026-02-21,2026-02-27,Acceso
TCK-01154,CLI-00196,2026-02-21,2026-02-24,Rendimiento
TCK-01155,CLI-00429,2026-02-21,2026-02-21,Acceso
TCK-01156,CLI-00247,2026-02-22,2026-02-28,Facturación
TCK-01157,CLI-00381,2026-02-22,2026-02-23,Rendimiento
TCK-01158,CLI-00088,2026-02-23,2026-02-26,Consulta
TCK-01159,CLI-00194,2026-02-23,2026-03-02,Consulta
TCK-01160,CLI-00425,2026-02-23,2026-02-27,Bug
TCK-01161,CLI-00081,2026-02-24,2026-02-27,Bug
TCK-01162,CLI-00142,2026-02-24,2026-03-01,Acceso
TCK-01163,CLI-00325,2026-02-24,2026-03-03,Acceso
TCK-01164,CLI-00452,2026-02-24,2026-03-03,Bug
TCK-01165,CLI-00172,2026-02-25,2026-03-04,Facturación
TCK-01166,CLI-00343,2026-02-26,2026-03-02,Rendimiento
TCK-01167,CLI-00411,2026-02-26,2026-02-27,Acceso
TCK-01168,CLI-00045,2026-02-27,2026-02-28,Facturación
TCK-01169,CLI-00290,2026-02-27,2026-03-05,Acceso
TCK-01170,CLI-00381,2026-02-27,2026-03-05,Bug
TCK-01171,CLI-00425,2026-02-27,2026-02-28,Consulta
TCK-01172,CLI-00446,2026-02-27,2026-02-28,Acceso
TCK-01173,CLI-00131,2026-02-28,2026-03-04,Consulta
TCK-01174,CLI-00211,2026-02-28,2026-03-06,Consulta
TCK-01175,CLI-00509,2026-02-28,2026-02-28,Rendimiento
TCK-01176,CLI-00290,2026-03-01,2026-03-03,Bug
TCK-01177,CLI-00398,2026-03-01,2026-03-01,Acceso
TCK-01178,CLI-00475,2026-03-02,2026-03-08,Bug
TCK-01179,CLI-00035,2026-03-03,2026-03-06,Consulta
TCK-01180,CLI-00052,2026-03-03,2026-03-08,Acceso
TCK-01181,CLI-00117,2026-03-03,2026-03-05,Facturación
TCK-01182,CLI-00347,2026-03-03,2026-03-03,Acceso
TCK-01183,CLI-00431,2026-03-03,2026-03-05,Consulta
TCK-01184,CLI-00468,2026-03-03,2026-03-04,Acceso
TCK-01185,CLI-00503,2026-03-03,2026-03-09,Consulta
TCK-01186,CLI-00055,2026-03-04,2026-03-06,Consulta
TCK-01187,CLI-00145,2026-03-04,2026-03-10,Rendimiento
TCK-01188,CLI-00416,2026-03-04,2026-03-10,Rendimiento
TCK-01189,CLI-00455,2026-03-04,2026-03-07,Rendimiento
TCK-01190,CLI-00047,2026-03-05,2026-03-05,Bug
TCK-01191,CLI-00157,2026-03-05,2026-03-10,Facturación
TCK-01192,CLI-00235,2026-03-05,2026-03-12,Facturación
TCK-01193,CLI-00345,2026-03-05,2026-03-12,Facturación
TCK-01194,CLI-00357,2026-03-05,2026-03-06,Acceso
TCK-01195,CLI-00460,2026-03-05,2026-03-07,Acceso
TCK-01196,CLI-00128,2026-03-06,2026-03-13,Bug
TCK-01197,CLI-00066,2026-03-07,2026-03-13,Bug
TCK-01198,CLI-00306,2026-03-07,2026-03-13,Facturación
TCK-01199,CLI-00340,2026-03-07,2026-03-08,Facturación
TCK-01200,CLI-00460,2026-03-07,2026-03-14,Acceso
TCK-01201,CLI-00058,2026-03-08,2026-03-09,Acceso
TCK-01202,CLI-00172,2026-03-09,2026-03-16,Facturación
TCK-01203,CLI-00211,2026-03-09,2026-03-14,Facturación
TCK-01204,CLI-00260,2026-03-09,2026-03-14,Acceso
TCK-01205,CLI-00027,2026-03-10,2026-03-16,Bug
TCK-01206,CLI-00027,2026-03-10,2026-03-11,Rendimiento
TCK-01207,CLI-00317,2026-03-10,2026-03-12,Facturación
TCK-01208,CLI-00023,2026-03-11,2026-03-14,Rendimiento
TCK-01209,CLI-00041,2026-03-11,2026-03-16,Acceso
TCK-01210,CLI-00435,2026-03-11,2026-03-11,Rendimiento
TCK-01211,CLI-00003,2026-03-12,2026-03-18,Rendimiento
TCK-01212,CLI-00414,2026-03-12,2026-03-12,Consulta
TCK-01213,CLI-00060,2026-03-13,2026-03-15,Facturación
TCK-01214,CLI-00131,2026-03-13,2026-03-18,Bug
TCK-01215,CLI-00228,2026-03-13,2026-03-13,Facturación
TCK-01216,CLI-00241,2026-03-13,2026-03-18,Consulta
TCK-01217,CLI-00404,2026-03-13,2026-03-13,Consulta
TCK-01218,CLI-00433,2026-03-13,2026-03-19,Bug
TCK-01219,CLI-00108,2026-03-14,2026-03-21,Acceso
TCK-01220,CLI-00416,2026-03-14,2026-03-14,Rendimiento
TCK-01221,CLI-00290,2026-03-15,2026-03-15,Facturación
TCK-01222,CLI-00475,2026-03-15,2026-03-18,Facturación
TCK-01223,CLI-00003,2026-03-16,2026-03-19,Facturación
TCK-01224,CLI-00170,2026-03-16,2026-03-18,Bug
TCK-01225,CLI-00394,2026-03-16,2026-03-22,Consulta
TCK-01226,CLI-00490,2026-03-16,2026-03-21,Consulta
TCK-01227,CLI-00035,2026-03-17,2026-03-22,Rendimiento
TCK-01228,CLI-00041,2026-03-17,2026-03-23,Bug
TCK-01229,CLI-00058,2026-03-17,2026-03-21,Rendimiento
TCK-01230,CLI-00157,2026-03-17,2026-03-17,Consulta
TCK-01231,CLI-00169,2026-03-17,2026-03-20,Consulta
TCK-01232,CLI-00218,2026-03-17,2026-03-17,Rendimiento
TCK-01233,CLI-00220,2026-03-17,2026-03-17,Consulta
TCK-01234,CLI-00260,2026-03-17,2026-03-24,Rendimiento
TCK-01235,CLI-00290,2026-03-17,2026-03-20,Acceso
TCK-01236,CLI-00458,2026-03-17,2026-03-17,Rendimiento
TCK-01237,CLI-00109,2026-03-18,2026-03-23,Acceso
TCK-01238,CLI-00391,2026-03-18,2026-03-20,Facturación
TCK-01239,CLI-00458,2026-03-18,2026-03-19,Bug
TCK-01240,CLI-00508,2026-03-18,2026-03-19,Rendimiento
TCK-01241,CLI-00145,2026-03-19,2026-03-24,Bug
TCK-01242,CLI-00211,2026-03-19,2026-03-22,Bug
TCK-01243,CLI-00035,2026-03-20,2026-03-20,Rendimiento
TCK-01244,CLI-00070,2026-03-20,2026-03-25,Rendimiento
TCK-01245,CLI-00135,2026-03-20,2026-03-24,Rendimiento
TCK-01246,CLI-00443,2026-03-20,2026-03-27,Facturación
TCK-01247,CLI-00343,2026-03-21,2026-03-21,Acceso
TCK-01248,CLI-00404,2026-03-21,2026-03-28,Acceso
TCK-01249,CLI-00414,2026-03-21,2026-03-28,Consulta
TCK-01250,CLI-00435,2026-03-21,2026-03-26,Acceso
TCK-01251,CLI-00131,2026-03-22,2026-03-29,Consulta
TCK-01252,CLI-00396,2026-03-22,2026-03-28,Consulta
TCK-01253,CLI-00047,2026-03-23,2026-03-25,Bug
TCK-01254,CLI-00131,2026-03-23,2026-03-26,Consulta
TCK-01255,CLI-00195,2026-03-23,2026-03-26,Facturación
TCK-01256,CLI-00306,2026-03-23,2026-03-27,Rendimiento
