respuesta_id,mes,score,categoria,motivo_detractor
R-01421,2026-07,7,Pasivo,
R-01422,2026-07,6,Detractor,Tiempo de respuesta
R-01423,2026-07,8,Pasivo,
R-01424,2026-07,10,Promotor,
R-01425,2026-07,10,Promotor,
R-01426,2026-07,7,Pasivo,
R-01427,2026-07,10,Promotor,
R-01428,2026-07,5,Detractor,Atención al cliente
R-01429,2026-07,8,Pasivo,
R-01430,2026-07,9,Promotor,
R-01431,2026-07,8,Pasivo,
R-01432,2026-07,8,Pasivo,
R-01433,2026-07,6,Detractor,Tiempo de respuesta
R-01434,2026-07,9,Promotor,
R-01435,2026-07,5,Detractor,Atención al cliente
R-01436,2026-07,6,Detractor,Precio
R-01437,2026-07,4,Detractor,Tiempo de respuesta
R-01438,2026-07,10,Promotor,
R-01439,2026-07,3,Detractor,Tiempo de respuesta
R-01440,2026-07,6,Detractor,Facilidad de uso
R-01441,2026-07,6,Detractor,Precio
R-01442,2026-07,8,Pasivo,
R-01443,2026-07,10,Promotor,
R-01444,2026-07,8,Pasivo,
R-01445,2026-07,8,Pasivo,
R-01446,2026-07,4,Detractor,Tiempo de respuesta
R-01447,2026-07,5,Detractor,Tiempo de respuesta
R-01448,2026-07,8,Pasivo,
R-01449,2026-07,8,Pasivo,
R-01450,2026-07,5,Detractor,Calidad del producto
R-01451,2026-07,6,Detractor,Tiempo de respuesta
R-01452,2026-07,7,Pasivo,
R-01453,2026-07,10,Promotor,
R-01454,2026-07,8,Pasivo,
R-01455,2026-07,7,Pasivo,
R-01456,2026-07,10,Promotor,
R-01457,2026-07,10,Promotor,
R-01458,2026-07,10,Promotor,
R-01459,2026-07,7,Pasivo,
R-01460,2026-07,9,Promotor,
R-01461,2026-07,7,Pasivo,
R-01462,2026-07,8,Pasivo,
R-01463,2026-07,8,Pasivo,
R-01464,2026-07,8,Pasivo,
R-01465,2026-07,7,Pasivo,
R-01466,2026-07,8,Pasivo,
R-01467,2026-07,7,Pasivo,
R-01468,2026-07,9,Promotor,
R-01469,2026-07,6,Detractor,Calidad del producto
R-01470,2026-07,8,Pasivo,
R-01471,2026-07,10,Promotor,
R-01472,2026-07,8,Pasivo,
R-01473,2026-07,7,Pasivo,
R-01474,2026-07,8,Pasivo,
R-01475,2026-07,8,Pasivo,
R-01476,2026-07,6,Detractor,Tiempo de respuesta
R-01477,2026-07,6,Detractor,Facilidad de uso
R-01478,2026-07,6,Detractor,Tiempo de respuesta
R-01479,2026-07,9,Promotor,
R-01480,2026-07,10,Promotor,
R-01481,2026-07,9,Promotor,
R-01482,2026-07,6,Detractor,Tiempo de respuesta
R-01483,2026-07,8,Pasivo,
R-01484,2026-07,8,Pasivo,
R-01485,2026-07,8,Pasivo,
R-01486,2026-07,6,Detractor,Tiempo de respuesta
R-01487,2026-07,5,Detractor,Tiempo de respuesta
R-01488,2026-07,7,Pasivo,
R-01489,2026-07,4,Detractor,Tiempo de respuesta
R-01490,2026-07,6,Detractor,Tiempo de respuesta
R-01491,2026-07,6,Detractor,Tiempo de respuesta
R-01492,2026-07,8,Pasivo,
R-01493,2026-07,3,Detractor,Tiempo de respuesta
R-01494,2026-07,6,Detractor,Tiempo de respuesta
R-01495,2026-07,8,Pasivo,
R-01496,2026-07,9,Promotor,
R-01497,2026-07,9,Promotor,
R-01498,2026-07,10,Promotor,
R-01499,2026-07,6,Detractor,Tiempo de respuesta
R-01500,2026-07,7,Pasivo,
R-01501,2026-07,6,Detractor,Tiempo de respuesta
R-01502,2026-07,8,Pasivo,
R-01503,2026-07,7,Pasivo,
R-01504,2026-07,7,Pasivo,
R-01505,2026-07,7,Pasivo,
R-01506,2026-07,6,Detractor,Precio
R-01507,2026-07,5,Detractor,Facilidad de uso
R-01508,2026-07,6,Detractor,Tiempo de respuesta
R-01509,2026-07,9,Promotor,
R-01510,2026-07,7,Pasivo,
R-01511,2026-07,7,Pasivo,
R-01512,2026-07,7,Pasivo,
R-01513,2026-07,8,Pasivo,
R-01514,2026-07,9,Promotor,
R-01515,2026-07,4,Detractor,Tiempo de respuesta
R-01516,2026-07,10,Promotor,
R-01517,2026-07,7,Pasivo,
R-01518,2026-07,8,Pasivo,
R-01519,2026-07,6,Detractor,Calidad del producto
R-01520,2026-07,5,Detractor,Facilidad de uso
R-01521,2026-07,6,Detractor,Tiempo de respuesta
R-01522,2026-07,8,Pasivo,
R-01523,2026-07,9,Promotor,
R-01524,2026-07,6,Detractor,Tiempo de respuesta
R-01525,2026-07,5,Detractor,Calidad del producto
R-01526,2026-07,6,Detractor,Tiempo de respuesta
R-01527,2026-07,7,Pasivo,
R-01528,2026-07,6,Detractor,Tiempo de respuesta
R-01529,2026-07,4,Detractor,Tiempo de respuesta
R-01530,2026-07,8,Pasivo,
R-01531,2026-07,8,Pasivo,
R-01532,2026-07,10,Promotor,
R-01533,2026-07,9,Promotor,
R-01534,2026-07,5,Detractor,Atención al cliente
R-01535,2026-07,9,Promotor,
R-01536,2026-07,8,Pasivo,
R-01537,2026-07,6,Detractor,Tiempo de respuesta
R-01538,2026-07,8,Pasivo,
R-01539,2026-07,7,Pasivo,
R-01540,2026-07,9,Promotor,
R-01541,2026-07,5,Detractor,Tiempo de respuesta
R-01542,2026-07,9,Promotor,
R-01543,2026-07,9,Promotor,
R-01544,2026-07,6,Detractor,Atención al cliente
R-01545,2026-07,8,Pasivo,
R-01546,2026-07,7,Pasivo,
R-01547,2026-07,9,Promotor,
R-01548,2026-07,8,Pasivo,
R-01549,2026-07,6,Detractor,Facilidad de uso
R-01550,2026-07,7,Pasivo,
R-01551,2026-07,10,Promotor,
R-01552,2026-07,8,Pasivo,
R-01553,2026-07,7,Pasivo,
R-01554,2026-07,9,Promotor,
R-01555,2026-07,7,Pasivo,
R-01556,2026-07,8,Pasivo,
R-01557,2026-07,8,Pasivo,
R-01558,2026-07,9,Promotor,
R-01559,2026-07,8,Pasivo,
R-01560,2026-07,8,Pasivo,
R-01561,2026-07,6,Detractor,Facilidad de uso
R-01562,2026-07,9,Promotor,
R-01563,2026-07,10,Promotor,
R-01564,2026-07,7,Pasivo,
R-01565,2026-07,5,Detractor,Tiempo de respuesta
R-01566,2026-07,7,Pasivo,
R-01567,2026-07,7,Pasivo,
R-01568,2026-07,8,Pasivo,
R-01569,2026-07,10,Promotor,
R-01570,2026-07,5,Detractor,Tiempo de respuesta
R-01571,2026-07,10,Promotor,
R-01572,2026-07,8,Pasivo,
R-01573,2026-08,6,Detractor,Tiempo de respuesta
R-01574,2026-08,7,Pasivo,
R-01575,2026-08,10,Promotor,
R-01576,2026-08,8,Pasivo,
R-01577,2026-08,6,Detractor,Tiempo de respuesta
R-01578,2026-08,6,Detractor,Tiempo de respuesta
R-01579,2026-08,5,Detractor,Calidad del producto
R-01580,2026-08,8,Pasivo,
R-01581,2026-08,10,Promotor,
R-01582,2026-08,8,Pasivo,
R-01583,2026-08,7,Pasivo,
R-01584,2026-08,8,Pasivo,
R-01585,2026-08,6,Detractor,Tiempo de respuesta
R-01586,2026-08,8,Pasivo,
R-01587,2026-08,7,Pasivo,
R-01588,2026-08,5,Detractor,Tiempo de respuesta
R-01589,2026-08,9,Promotor,
R-01590,2026-08,5,Detractor,Precio
R-01591,2026-08,6,Detractor,Calidad del producto
R-01592,2026-08,7,Pasivo,
R-01593,2026-08,7,Pasivo,
R-01594,2026-08,9,Promotor,
R-01595,2026-08,6,Detractor,Tiempo de respuesta
R-01596,2026-08,8,Pasivo,
R-01597,2026-08,8,Pasivo,
R-01598,2026-08,9,Promotor,
R-01599,2026-08,7,Pasivo,
R-01600,2026-08,9,Promotor,
R-01601,2026-08,8,Pasivo,
R-01602,2026-08,6,Detractor,Facilidad de uso
R-01603,2026-08,9,Promotor,
R-01604,2026-08,9,Promotor,
R-01605,2026-08,10,Promotor,
R-01606,2026-08,8,Pasivo,
R-01607,2026-08,10,Promotor,
R-01608,2026-08,9,Promotor,
R-01609,2026-08,5,Detractor,Tiempo de respuesta
R-01610,2026-08,5,Detractor,Tiempo de respuesta
R-01611,2026-08,7,Pasivo,
R-01612,2026-08,10,Promotor,
R-01613,2026-08,9,Promotor,
R-01614,2026-08,9,Promotor,
R-01615,2026-08,8,Pasivo,
R-01616,2026-08,7,Pasivo,
R-01617,2026-08,10,Promotor,
R-01618,2026-08,8,Pasivo,
R-01619,2026-08,6,Detractor,Tiempo de respuesta
R-01620,2026-08,7,Pasivo,
R-01621,2026-08,6,Detractor,Tiempo de respuesta
R-01622,2026-08,7,Pasivo,
R-01623,2026-08,9,Promotor,
R-01624,2026-08,6,Detractor,Tiempo de respuesta
R-01625,2026-08,5,Detractor,Tiempo de respuesta
R-01626,2026-08,6,Detractor,Atención al cliente
R-01627,2026-08,4,Detractor,Precio
R-01628,2026-08,5,Detractor,Tiempo de respuesta
R-01629,2026-08,8,Pasivo,
R-01630,2026-08,8,Pasivo,
R-01631,2026-08,7,Pasivo,
R-01632,2026-08,6,Detractor,Atención al cliente
R-01633,2026-08,10,Promotor,
R-01634,2026-08,9,Promotor,
R-01635,2026-08,10,Promotor,
R-01636,2026-08,7,Pasivo,
R-01637,2026-08,5,Detractor,Precio
R-01638,2026-08,6,Detractor,Facilidad de uso
R-01639,2026-08,7,Pasivo,
R-01640,2026-08,9,Promotor,
R-01641,2026-08,5,Detractor,Tiempo de respuesta
R-01642,2026-08,7,Pasivo,
R-01643,2026-08,8,Pasivo,
R-01644,2026-08,8,Pasivo,
R-01645,2026-08,6,Detractor,Tiempo de respuesta
R-01646,2026-08,6,Detractor,Tiempo de respuesta
R-01647,2026-08,4,Detractor,Calidad del producto
R-01648,2026-08,8,Pasivo,
R-01649,2026-08,5,Detractor,Atención al cliente
R-01650,2026-08,5,Detractor,Tiempo de respuesta
R-01651,2026-08,9,Promotor,
R-01652,2026-08,7,Pasivo,
R-01653,2026-08,7,Pasivo,
R-01654,2026-08,9,Promotor,
R-01655,2026-08,6,Detractor,Calidad del producto
R-01656,2026-08,8,Pasivo,
R-01657,2026-08,7,Pasivo,
R-01658,2026-08,9,Promotor,
R-01659,2026-08,9,Promotor,
R-01660,2026-08,3,Detractor,Precio
R-01661,2026-08,9,Promotor,
R-01662,2026-08,9,Promotor,
R-01663,2026-08,7,Pasivo,
R-01664,2026-08,8,Pasivo,
R-01665,2026-08,9,Promotor,
R-01666,2026-08,8,Pasivo,
R-01667,2026-08,7,Pasivo,
R-01668,2026-08,6,Detractor,Precio
R-01669,2026-08,6,Detractor,Atención al cliente
R-01670,2026-08,3,Detractor,Tiempo de respuesta
R-01671,2026-08,10,Promotor,
R-01672,2026-08,9,Promotor,
R-01673,2026-08,10,Promotor,
R-01674,2026-08,10,Promotor,
R-01675,2026-08,7,Pasivo,
R-01676,2026-08,6,Detractor,Facilidad de uso
R-01677,2026-08,7,Pasivo,
R-01678,2026-08,5,Detractor,Tiempo de respuesta
R-01679,2026-08,5,Detractor,Tiempo de respuesta
R-01680,2026-08,9,Promotor,
R-01681,2026-08,8,Pasivo,
R-01682,2026-08,10,Promotor,
R-01683,2026-08,6,Detractor,Tiempo de respuesta
R-01684,2026-08,6,Detractor,Atención al cliente
R-01685,2026-08,10,Promotor,
R-01686,2026-08,6,Detractor,Atención al cliente
R-01687,2026-08,5,Detractor,Tiempo de respuesta
R-01688,2026-08,7,Pasivo,
R-01689,2026-08,5,Detractor,Calidad del producto
R-01690,2026-08,6,Detractor,Tiempo de respuesta
R-01691,2026-08,7,Pasivo,
R-01692,2026-08,8,Pasivo,
R-01693,2026-08,7,Pasivo,
R-01694,2026-08,10,Promotor,
R-01695,2026-08,6,Detractor,Calidad del producto
R-01696,2026-08,8,Pasivo,
R-01697,2026-08,6,Detractor,Atención al cliente
R-01698,2026-08,8,Pasivo,
R-01699,2026-08,9,Promotor,
R-01700,2026-08,6,Detractor,Calidad del producto
R-01701,2026-08,8,Pasivo,
R-01702,2026-08,10,Promotor,
R-01703,2026-08,7,Pasivo,
R-01704,2026-08,6,Detractor,Tiempo de respuesta
R-01705,2026-08,4,Detractor,Tiempo de respuesta
R-01706,2026-08,9,Promotor,
R-01707,2026-08,8,Pasivo,
R-01708,2026-08,5,Detractor,Calidad del producto
R-01709,2026-08,9,Promotor,
R-01710,2026-08,8,Pasivo,
R-01711,2026-08,9,Promotor,
R-01712,2026-08,7,Pasivo,
R-01713,2026-08,8,Pasivo,
R-01714,2026-08,7,Pasivo,
R-01715,2026-08,7,Pasivo,
R-01716,2026-08,5,Detractor,Calidad del producto
R-01717,2026-08,10,Promotor,
R-01718,2026-08,8,Pasivo,
