pedido_id,linea_id,fecha,cliente_id,vendedor_id,canal_venta,sku,cantidad,precio_unitario,descuento_pct
PED-005365,PED-005365-2,2025-11-30,CLI-00031,,E-commerce,SKU-00105,4,1742.87,0
PED-005366,PED-005366-1,2025-11-30,CLI-00204,,Marketplace,SKU-00105,2,1687.8,0.1
PED-005366,PED-005366-2,2025-11-30,CLI-00204,,Marketplace,SKU-00086,1,1420.1,0
PED-005366,PED-005366-3,2025-11-30,CLI-00204,,Marketplace,SKU-00084,1,970.17,0
PED-005367,PED-005367-1,2025-11-30,CLI-00240,VEN-002,Equipo comercial,SKU-00103,5,2230.01,0.1
PED-005368,PED-005368-1,2025-12-01,CLI-00362,VEN-002,Equipo comercial,SKU-00105,4,1577.35,0
PED-005369,PED-005369-1,2025-12-01,CLI-00126,VEN-007,Equipo comercial,SKU-00040,1,693.92,0
PED-005370,PED-005370-1,2025-12-01,CLI-00077,VEN-005,Equipo comercial,SKU-00018,3,830.12,0
PED-005371,PED-005371-1,2025-12-01,CLI-00474,,E-commerce,SKU-00110,3,2863.2,0.05
PED-005371,PED-005371-2,2025-12-01,CLI-00474,,E-commerce,SKU-00018,3,899.77,0
PED-005372,PED-005372-1,2025-12-01,CLI-00008,,Marketplace,SKU-00140,1,168.79,0
PED-005372,PED-005372-2,2025-12-01,CLI-00008,,Marketplace,SKU-00011,1,547.8,0.15
PED-005373,PED-005373-1,2025-12-01,CLI-00303,VEN-009,Equipo comercial,SKU-00104,1,233.41,0
PED-005373,PED-005373-2,2025-12-01,CLI-00303,VEN-009,Equipo comercial,SKU-00002,3,3024.3,0
PED-005373,PED-005373-3,2025-12-01,CLI-00303,VEN-009,Equipo comercial,SKU-00096,5,1419.61,0.1
PED-005373,PED-005373-4,2025-12-01,CLI-00303,VEN-009,Equipo comercial,SKU-00077,3,1473.83,0
PED-005374,PED-005374-1,2025-12-01,CLI-00313,VEN-003,Equipo comercial,SKU-00144,1,109.99,0
PED-005375,PED-005375-1,2025-12-01,CLI-00034,VEN-012,Equipo comercial,SKU-00042,4,1641.16,0
PED-005376,PED-005376-1,2025-12-01,CLI-00156,VEN-008,Equipo comercial,SKU-00127,4,713.52,0
PED-005376,PED-005376-2,2025-12-01,CLI-00156,VEN-008,Equipo comercial,SKU-00036,1,804.0,0.1
PED-005376,PED-005376-3,2025-12-01,CLI-00156,VEN-008,Equipo comercial,SKU-00073,1,54.28,0
PED-005377,PED-005377-1,2025-12-01,CLI-00157,,E-commerce,SKU-00145,4,464.19,0
PED-005378,PED-005378-1,2025-12-01,CLI-00026,VEN-003,Equipo comercial,SKU-00014,1,257.45,0
PED-005379,PED-005379-1,2025-12-01,CLI-00353,VEN-005,Equipo comercial,SKU-00101,1,863.02,0
PED-005380,PED-005380-1,2025-12-01,CLI-00445,,Marketplace,SKU-00041,1,1560.84,0
PED-005380,PED-005380-2,2025-12-01,CLI-00445,,Marketplace,SKU-00078,2,854.81,0.05
PED-005381,PED-005381-1,2025-12-01,CLI-00429,VEN-005,Equipo comercial,SKU-00035,1,818.92,0
PED-005382,PED-005382-1,2025-12-01,CLI-00175,VEN-011,Equipo comercial,SKU-00040,2,677.72,0.05
PED-005382,PED-005382-2,2025-12-01,CLI-00175,VEN-011,Equipo comercial,SKU-00058,1,152.64,0.05
PED-005382,PED-005382-3,2025-12-01,CLI-00175,VEN-011,Equipo comercial,SKU-00029,1,497.42,0.05
PED-005383,PED-005383-1,2025-12-01,CLI-00245,VEN-007,Equipo comercial,SKU-00084,1,986.83,0
PED-005384,PED-005384-1,2025-12-01,CLI-00247,VEN-012,Equipo comercial,SKU-00019,1,2416.58,0
PED-005384,PED-005384-2,2025-12-01,CLI-00247,VEN-012,Equipo comercial,SKU-00113,4,2353.24,0
PED-005385,PED-005385-1,2025-12-01,CLI-00135,,Marketplace,SKU-00067,3,198.68,0
PED-005386,PED-005386-1,2025-12-01,CLI-00137,VEN-004,Equipo comercial,SKU-00067,2,215.09,0
PED-005387,PED-005387-1,2025-12-01,CLI-00096,VEN-011,Equipo comercial,SKU-00099,1,1926.01,0
PED-005388,PED-005388-1,2025-12-01,CLI-00510,VEN-005,Equipo comercial,SKU-00123,4,436.72,0
PED-005389,PED-005389-1,2025-12-01,CLI-00210,,Marketplace,SKU-00103,2,2370.57,0
PED-005390,PED-005390-1,2025-12-01,CLI-00069,,Marketplace,SKU-00101,5,913.49,0
PED-005390,PED-005390-2,2025-12-01,CLI-00069,,Marketplace,SKU-00008,1,1996.74,0
PED-005391,PED-005391-1,2025-12-01,CLI-00444,,Marketplace,SKU-00073,5,55.08,0
PED-005392,PED-005392-1,2025-12-02,CLI-00489,,E-commerce,SKU-00090,1,1354.05,0
PED-005393,PED-005393-1,2025-12-02,CLI-00021,,Marketplace,SKU-00084,1,931.33,0
PED-005394,PED-005394-1,2025-12-02,CLI-00341,,E-commerce,SKU-00038,1,641.35,0.1
PED-005395,PED-005395-1,2025-12-02,CLI-00014,VEN-005,Equipo comercial,SKU-00039,1,1487.46,0
PED-005396,PED-005396-1,2025-12-02,CLI-00134,,Marketplace,SKU-00036,2,834.83,0
PED-005397,PED-005397-1,2025-12-02,CLI-00033,VEN-005,Equipo comercial,SKU-00090,2,1405.79,0.05
PED-005398,PED-005398-1,2025-12-02,CLI-00256,VEN-003,Equipo comercial,SKU-00079,4,1305.01,0
PED-005399,PED-005399-1,2025-12-02,CLI-00263,,E-commerce,SKU-00058,3,148.47,0
PED-005399,PED-005399-2,2025-12-02,CLI-00263,,E-commerce,SKU-00105,1,1736.44,0
PED-005400,PED-005400-1,2025-12-02,CLI-00317,,Marketplace,SKU-00108,4,297.74,0.05
PED-005401,PED-005401-1,2025-12-02,CLI-00052,,Marketplace,SKU-00136,2,254.39,0.15
PED-005402,PED-005402-1,2025-12-02,CLI-00472,VEN-005,Equipo comercial,SKU-00099,1,1977.31,0.1
PED-005402,PED-005402-2,2025-12-02,CLI-00472,VEN-005,Equipo comercial,SKU-00018,3,864.99,0.05
PED-005402,PED-005402-3,2025-12-02,CLI-00472,VEN-005,Equipo comercial,SKU-00126,3,507.53,0
PED-005403,PED-005403-1,2025-12-02,CLI-00067,VEN-001,Equipo comercial,SKU-00036,1,783.44,0.05
PED-005404,PED-005404-1,2025-12-02,CLI-00279,,Marketplace,SKU-00082,1,974.31,0
PED-005404,PED-005404-2,2025-12-02,CLI-00279,,Marketplace,SKU-00040,1,683.98,0
PED-005405,PED-005405-1,2025-12-02,CLI-00466,VEN-003,Equipo comercial,SKU-00088,4,1412.15,0
PED-005405,PED-005405-2,2025-12-02,CLI-00466,VEN-003,Equipo comercial,SKU-00012,2,727.25,0
PED-005405,PED-005405-3,2025-12-02,CLI-00466,VEN-003,Equipo comercial,SKU-00145,1,421.44,0.05
PED-005406,PED-005406-1,2025-12-02,CLI-00253,VEN-005,Equipo comercial,SKU-00065,2,221.45,0
PED-005407,PED-005407-1,2025-12-02,CLI-00243,VEN-010,Equipo comercial,SKU-00151,3,572.35,0.15
PED-005407,PED-005407-2,2025-12-02,CLI-00243,VEN-010,Equipo comercial,SKU-00109,2,1711.91,0
PED-005407,PED-005407-3,2025-12-02,CLI-00243,VEN-010,Equipo comercial,SKU-00039,2,1545.0,0.15
PED-005407,PED-005407-4,2025-12-02,CLI-00243,VEN-010,Equipo comercial,SKU-00144,2,102.09,0.05
PED-005408,PED-005408-1,2025-12-02,CLI-00004,VEN-006,Equipo comercial,SKU-00008,1,1890.18,0
PED-005409,PED-005409-1,2025-12-02,CLI-00059,VEN-011,Equipo comercial,SKU-00048,1,548.19,0
PED-005409,PED-005409-2,2025-12-02,CLI-00059,VEN-011,Equipo comercial,SKU-00091,6,841.39,0
PED-005410,PED-005410-1,2025-12-02,CLI-00235,VEN-012,Equipo comercial,SKU-00078,4,901.55,0
PED-005410,PED-005410-2,2025-12-02,CLI-00235,VEN-012,Equipo comercial,SKU-00129,4,301.78,0
PED-005411,PED-005411-1,2025-12-02,CLI-00421,VEN-007,Equipo comercial,SKU-00046,5,1173.04,0
PED-005412,PED-005412-1,2025-12-02,CLI-00288,VEN-004,Equipo comercial,SKU-00010,1,715.3,0
PED-005413,PED-005413-1,2025-12-02,CLI-00362,VEN-007,Equipo comercial,SKU-00126,1,471.19,0
PED-005414,PED-005414-1,2025-12-02,CLI-00096,VEN-002,Equipo comercial,SKU-00140,3,173.95,0
PED-005415,PED-005415-1,2025-12-02,CLI-00435,VEN-007,Equipo comercial,SKU-00023,2,330.45,0
PED-005416,PED-005416-1,2025-12-02,CLI-00174,VEN-001,Equipo comercial,SKU-00083,2,183.1,0
PED-005416,PED-005416-2,2025-12-02,CLI-00174,VEN-001,Equipo comercial,SKU-00084,2,928.58,0
PED-005417,PED-005417-1,2025-12-02,CLI-00073,VEN-001,Equipo comercial,SKU-00137,2,539.56,0.1
PED-005418,PED-005418-1,2025-12-02,CLI-00167,VEN-008,Equipo comercial,SKU-00145,1,422.68,0
PED-005419,PED-005419-1,2025-12-03,CLI-00407,,E-commerce,SKU-00003,1,2841.83,0
PED-005420,PED-005420-1,2025-12-03,CLI-00437,VEN-012,Equipo comercial,SKU-00004,2,531.08,0.05
PED-005421,PED-005421-1,2025-12-03,CLI-00440,VEN-012,Equipo comercial,SKU-00003,3,2922.49,0
PED-005422,PED-005422-1,2025-12-03,CLI-00498,,E-commerce,SKU-00088,1,1303.39,0
PED-005423,PED-005423-1,2025-12-03,CLI-00022,VEN-006,Equipo comercial,SKU-00015,1,866.36,0
PED-005424,PED-005424-1,2025-12-03,CLI-00003,,E-commerce,SKU-00045,1,1101.22,0
PED-005425,PED-005425-1,2025-12-03,CLI-00137,VEN-007,Equipo comercial,SKU-00029,1,523.02,0
PED-005425,PED-005425-2,2025-12-03,CLI-00137,VEN-007,Equipo comercial,SKU-00064,1,129.9,0
PED-005426,PED-005426-1,2025-12-03,CLI-00255,,E-commerce,SKU-00110,1,2669.24,0
PED-005426,PED-005426-2,2025-12-03,CLI-00255,,E-commerce,SKU-00002,6,2964.34,0.05
PED-005426,PED-005426-3,2025-12-03,CLI-00255,,E-commerce,SKU-00073,5,54.21,0
PED-005427,PED-005427-1,2025-12-03,CLI-00062,VEN-001,Equipo comercial,SKU-00065,1,215.87,0.05
PED-005427,PED-005427-2,2025-12-03,CLI-00062,VEN-001,Equipo comercial,SKU-00007,2,1376.89,0
PED-005427,PED-005427-3,2025-12-03,CLI-00062,VEN-001,Equipo comercial,SKU-00131,2,104.93,0.05
PED-005428,PED-005428-1,2025-12-03,CLI-00346,VEN-010,Equipo comercial,SKU-00144,3,101.42,0
PED-005429,PED-005429-1,2025-12-03,CLI-00508,VEN-004,Equipo comercial,SKU-00049,1,1612.72,0.1
PED-005430,PED-005430-1,2025-12-03,CLI-00346,,Marketplace,SKU-00051,5,581.76,0
PED-005431,PED-005431-1,2025-12-03,CLI-00421,,E-commerce,SKU-00012,1,702.88,0
PED-005431,PED-005431-2,2025-12-03,CLI-00421,,E-commerce,SKU-00035,3,784.55,0
PED-005431,PED-005431-3,2025-12-03,CLI-00421,,E-commerce,SKU-00038,1,619.55,0
PED-005431,PED-005431-4,2025-12-03,CLI-00421,,E-commerce,SKU-00041,1,1546.35,0
PED-005432,PED-005432-1,2025-12-03,CLI-00194,,E-commerce,SKU-00096,3,1509.1,0
PED-005432,PED-005432-2,2025-12-03,CLI-00194,,E-commerce,SKU-00049,3,1452.61,0.05
PED-005432,PED-005432-3,2025-12-03,CLI-00194,,E-commerce,SKU-00054,1,439.48,0
PED-005433,PED-005433-1,2025-12-03,CLI-00249,,Marketplace,SKU-00139,3,168.0,0
PED-005434,PED-005434-1,2025-12-03,CLI-00430,VEN-012,Equipo comercial,SKU-00012,3,695.32,0
PED-005434,PED-005434-2,2025-12-03,CLI-00430,VEN-012,Equipo comercial,SKU-00110,1,2671.02,0.05
PED-005434,PED-005434-3,2025-12-03,CLI-00430,VEN-012,Equipo comercial,SKU-00099,2,1952.76,0.05
PED-005434,PED-005434-4,2025-12-03,CLI-00430,VEN-012,Equipo comercial,SKU-00035,4,793.52,0
PED-005435,PED-005435-1,2025-12-03,CLI-00223,VEN-003,Equipo comercial,SKU-00130,1,449.41,0
PED-005436,PED-005436-1,2025-12-03,CLI-00430,,Marketplace,SKU-00126,3,471.35,0.1
PED-005437,PED-005437-1,2025-12-03,CLI-00294,VEN-012,Equipo comercial,SKU-00118,4,262.74,0.1
PED-005438,PED-005438-1,2025-12-03,CLI-00141,VEN-001,Equipo comercial,SKU-00038,1,645.89,0
PED-005439,PED-005439-1,2025-12-03,CLI-00270,VEN-008,Equipo comercial,SKU-00036,2,808.47,0.05
PED-005440,PED-005440-1,2025-12-03,CLI-00144,VEN-005,Equipo comercial,SKU-00106,1,640.92,0
PED-005441,PED-005441-1,2025-12-03,CLI-00122,VEN-010,Equipo comercial,SKU-00097,5,1965.85,0
PED-005442,PED-005442-1,2025-12-03,CLI-00180,VEN-012,Equipo comercial,SKU-00150,3,504.81,0.15
PED-005442,PED-005442-2,2025-12-03,CLI-00180,VEN-012,Equipo comercial,SKU-00147,6,298.4,0
PED-005443,PED-005443-1,2025-12-03,CLI-00198,,Marketplace,SKU-00115,1,124.33,0
PED-005444,PED-005444-1,2025-12-03,CLI-00306,,E-commerce,SKU-00075,1,236.04,0.1
PED-005445,PED-005445-1,2025-12-03,CLI-00464,,Marketplace,SKU-00144,5,107.99,0
PED-005445,PED-005445-2,2025-12-03,CLI-00464,,Marketplace,SKU-00093,2,481.33,0
PED-005446,PED-005446-1,2025-12-04,CLI-00222,VEN-007,Equipo comercial,SKU-00022,1,668.42,0
PED-005447,PED-005447-1,2025-12-04,CLI-00111,VEN-002,Equipo comercial,SKU-00013,1,2384.05,0.05
PED-005447,PED-005447-2,2025-12-04,CLI-00111,VEN-002,Equipo comercial,SKU-00086,1,1462.45,0
PED-005448,PED-005448-1,2025-12-04,CLI-00298,VEN-006,Equipo comercial,SKU-00040,2,659.02,0.05
PED-005449,PED-005449-1,2025-12-04,CLI-00389,VEN-003,Equipo comercial,SKU-00144,1,100.23,0
PED-005449,PED-005449-2,2025-12-04,CLI-00389,VEN-003,Equipo comercial,SKU-00072,2,405.66,0
PED-005449,PED-005449-3,2025-12-04,CLI-00389,VEN-003,Equipo comercial,SKU-00123,2,404.75,0.05
PED-005450,PED-005450-1,2025-12-04,CLI-00222,VEN-011,Equipo comercial,SKU-00145,6,441.85,0.1
PED-005450,PED-005450-2,2025-12-04,CLI-00222,VEN-011,Equipo comercial,SKU-00099,5,1858.07,0
PED-005451,PED-005451-1,2025-12-04,CLI-00494,VEN-001,Equipo comercial,SKU-00144,2,105.67,0.1
PED-005451,PED-005451-2,2025-12-04,CLI-00494,VEN-001,Equipo comercial,SKU-00097,1,1857.4,0.1
PED-005451,PED-005451-3,2025-12-04,CLI-00494,VEN-001,Equipo comercial,SKU-00075,2,217.59,0
PED-005452,PED-005452-1,2025-12-04,CLI-00155,,Marketplace,SKU-00083,3,175.08,0
PED-005452,PED-005452-2,2025-12-04,CLI-00155,,Marketplace,SKU-00007,3,1223.72,0
PED-005453,PED-005453-1,2025-12-04,CLI-00139,VEN-003,Equipo comercial,SKU-00090,4,1339.82,0
PED-005454,PED-005454-1,2025-12-04,CLI-00453,,Marketplace,SKU-00083,4,195.59,0.1
PED-005455,PED-005455-1,2025-12-04,CLI-00053,VEN-007,Equipo comercial,SKU-00108,1,296.21,0.05
PED-005455,PED-005455-2,2025-12-04,CLI-00053,VEN-007,Equipo comercial,SKU-00031,1,416.17,0
PED-005455,PED-005455-3,2025-12-04,CLI-00053,VEN-007,Equipo comercial,SKU-00010,1,728.88,0.05
PED-005456,PED-005456-1,2025-12-04,CLI-00143,,Marketplace,SKU-00014,1,258.29,0
PED-005456,PED-005456-2,2025-12-04,CLI-00143,,Marketplace,SKU-00110,1,2525.16,0
PED-005457,PED-005457-1,2025-12-04,CLI-00485,VEN-001,Equipo comercial,SKU-00133,1,229.31,0
PED-005457,PED-005457-2,2025-12-04,CLI-00485,VEN-001,Equipo comercial,SKU-00061,1,429.62,0
PED-005458,PED-005458-1,2025-12-04,CLI-00369,VEN-007,Equipo comercial,SKU-00035,1,805.82,0
PED-005459,PED-005459-1,2025-12-04,CLI-00185,VEN-010,Equipo comercial,SKU-00150,3,522.9,0
PED-005459,PED-005459-2,2025-12-04,CLI-00185,VEN-010,Equipo comercial,SKU-00151,1,522.57,0.15
PED-005460,PED-005460-1,2025-12-04,CLI-00256,,Marketplace,SKU-00033,2,1199.17,0.1
PED-005460,PED-005460-2,2025-12-04,CLI-00256,,Marketplace,SKU-00057,1,1177.86,0
PED-005461,PED-005461-1,2025-12-04,CLI-00370,VEN-009,Equipo comercial,SKU-00002,5,3003.26,0
PED-005461,PED-005461-2,2025-12-04,CLI-00370,VEN-009,Equipo comercial,SKU-00106,3,660.92,0
PED-005462,PED-005462-1,2025-12-04,CLI-00319,,Marketplace,SKU-00008,2,1950.83,0.1
PED-005463,PED-005463-1,2025-12-04,CLI-00239,VEN-002,Equipo comercial,SKU-00115,3,114.28,0
PED-005463,PED-005463-2,2025-12-04,CLI-00239,VEN-002,Equipo comercial,SKU-00101,5,913.15,0
PED-005464,PED-005464-1,2025-12-04,CLI-00303,VEN-008,Equipo comercial,SKU-00090,3,1450.89,0
PED-005464,PED-005464-2,2025-12-04,CLI-00303,VEN-008,Equipo comercial,SKU-00012,1,710.98,0.05
PED-005465,PED-005465-1,2025-12-04,CLI-00112,,Marketplace,SKU-00013,3,2514.47,0
PED-005465,PED-005465-2,2025-12-04,CLI-00112,,Marketplace,SKU-00144,1,102.68,0.05
PED-005465,PED-005465-3,2025-12-04,CLI-00112,,Marketplace,SKU-00012,4,686.19,0.1
PED-005466,PED-005466-1,2025-12-04,CLI-00435,VEN-008,Equipo comercial,SKU-00143,1,45.3,0.1
PED-005466,PED-005466-2,2025-12-04,CLI-00435,VEN-008,Equipo comercial,SKU-00152,1,584.01,0.1
PED-005466,PED-005466-3,2025-12-04,CLI-00435,VEN-008,Equipo comercial,SKU-00119,2,803.65,0
PED-005466,PED-005466-4,2025-12-04,CLI-00435,VEN-008,Equipo comercial,SKU-00015,2,890.22,0.05
PED-005467,PED-005467-1,2025-12-04,CLI-00359,VEN-006,Equipo comercial,SKU-00115,1,122.37,0.15
PED-005468,PED-005468-1,2025-12-04,CLI-00076,VEN-011,Equipo comercial,SKU-00077,1,1484.34,0.15
PED-005469,PED-005469-1,2025-12-04,CLI-00375,,E-commerce,SKU-00074,2,449.08,0.05
PED-005470,PED-005470-1,2025-12-04,CLI-00164,,Marketplace,SKU-00058,1,139.6,0
PED-005471,PED-005471-1,2025-12-04,CLI-00385,VEN-007,Equipo comercial,SKU-00138,4,461.64,0
PED-005471,PED-005471-2,2025-12-04,CLI-00385,VEN-007,Equipo comercial,SKU-00011,5,531.77,0
PED-005472,PED-005472-1,2025-12-05,CLI-00198,VEN-003,Equipo comercial,SKU-00060,4,448.94,0.05
PED-005473,PED-005473-1,2025-12-05,CLI-00356,VEN-005,Equipo comercial,SKU-00037,3,930.5,0
PED-005473,PED-005473-2,2025-12-05,CLI-00356,VEN-005,Equipo comercial,SKU-00021,2,190.68,0
PED-005473,PED-005473-3,2025-12-05,CLI-00356,VEN-005,Equipo comercial,SKU-00048,2,564.0,0.05
PED-005474,PED-005474-1,2025-12-05,CLI-00431,VEN-005,Equipo comercial,SKU-00118,3,291.71,0
PED-005475,PED-005475-1,2025-12-05,CLI-00050,VEN-001,Equipo comercial,SKU-00022,1,606.49,0
PED-005476,PED-005476-1,2025-12-05,CLI-00346,VEN-002,Equipo comercial,SKU-00003,1,3001.85,0
PED-005477,PED-005477-1,2025-12-05,CLI-00464,VEN-007,Equipo comercial,SKU-00068,5,294.38,0
PED-005478,PED-005478-1,2025-12-05,CLI-00060,VEN-001,Equipo comercial,SKU-00019,5,2525.16,0
PED-005479,PED-005479-1,2025-12-05,CLI-00307,,Marketplace,SKU-00123,1,416.07,0
PED-005480,PED-005480-1,2025-12-05,CLI-00176,,E-commerce,SKU-00054,3,444.11,0
PED-005481,PED-005481-1,2025-12-05,CLI-00271,VEN-003,Equipo comercial,SKU-00082,1,968.33,0
PED-005481,PED-005481-2,2025-12-05,CLI-00271,VEN-003,Equipo comercial,SKU-00013,1,2639.36,0.05
PED-005481,PED-005481-3,2025-12-05,CLI-00271,VEN-003,Equipo comercial,SKU-00010,1,743.31,0.05
PED-005482,PED-005482-1,2025-12-05,CLI-00459,VEN-004,Equipo comercial,SKU-00079,3,1419.71,0
PED-005482,PED-005482-2,2025-12-05,CLI-00459,VEN-004,Equipo comercial,SKU-00042,1,1593.1,0.1
PED-005482,PED-005482-3,2025-12-05,CLI-00459,VEN-004,Equipo comercial,SKU-00088,1,1433.0,0
PED-005482,PED-005482-4,2025-12-05,CLI-00459,VEN-004,Equipo comercial,SKU-00129,1,295.98,0
PED-005483,PED-005483-1,2025-12-05,CLI-00387,VEN-009,Equipo comercial,SKU-00079,1,1292.36,0
PED-005483,PED-005483-2,2025-12-05,CLI-00387,VEN-009,Equipo comercial,SKU-00118,1,269.44,0
PED-005483,PED-005483-3,2025-12-05,CLI-00387,VEN-009,Equipo comercial,SKU-00051,1,554.17,0
PED-005483,PED-005483-4,2025-12-05,CLI-00387,VEN-009,Equipo comercial,SKU-00110,1,2295.72,0
PED-005484,PED-005484-1,2025-12-05,CLI-00246,VEN-008,Equipo comercial,SKU-00133,5,208.57,0
PED-005484,PED-005484-2,2025-12-05,CLI-00246,VEN-008,Equipo comercial,SKU-00036,3,829.43,0
PED-005485,PED-005485-1,2025-12-05,CLI-00312,,E-commerce,SKU-00039,2,1575.28,0.05
PED-005486,PED-005486-1,2025-12-05,CLI-00439,VEN-004,Equipo comercial,SKU-00097,1,1997.35,0
PED-005487,PED-005487-1,2025-12-05,CLI-00335,,Marketplace,SKU-00002,4,3009.09,0
PED-005488,PED-005488-1,2025-12-05,CLI-00036,,E-commerce,SKU-00003,6,3068.27,0.15
PED-005488,PED-005488-2,2025-12-05,CLI-00036,,E-commerce,SKU-00033,1,1183.71,0
PED-005488,PED-005488-3,2025-12-05,CLI-00036,,E-commerce,SKU-00047,1,1320.62,0
PED-005489,PED-005489-1,2025-12-05,CLI-00498,VEN-007,Equipo comercial,SKU-00041,2,1620.65,0
PED-005490,PED-005490-1,2025-12-05,CLI-00210,VEN-001,Equipo comercial,SKU-00133,5,229.03,0
PED-005491,PED-005491-1,2025-12-05,CLI-00138,,Marketplace,SKU-00127,4,724.67,0.05
PED-005492,PED-005492-1,2025-12-05,CLI-00147,,E-commerce,SKU-00021,6,188.73,0
PED-005493,PED-005493-1,2025-12-05,CLI-00155,VEN-004,Equipo comercial,SKU-00131,2,101.01,0
PED-005494,PED-005494-1,2025-12-05,CLI-00154,VEN-001,Equipo comercial,SKU-00032,6,798.59,0.05
PED-005494,PED-005494-2,2025-12-05,CLI-00154,VEN-001,Equipo comercial,SKU-00012,1,684.95,0.1
PED-005495,PED-005495-1,2025-12-05,CLI-00216,VEN-004,Equipo comercial,SKU-00007,2,1336.17,0.1
PED-005496,PED-005496-1,2025-12-06,CLI-00323,VEN-011,Equipo comercial,SKU-00042,1,1641.28,0
PED-005497,PED-005497-1,2025-12-06,CLI-00187,VEN-001,Equipo comercial,SKU-00019,1,2519.14,0
PED-005498,PED-005498-1,2025-12-06,CLI-00008,,E-commerce,SKU-00046,3,1101.14,0.1
PED-005498,PED-005498-2,2025-12-06,CLI-00008,,E-commerce,SKU-00133,2,232.1,0
PED-005499,PED-005499-1,2025-12-06,CLI-00455,,E-commerce,SKU-00023,3,346.1,0.1
PED-005500,PED-005500-1,2025-12-06,CLI-00406,,Marketplace,SKU-00138,4,440.47,0
PED-005501,PED-005501-1,2025-12-06,CLI-00286,,E-commerce,SKU-00048,1,505.55,0
PED-005501,PED-005501-2,2025-12-06,CLI-00286,,E-commerce,SKU-00040,1,664.12,0.05
PED-005501,PED-005501-3,2025-12-06,CLI-00286,,E-commerce,SKU-00032,1,819.57,0
PED-005501,PED-005501-4,2025-12-06,CLI-00286,,E-commerce,SKU-00065,3,207.21,0
PED-005502,PED-005502-1,2025-12-06,CLI-00355,,Marketplace,SKU-00040,3,646.94,0
PED-005503,PED-005503-1,2025-12-06,CLI-00093,,Marketplace,SKU-00146,3,377.77,0
PED-005503,PED-005503-2,2025-12-06,CLI-00093,,Marketplace,SKU-00044,2,1594.28,0
PED-005504,PED-005504-1,2025-12-06,CLI-00118,VEN-007,Equipo comercial,SKU-00083,2,174.24,0.15
PED-005504,PED-005504-2,2025-12-06,CLI-00118,VEN-007,Equipo comercial,SKU-00002,2,3106.3,0
PED-005505,PED-005505-1,2025-12-06,CLI-00123,VEN-012,Equipo comercial,SKU-00008,2,1968.29,0
PED-005505,PED-005505-2,2025-12-06,CLI-00123,VEN-012,Equipo comercial,SKU-00149,1,59.37,0
PED-005506,PED-005506-1,2025-12-06,CLI-00430,VEN-008,Equipo comercial,SKU-00002,3,2803.01,0
PED-005506,PED-005506-2,2025-12-06,CLI-00430,VEN-008,Equipo comercial,SKU-00081,4,502.55,0
PED-005507,PED-005507-1,2025-12-06,CLI-00401,,E-commerce,SKU-00033,2,1185.57,0
PED-005507,PED-005507-2,2025-12-06,CLI-00401,,E-commerce,SKU-00012,3,683.26,0
PED-005507,PED-005507-3,2025-12-06,CLI-00401,,E-commerce,SKU-00130,6,413.23,0
PED-005507,PED-005507-4,2025-12-06,CLI-00401,,E-commerce,SKU-00137,2,534.09,0.05
PED-005508,PED-005508-1,2025-12-06,CLI-00406,VEN-011,Equipo comercial,SKU-00105,1,1756.78,0.1
PED-005509,PED-005509-1,2025-12-06,CLI-00056,VEN-010,Equipo comercial,SKU-00143,2,45.78,0
PED-005509,PED-005509-2,2025-12-06,CLI-00056,VEN-010,Equipo comercial,SKU-00084,4,946.61,0.05
PED-005509,PED-005509-3,2025-12-06,CLI-00056,VEN-010,Equipo comercial,SKU-00064,2,122.18,0
PED-005510,PED-005510-1,2025-12-06,CLI-00172,VEN-006,Equipo comercial,SKU-00118,2,260.18,0.05
PED-005511,PED-005511-1,2025-12-06,CLI-00418,VEN-005,Equipo comercial,SKU-00075,1,230.68,0.15
PED-005512,PED-005512-1,2025-12-07,CLI-00197,VEN-002,Equipo comercial,SKU-00067,5,213.04,0
PED-005513,PED-005513-1,2025-12-07,CLI-00045,,Marketplace,SKU-00106,4,700.97,0
PED-005513,PED-005513-2,2025-12-07,CLI-00045,,Marketplace,SKU-00040,3,692.2,0
PED-005514,PED-005514-1,2025-12-07,CLI-00390,VEN-012,Equipo comercial,SKU-00104,1,255.57,0
PED-005515,PED-005515-1,2025-12-07,CLI-00338,VEN-009,Equipo comercial,SKU-00079,5,1318.86,0
PED-005516,PED-005516-1,2025-12-07,CLI-00267,VEN-012,Equipo comercial,SKU-00065,2,217.36,0
PED-005517,PED-005517-1,2025-12-07,CLI-00162,VEN-003,Equipo comercial,SKU-00033,1,1253.42,0
PED-005517,PED-005517-2,2025-12-07,CLI-00162,VEN-003,Equipo comercial,SKU-00106,2,639.39,0
PED-005517,PED-005517-3,2025-12-07,CLI-00162,VEN-003,Equipo comercial,SKU-00152,1,581.88,0.05
PED-005518,PED-005518-1,2025-12-07,CLI-00449,VEN-010,Equipo comercial,SKU-00073,1,56.33,0
PED-005518,PED-005518-2,2025-12-07,CLI-00449,VEN-010,Equipo comercial,SKU-00089,3,1319.22,0
PED-005519,PED-005519-1,2025-12-07,CLI-00383,,Marketplace,SKU-00029,4,514.0,0.15
PED-005520,PED-005520-1,2025-12-07,CLI-00466,,Marketplace,SKU-00152,5,534.85,0
PED-005521,PED-005521-1,2025-12-07,CLI-00372,VEN-007,Equipo comercial,SKU-00137,2,544.8,0.05
