canal,fecha,gasto_mxn
Eventos,2025-12-11,374.89
Google Ads,2025-12-11,926.30
Meta Ads,2025-12-11,669.29
Referidos,2025-12-11,280.63
Email,2025-12-12,164.38
Eventos,2025-12-12,351.51
Google Ads,2025-12-12,1001.24
Meta Ads,2025-12-12,585.21
Referidos,2025-12-12,230.80
Email,2025-12-13,123.39
Eventos,2025-12-13,249.57
Google Ads,2025-12-13,598.86
Meta Ads,2025-12-13,461.83
Referidos,2025-12-13,160.78
Email,2025-12-14,115.86
Eventos,2025-12-14,256.97
Google Ads,2025-12-14,753.17
Meta Ads,2025-12-14,482.48
Referidos,2025-12-14,176.38
Email,2025-12-15,162.16
Eventos,2025-12-15,455.80
Google Ads,2025-12-15,733.87
Meta Ads,2025-12-15,721.69
Referidos,2025-12-15,269.94
Email,2025-12-16,163.32
Eventos,2025-12-16,399.47
Google Ads,2025-12-16,811.06
Meta Ads,2025-12-16,637.81
Referidos,2025-12-16,311.35
Email,2025-12-17,152.81
Eventos,2025-12-17,379.04
Google Ads,2025-12-17,882.60
Meta Ads,2025-12-17,786.81
Referidos,2025-12-17,215.96
Email,2025-12-18,130.14
Eventos,2025-12-18,432.41
Google Ads,2025-12-18,1052.47
Meta Ads,2025-12-18,616.14
Referidos,2025-12-18,277.19
Email,2025-12-19,171.69
Eventos,2025-12-19,474.07
Google Ads,2025-12-19,739.10
Meta Ads,2025-12-19,609.25
Referidos,2025-12-19,236.59
Email,2025-12-20,103.54
Eventos,2025-12-20,226.09
Google Ads,2025-12-20,622.99
Meta Ads,2025-12-20,567.61
Referidos,2025-12-20,166.89
Email,2025-12-21,109.19
Eventos,2025-12-21,266.86
Google Ads,2025-12-21,670.80
Meta Ads,2025-12-21,503.64
Referidos,2025-12-21,151.14
Email,2025-12-22,135.04
Eventos,2025-12-22,461.90
Google Ads,2025-12-22,1043.37
Meta Ads,2025-12-22,608.14
Referidos,2025-12-22,272.19
Email,2025-12-23,130.99
Eventos,2025-12-23,476.60
Google Ads,2025-12-23,976.46
Meta Ads,2025-12-23,614.10
Referidos,2025-12-23,220.05
Email,2025-12-24,178.42
Eventos,2025-12-24,395.66
Google Ads,2025-12-24,731.22
Meta Ads,2025-12-24,762.88
Referidos,2025-12-24,215.91
Email,2025-12-25,122.52
Eventos,2025-12-25,370.79
Google Ads,2025-12-25,795.77
Meta Ads,2025-12-25,789.06
Referidos,2025-12-25,286.95
Email,2025-12-26,159.41
Eventos,2025-12-26,460.76
Google Ads,2025-12-26,743.52
Meta Ads,2025-12-26,612.14
Referidos,2025-12-26,217.35
Email,2025-12-27,121.92
Eventos,2025-12-27,330.63
Google Ads,2025-12-27,528.05
Meta Ads,2025-12-27,496.22
Referidos,2025-12-27,147.72
Email,2025-12-28,95.39
Eventos,2025-12-28,252.24
Google Ads,2025-12-28,506.12
Meta Ads,2025-12-28,548.37
Referidos,2025-12-28,204.25
Email,2025-12-29,141.95
Eventos,2025-12-29,473.43
Google Ads,2025-12-29,792.33
Meta Ads,2025-12-29,605.30
Referidos,2025-12-29,237.33
Email,2025-12-30,168.67
Eventos,2025-12-30,474.16
Google Ads,2025-12-30,1011.58
Meta Ads,2025-12-30,779.06
Referidos,2025-12-30,216.19
Email,2025-12-31,136.18
Eventos,2025-12-31,444.53
Google Ads,2025-12-31,1014.21
Meta Ads,2025-12-31,617.65
Referidos,2025-12-31,265.09
Email,2026-01-01,128.74
Eventos,2026-01-01,355.67
Google Ads,2026-01-01,886.11
Meta Ads,2026-01-01,621.46
Referidos,2026-01-01,211.63
Email,2026-01-02,179.01
Eventos,2026-01-02,423.72
Google Ads,2026-01-02,930.09
Meta Ads,2026-01-02,832.22
Referidos,2026-01-02,278.37
Email,2026-01-03,95.26
Eventos,2026-01-03,334.42
Google Ads,2026-01-03,699.51
Meta Ads,2026-01-03,527.83
Referidos,2026-01-03,164.26
Email,2026-01-04,119.27
Eventos,2026-01-04,308.43
Google Ads,2026-01-04,685.35
Meta Ads,2026-01-04,548.55
Referidos,2026-01-04,187.48
Email,2026-01-05,123.43
Eventos,2026-01-05,461.45
Google Ads,2026-01-05,882.78
Meta Ads,2026-01-05,783.68
Referidos,2026-01-05,274.22
Email,2026-01-06,124.06
Eventos,2026-01-06,322.18
Google Ads,2026-01-06,766.05
Meta Ads,2026-01-06,561.88
Referidos,2026-01-06,308.27
Email,2026-01-07,160.69
Eventos,2026-01-07,335.47
Google Ads,2026-01-07,931.31
Meta Ads,2026-01-07,783.57
Referidos,2026-01-07,273.68
Email,2026-01-08,179.96
Eventos,2026-01-08,424.55
Google Ads,2026-01-08,858.48
Meta Ads,2026-01-08,584.67
Referidos,2026-01-08,233.69
Email,2026-01-09,127.58
Eventos,2026-01-09,410.80
Google Ads,2026-01-09,906.60
Meta Ads,2026-01-09,602.14
Referidos,2026-01-09,219.80
Email,2026-01-10,122.40
Eventos,2026-01-10,270.88
Google Ads,2026-01-10,749.05
Meta Ads,2026-01-10,465.94
Referidos,2026-01-10,175.17
Email,2026-01-11,124.60
Eventos,2026-01-11,232.98
Google Ads,2026-01-11,717.40
Meta Ads,2026-01-11,556.79
Referidos,2026-01-11,206.78
Email,2026-01-12,131.12
Eventos,2026-01-12,386.26
Google Ads,2026-01-12,767.56
Meta Ads,2026-01-12,606.08
Referidos,2026-01-12,263.77
Email,2026-01-13,160.58
Eventos,2026-01-13,355.07
Google Ads,2026-01-13,845.62
Meta Ads,2026-01-13,668.32
Referidos,2026-01-13,248.14
Email,2026-01-14,122.97
Eventos,2026-01-14,379.12
Google Ads,2026-01-14,900.98
Meta Ads,2026-01-14,636.80
Referidos,2026-01-14,297.10
Email,2026-01-15,158.88
Eventos,2026-01-15,382.49
Google Ads,2026-01-15,999.79
Meta Ads,2026-01-15,796.92
Referidos,2026-01-15,253.41
Email,2026-01-16,144.20
Eventos,2026-01-16,344.55
Google Ads,2026-01-16,835.73
Meta Ads,2026-01-16,609.35
Referidos,2026-01-16,251.79
Email,2026-01-17,124.76
Eventos,2026-01-17,274.10
Google Ads,2026-01-17,726.22
Meta Ads,2026-01-17,577.06
Referidos,2026-01-17,162.55
Email,2026-01-18,91.73
Eventos,2026-01-18,225.59
Google Ads,2026-01-18,504.92
Meta Ads,2026-01-18,430.71
Referidos,2026-01-18,182.05
Email,2026-01-19,169.81
Eventos,2026-01-19,408.46
Google Ads,2026-01-19,943.22
Meta Ads,2026-01-19,793.80
Referidos,2026-01-19,246.74
Email,2026-01-20,168.10
Eventos,2026-01-20,403.45
Google Ads,2026-01-20,759.34
Meta Ads,2026-01-20,755.62
Referidos,2026-01-20,278.54
Email,2026-01-21,168.58
Eventos,2026-01-21,407.18
Google Ads,2026-01-21,976.55
Meta Ads,2026-01-21,593.53
Referidos,2026-01-21,209.52
Email,2026-01-22,137.89
Eventos,2026-01-22,451.64
Google Ads,2026-01-22,813.51
Meta Ads,2026-01-22,729.65
Referidos,2026-01-22,236.72
Email,2026-01-23,144.00
Eventos,2026-01-23,361.35
Google Ads,2026-01-23,1027.07
Meta Ads,2026-01-23,592.28
Referidos,2026-01-23,273.79
Email,2026-01-24,123.32
Eventos,2026-01-24,295.32
Google Ads,2026-01-24,671.21
Meta Ads,2026-01-24,512.61
Referidos,2026-01-24,174.29
Email,2026-01-25,124.11
Eventos,2026-01-25,268.86
Google Ads,2026-01-25,651.27
Meta Ads,2026-01-25,528.86
Referidos,2026-01-25,173.85
Email,2026-01-26,158.96
Eventos,2026-01-26,341.89
Google Ads,2026-01-26,797.63
Meta Ads,2026-01-26,824.90
Referidos,2026-01-26,275.96
Email,2026-01-27,156.22
Eventos,2026-01-27,470.97
Google Ads,2026-01-27,808.55
Meta Ads,2026-01-27,705.54
Referidos,2026-01-27,220.76
Email,2026-01-28,151.74
Eventos,2026-01-28,371.22
Google Ads,2026-01-28,1007.96
Meta Ads,2026-01-28,618.01
Referidos,2026-01-28,231.23
Email,2026-01-29,178.48
Eventos,2026-01-29,417.34
Google Ads,2026-01-29,1074.50
Meta Ads,2026-01-29,810.48
Referidos,2026-01-29,282.61
Email,2026-01-30,166.48
Eventos,2026-01-30,337.84
Google Ads,2026-01-30,1022.14
Meta Ads,2026-01-30,786.37
Referidos,2026-01-30,236.99
Email,2026-01-31,97.20
Eventos,2026-01-31,282.42
Google Ads,2026-01-31,679.29
Meta Ads,2026-01-31,499.82
Referidos,2026-01-31,157.52
Email,2026-02-01,84.64
Eventos,2026-02-01,314.42
Google Ads,2026-02-01,549.94
Meta Ads,2026-02-01,581.42
Referidos,2026-02-01,195.50
Email,2026-02-02,165.36
Eventos,2026-02-02,410.16
Google Ads,2026-02-02,835.29
Meta Ads,2026-02-02,595.50
Referidos,2026-02-02,280.39
Email,2026-02-03,171.41
Eventos,2026-02-03,321.39
Google Ads,2026-02-03,736.54
Meta Ads,2026-02-03,778.16
Referidos,2026-02-03,263.55
Email,2026-02-04,146.29
Eventos,2026-02-04,357.81
Google Ads,2026-02-04,1050.54
Meta Ads,2026-02-04,659.30
Referidos,2026-02-04,216.38
Email,2026-02-05,149.55
Eventos,2026-02-05,330.90
Google Ads,2026-02-05,1061.92
Meta Ads,2026-02-05,562.51
Referidos,2026-02-05,212.02
Email,2026-02-06,162.61
Eventos,2026-02-06,449.12
Google Ads,2026-02-06,1010.07
Meta Ads,2026-02-06,748.15
Referidos,2026-02-06,267.73
Email,2026-02-07,87.13
Eventos,2026-02-07,270.32
Google Ads,2026-02-07,656.04
Meta Ads,2026-02-07,539.75
Referidos,2026-02-07,203.33
Email,2026-02-08,87.23
Eventos,2026-02-08,270.99
Google Ads,2026-02-08,542.40
Meta Ads,2026-02-08,466.03
Referidos,2026-02-08,149.88
Email,2026-02-09,142.23
Eventos,2026-02-09,417.76
Google Ads,2026-02-09,933.98
Meta Ads,2026-02-09,651.51
Referidos,2026-02-09,233.45
Email,2026-02-10,131.19
Eventos,2026-02-10,427.92
Google Ads,2026-02-10,1065.55
Meta Ads,2026-02-10,781.20
Referidos,2026-02-10,209.85
Email,2026-02-11,168.09
Eventos,2026-02-11,439.24
Google Ads,2026-02-11,799.40
Meta Ads,2026-02-11,763.51
Referidos,2026-02-11,239.10
Email,2026-02-12,131.16
Eventos,2026-02-12,335.20
Google Ads,2026-02-12,904.19
Meta Ads,2026-02-12,682.07
Referidos,2026-02-12,300.17
Email,2026-02-13,151.49
Eventos,2026-02-13,470.72
Google Ads,2026-02-13,850.62
Meta Ads,2026-02-13,790.14
Referidos,2026-02-13,301.72
Email,2026-02-14,84.18
Eventos,2026-02-14,302.55
Google Ads,2026-02-14,642.79
Meta Ads,2026-02-14,436.53
Referidos,2026-02-14,198.80
Email,2026-02-15,97.36
Eventos,2026-02-15,288.22
Google Ads,2026-02-15,674.84
Meta Ads,2026-02-15,552.77
Referidos,2026-02-15,186.67
Email,2026-02-16,133.97
Eventos,2026-02-16,469.39
Google Ads,2026-02-16,745.19
Meta Ads,2026-02-16,628.58
Referidos,2026-02-16,213.62
Email,2026-02-17,138.91
Eventos,2026-02-17,390.70
Google Ads,2026-02-17,758.69
Meta Ads,2026-02-17,829.50
Referidos,2026-02-17,259.55
Email,2026-02-18,152.92
Eventos,2026-02-18,390.84
Google Ads,2026-02-18,1065.60
Meta Ads,2026-02-18,638.19
Referidos,2026-02-18,225.08
Email,2026-02-19,171.64
Eventos,2026-02-19,354.34
Google Ads,2026-02-19,856.50
Meta Ads,2026-02-19,578.62
Referidos,2026-02-19,226.08
Email,2026-02-20,153.44
Eventos,2026-02-20,324.81
Google Ads,2026-02-20,865.96
Meta Ads,2026-02-20,627.76
Referidos,2026-02-20,233.75
Email,2026-02-21,113.83
Eventos,2026-02-21,277.38
Google Ads,2026-02-21,563.00
Meta Ads,2026-02-21,572.96
Referidos,2026-02-21,187.31
Email,2026-02-22,86.31
Eventos,2026-02-22,326.11
Google Ads,2026-02-22,723.10
Meta Ads,2026-02-22,545.56
Referidos,2026-02-22,204.60
Email,2026-02-23,151.99
Eventos,2026-02-23,340.18
Google Ads,2026-02-23,874.68
Meta Ads,2026-02-23,585.42
Referidos,2026-02-23,210.39
Email,2026-02-24,168.46
Eventos,2026-02-24,343.17
Google Ads,2026-02-24,891.45
Meta Ads,2026-02-24,651.96
Referidos,2026-02-24,255.43
Email,2026-02-25,142.11
Eventos,2026-02-25,430.83
Google Ads,2026-02-25,848.16
Meta Ads,2026-02-25,689.05
Referidos,2026-02-25,219.35
Email,2026-02-26,129.12
Eventos,2026-02-26,337.15
Google Ads,2026-02-26,1073.70
Meta Ads,2026-02-26,649.97
Referidos,2026-02-26,255.98
Email,2026-02-27,124.69
Eventos,2026-02-27,369.44
Google Ads,2026-02-27,974.54
Meta Ads,2026-02-27,580.94
Referidos,2026-02-27,301.48
Email,2026-02-28,112.06
Eventos,2026-02-28,243.88
Google Ads,2026-02-28,577.38
Meta Ads,2026-02-28,581.13
Referidos,2026-02-28,175.34
Email,2026-03-01,87.52
Eventos,2026-03-01,322.71
Google Ads,2026-03-01,677.18
Meta Ads,2026-03-01,535.69
Referidos,2026-03-01,162.00
Email,2026-03-02,121.08
Eventos,2026-03-02,378.12
Google Ads,2026-03-02,906.12
Meta Ads,2026-03-02,673.20
Referidos,2026-03-02,251.09
Email,2026-03-03,134.36
Eventos,2026-03-03,369.51
Google Ads,2026-03-03,995.25
Meta Ads,2026-03-03,683.36
Referidos,2026-03-03,286.27
Email,2026-03-04,123.84
Eventos,2026-03-04,450.89
Google Ads,2026-03-04,809.21
Meta Ads,2026-03-04,697.49
Referidos,2026-03-04,294.56
Email,2026-03-05,152.73
Eventos,2026-03-05,407.89
Google Ads,2026-03-05,1055.79
Meta Ads,2026-03-05,755.80
Referidos,2026-03-05,251.71
Email,2026-03-06,133.06
Eventos,2026-03-06,349.67
Google Ads,2026-03-06,864.04
Meta Ads,2026-03-06,698.24
Referidos,2026-03-06,235.70
Email,2026-03-07,97.73
Eventos,2026-03-07,308.56
Google Ads,2026-03-07,662.06
Meta Ads,2026-03-07,420.95
Referidos,2026-03-07,169.13
Email,2026-03-08,103.82
Eventos,2026-03-08,314.49
Google Ads,2026-03-08,540.73
Meta Ads,2026-03-08,500.39
Referidos,2026-03-08,217.64
Email,2026-03-09,177.05
Eventos,2026-03-09,471.92
Google Ads,2026-03-09,731.49
Meta Ads,2026-03-09,566.18
Referidos,2026-03-09,299.98
Email,2026-03-10,124.39
Eventos,2026-03-10,362.51
Google Ads,2026-03-10,786.51
Meta Ads,2026-03-10,602.33
Referidos,2026-03-10,227.39
Email,2026-03-11,125.40
Eventos,2026-03-11,455.13
Google Ads,2026-03-11,820.67
Meta Ads,2026-03-11,833.95
Referidos,2026-03-11,227.79
Email,2026-03-12,162.55
Eventos,2026-03-12,393.55
Google Ads,2026-03-12,803.69
Meta Ads,2026-03-12,734.64
Referidos,2026-03-12,255.97
Email,2026-03-13,151.33
Eventos,2026-03-13,454.08
Google Ads,2026-03-13,988.56
Meta Ads,2026-03-13,654.17
Referidos,2026-03-13,236.29
Email,2026-03-14,102.45
Eventos,2026-03-14,331.44
Google Ads,2026-03-14,697.99
Meta Ads,2026-03-14,575.13
Referidos,2026-03-14,197.17
Email,2026-03-15,116.28
Eventos,2026-03-15,304.40
Google Ads,2026-03-15,564.89
Meta Ads,2026-03-15,457.82
Referidos,2026-03-15,165.96
Email,2026-03-16,160.22
Eventos,2026-03-16,409.07
Google Ads,2026-03-16,906.24
Meta Ads,2026-03-16,598.80
Referidos,2026-03-16,308.59
Email,2026-03-17,178.55
Eventos,2026-03-17,417.16
Google Ads,2026-03-17,741.71
Meta Ads,2026-03-17,648.99
Referidos,2026-03-17,290.71
Email,2026-03-18,120.96
Eventos,2026-03-18,368.98
Google Ads,2026-03-18,945.77
Meta Ads,2026-03-18,819.70
Referidos,2026-03-18,295.42
Email,2026-03-19,140.72
Eventos,2026-03-19,467.56
Google Ads,2026-03-19,749.47
Meta Ads,2026-03-19,686.07
Referidos,2026-03-19,277.37
Email,2026-03-20,175.98
Eventos,2026-03-20,421.55
Google Ads,2026-03-20,744.91
Meta Ads,2026-03-20,570.56
Referidos,2026-03-20,280.21
Email,2026-03-21,121.93
Eventos,2026-03-21,253.29
Google Ads,2026-03-21,558.82
Meta Ads,2026-03-21,392.96
Referidos,2026-03-21,180.16
Email,2026-03-22,114.60
Eventos,2026-03-22,270.52
Google Ads,2026-03-22,631.16
Meta Ads,2026-03-22,473.99
Referidos,2026-03-22,203.93
Email,2026-03-23,151.12
Eventos,2026-03-23,477.38
Google Ads,2026-03-23,1068.05
Meta Ads,2026-03-23,696.37
Referidos,2026-03-23,277.76
Email,2026-03-24,142.92
Eventos,2026-03-24,373.95
Google Ads,2026-03-24,882.37
Meta Ads,2026-03-24,831.03
Referidos,2026-03-24,304.52
Email,2026-03-25,171.56
Eventos,2026-03-25,424.64
Google Ads,2026-03-25,1068.99
Meta Ads,2026-03-25,793.38
Referidos,2026-03-25,286.86
Email,2026-03-26,146.74
Eventos,2026-03-26,355.78
Google Ads,2026-03-26,785.28
Meta Ads,2026-03-26,774.82
Referidos,2026-03-26,242.74
Email,2026-03-27,136.96
Eventos,2026-03-27,473.78
Google Ads,2026-03-27,945.46
Meta Ads,2026-03-27,670.30
Referidos,2026-03-27,245.05
Email,2026-03-28,125.59
Eventos,2026-03-28,297.91
Google Ads,2026-03-28,640.03
Meta Ads,2026-03-28,417.22
Referidos,2026-03-28,209.89
Email,2026-03-29,102.15
Eventos,2026-03-29,286.54
Google Ads,2026-03-29,626.63
Meta Ads,2026-03-29,457.77
Referidos,2026-03-29,198.09
Email,2026-03-30,134.69
Eventos,2026-03-30,391.60
Google Ads,2026-03-30,810.15
Meta Ads,2026-03-30,712.23
Referidos,2026-03-30,303.83
Email,2026-03-31,143.86
Eventos,2026-03-31,343.62
Google Ads,2026-03-31,807.64
Meta Ads,2026-03-31,746.58
Referidos,2026-03-31,311.65
Email,2026-04-01,160.38
Eventos,2026-04-01,467.46
Google Ads,2026-04-01,838.79
Meta Ads,2026-04-01,663.80
Referidos,2026-04-01,304.51
Email,2026-04-02,135.01
Eventos,2026-04-02,468.28
Google Ads,2026-04-02,1051.84
Meta Ads,2026-04-02,730.52
Referidos,2026-04-02,214.76
Email,2026-04-03,122.23
Eventos,2026-04-03,393.93
Google Ads,2026-04-03,830.08
Meta Ads,2026-04-03,782.63
Referidos,2026-04-03,297.00
Email,2026-04-04,123.49
Eventos,2026-04-04,287.43
Google Ads,2026-04-04,661.34
Meta Ads,2026-04-04,457.19
Referidos,2026-04-04,158.85
Email,2026-04-05,115.16
Eventos,2026-04-05,276.54
Google Ads,2026-04-05,588.29
Meta Ads,2026-04-05,575.20
Referidos,2026-04-05,205.70
Email,2026-04-06,162.60
Eventos,2026-04-06,458.48
Google Ads,2026-04-06,841.96
Meta Ads,2026-04-06,702.03
Referidos,2026-04-06,293.67
Email,2026-04-07,126.77
Eventos,2026-04-07,453.66
Google Ads,2026-04-07,856.69
Meta Ads,2026-04-07,589.09
Referidos,2026-04-07,212.33
Email,2026-04-08,178.16
Eventos,2026-04-08,370.90
Google Ads,2026-04-08,980.08
Meta Ads,2026-04-08,645.27
Referidos,2026-04-08,272.31
Email,2026-04-09,148.39
Eventos,2026-04-09,379.68
Google Ads,2026-04-09,1077.48
Meta Ads,2026-04-09,815.87
Referidos,2026-04-09,269.03
Email,2026-04-10,135.46
Eventos,2026-04-10,372.44
Google Ads,2026-04-10,970.91
Meta Ads,2026-04-10,629.47
Referidos,2026-04-10,263.21
Email,2026-04-11,100.02
Eventos,2026-04-11,234.83
Google Ads,2026-04-11,730.95
Meta Ads,2026-04-11,539.74
Referidos,2026-04-11,186.99
Email,2026-04-12,99.11
Eventos,2026-04-12,240.95
Google Ads,2026-04-12,523.69
Meta Ads,2026-04-12,453.24
Referidos,2026-04-12,148.16
Email,2026-04-13,145.70
Eventos,2026-04-13,413.58
Google Ads,2026-04-13,990.32
Meta Ads,2026-04-13,704.19
Referidos,2026-04-13,225.64
Email,2026-04-14,174.35
Eventos,2026-04-14,335.04
Google Ads,2026-04-14,829.49
Meta Ads,2026-04-14,697.61
Referidos,2026-04-14,276.22
Email,2026-04-15,170.89
Eventos,2026-04-15,333.26
Google Ads,2026-04-15,842.74
Meta Ads,2026-04-15,789.24
Referidos,2026-04-15,289.23
Email,2026-04-16,135.07
Eventos,2026-04-16,385.31
Google Ads,2026-04-16,731.75
Meta Ads,2026-04-16,598.33
Referidos,2026-04-16,278.62
Email,2026-04-17,149.37
Eventos,2026-04-17,394.45
Google Ads,2026-04-17,1047.74
Meta Ads,2026-04-17,704.78
Referidos,2026-04-17,256.51
Email,2026-04-18,112.75
Eventos,2026-04-18,329.62
Google Ads,2026-04-18,508.87
Meta Ads,2026-04-18,455.98
Referidos,2026-04-18,165.52
Email,2026-04-19,108.58
Eventos,2026-04-19,269.12
Google Ads,2026-04-19,693.61
Meta Ads,2026-04-19,514.72
Referidos,2026-04-19,192.10
Email,2026-04-20,173.71
Eventos,2026-04-20,349.62
Google Ads,2026-04-20,763.81
Meta Ads,2026-04-20,629.87
Referidos,2026-04-20,265.38
Email,2026-04-21,165.44
Eventos,2026-04-21,329.41
Google Ads,2026-04-21,778.59
Meta Ads,2026-04-21,713.81
Referidos,2026-04-21,251.89
Email,2026-04-22,178.68
Eventos,2026-04-22,471.03
Google Ads,2026-04-22,939.66
Meta Ads,2026-04-22,830.49
Referidos,2026-04-22,223.11
Email,2026-04-23,121.24
Eventos,2026-04-23,423.04
Google Ads,2026-04-23,833.43
Meta Ads,2026-04-23,634.20
Referidos,2026-04-23,247.44
Email,2026-04-24,140.60
Eventos,2026-04-24,471.40
Google Ads,2026-04-24,1036.77
Meta Ads,2026-04-24,566.89
Referidos,2026-04-24,259.41
Email,2026-04-25,94.04
Eventos,2026-04-25,288.50
Google Ads,2026-04-25,728.23
Meta Ads,2026-04-25,447.87
Referidos,2026-04-25,201.77
Email,2026-04-26,90.89
Eventos,2026-04-26,306.37
Google Ads,2026-04-26,530.42
Meta Ads,2026-04-26,408.34
Referidos,2026-04-26,146.62
Email,2026-04-27,166.73
Eventos,2026-04-27,388.49
Google Ads,2026-04-27,1008.77
Meta Ads,2026-04-27,635.12
Referidos,2026-04-27,254.35
Email,2026-04-28,126.23
Eventos,2026-04-28,332.69
Google Ads,2026-04-28,967.51
Meta Ads,2026-04-28,709.20
Referidos,2026-04-28,220.43
Email,2026-04-29,138.53
Eventos,2026-04-29,409.25
Google Ads,2026-04-29,1036.43
Meta Ads,2026-04-29,670.14
Referidos,2026-04-29,285.75
Email,2026-04-30,132.84
Eventos,2026-04-30,333.03
Google Ads,2026-04-30,920.96
Meta Ads,2026-04-30,567.90
Referidos,2026-04-30,258.10
Email,2026-05-01,123.73
Eventos,2026-05-01,356.56
Google Ads,2026-05-01,1067.94
Meta Ads,2026-05-01,611.85
Referidos,2026-05-01,257.59
Email,2026-05-02,121.50
Eventos,2026-05-02,283.76
Google Ads,2026-05-02,716.63
Meta Ads,2026-05-02,528.44
Referidos,2026-05-02,156.45
Email,2026-05-03,91.45
Eventos,2026-05-03,320.11
Google Ads,2026-05-03,746.58
Meta Ads,2026-05-03,496.92
Referidos,2026-05-03,174.06
Email,2026-05-04,177.41
Eventos,2026-05-04,435.14
Google Ads,2026-05-04,920.00
Meta Ads,2026-05-04,613.67
Referidos,2026-05-04,279.23
Email,2026-05-05,162.96
Eventos,2026-05-05,443.67
Google Ads,2026-05-05,892.51
Meta Ads,2026-05-05,639.75
Referidos,2026-05-05,255.73
Email,2026-05-06,155.42
Eventos,2026-05-06,322.68
Google Ads,2026-05-06,990.06
Meta Ads,2026-05-06,615.22
Referidos,2026-05-06,226.79
Email,2026-05-07,120.16
Eventos,2026-05-07,456.04
Google Ads,2026-05-07,957.63
Meta Ads,2026-05-07,799.20
Referidos,2026-05-07,309.00
Email,2026-05-08,179.27
Eventos,2026-05-08,340.33
Google Ads,2026-05-08,727.68
Meta Ads,2026-05-08,815.85
Referidos,2026-05-08,306.69
Email,2026-05-09,95.88
Eventos,2026-05-09,227.54
Google Ads,2026-05-09,681.99
Meta Ads,2026-05-09,509.30
Referidos,2026-05-09,161.06
Email,2026-05-10,120.08
Eventos,2026-05-10,256.14
Google Ads,2026-05-10,543.02
Meta Ads,2026-05-10,587.81
Referidos,2026-05-10,179.70
Email,2026-05-11,158.66
Eventos,2026-05-11,414.70
Google Ads,2026-05-11,986.17
Meta Ads,2026-05-11,660.80
Referidos,2026-05-11,223.86
Email,2026-05-12,178.49
Eventos,2026-05-12,427.70
Google Ads,2026-05-12,991.37
Meta Ads,2026-05-12,775.28
Referidos,2026-05-12,283.41
Email,2026-05-13,157.31
Eventos,2026-05-13,359.38
Google Ads,2026-05-13,868.49
Meta Ads,2026-05-13,769.55
Referidos,2026-05-13,289.08
Email,2026-05-14,149.54
Eventos,2026-05-14,365.74
Google Ads,2026-05-14,986.75
Meta Ads,2026-05-14,742.27
Referidos,2026-05-14,214.15
Email,2026-05-15,144.44
Eventos,2026-05-15,334.80
Google Ads,2026-05-15,833.46
Meta Ads,2026-05-15,801.91
Referidos,2026-05-15,291.05
Email,2026-05-16,108.84
Eventos,2026-05-16,328.22
Google Ads,2026-05-16,725.69
Meta Ads,2026-05-16,495.79
Referidos,2026-05-16,147.22
Email,2026-05-17,96.76
Eventos,2026-05-17,287.77
Google Ads,2026-05-17,572.05
Meta Ads,2026-05-17,520.53
Referidos,2026-05-17,151.06
Email,2026-05-18,157.65
Eventos,2026-05-18,345.32
Google Ads,2026-05-18,1027.52
Meta Ads,2026-05-18,779.06
Referidos,2026-05-18,229.26
Email,2026-05-19,159.19
Eventos,2026-05-19,452.13
Google Ads,2026-05-19,938.32
Meta Ads,2026-05-19,698.13
Referidos,2026-05-19,208.21
Email,2026-05-20,147.00
Eventos,2026-05-20,421.93
Google Ads,2026-05-20,875.93
Meta Ads,2026-05-20,564.13
Referidos,2026-05-20,257.60
Email,2026-05-21,134.42
Eventos,2026-05-21,425.31
Google Ads,2026-05-21,831.05
Meta Ads,2026-05-21,793.22
Referidos,2026-05-21,264.65
Email,2026-05-22,175.95
Eventos,2026-05-22,382.68
Google Ads,2026-05-22,860.86
Meta Ads,2026-05-22,645.81
Referidos,2026-05-22,213.58
Email,2026-05-23,104.74
Eventos,2026-05-23,226.10
Google Ads,2026-05-23,619.94
Meta Ads,2026-05-23,470.57
Referidos,2026-05-23,206.27
Email,2026-05-24,91.21
Eventos,2026-05-24,330.39
Google Ads,2026-05-24,696.13
Meta Ads,2026-05-24,450.56
Referidos,2026-05-24,170.95
Email,2026-05-25,120.93
Eventos,2026-05-25,322.12
Google Ads,2026-05-25,916.87
Meta Ads,2026-05-25,795.89
Referidos,2026-05-25,267.32
Email,2026-05-26,150.74
Eventos,2026-05-26,392.07
Google Ads,2026-05-26,1078.92
Meta Ads,2026-05-26,661.67
Referidos,2026-05-26,271.95
Email,2026-05-27,174.86
Eventos,2026-05-27,334.79
Google Ads,2026-05-27,980.78
Meta Ads,2026-05-27,704.38
Referidos,2026-05-27,266.93
Email,2026-05-28,138.40
Eventos,2026-05-28,370.47
Google Ads,2026-05-28,743.38
Meta Ads,2026-05-28,672.77
Referidos,2026-05-28,259.73
Email,2026-05-29,133.98
Eventos,2026-05-29,401.60
Google Ads,2026-05-29,962.53
Meta Ads,2026-05-29,575.15
Referidos,2026-05-29,263.69
Email,2026-05-30,87.13
Eventos,2026-05-30,226.00
Google Ads,2026-05-30,518.57
Meta Ads,2026-05-30,509.90
Referidos,2026-05-30,208.51
Email,2026-05-31,96.46
Eventos,2026-05-31,305.10
Google Ads,2026-05-31,655.08
Meta Ads,2026-05-31,423.51
Referidos,2026-05-31,203.32
Email,2026-06-01,127.26
Eventos,2026-06-01,371.39
