pago_id,factura_id,fecha_pago,monto_pagado,metodo_pago
PAG-000880,FAC-002523,2024-10-21,191.19,Tarjeta
PAG-000881,FAC-000461,2024-06-01,1647.26,Transferencia
PAG-000882,FAC-002027,2024-06-28,3328.16,Efectivo
PAG-000883,FAC-001811,2024-11-18,414.04,Tarjeta
PAG-000884,FAC-002073,2024-08-06,9350.60,Tarjeta
PAG-000885,FAC-001142,2026-01-30,118.65,Cheque
PAG-000886,FAC-000323,2025-12-21,2267.95,Tarjeta
PAG-000887,FAC-000323,2026-01-08,1511.96,Tarjeta
PAG-000888,FAC-002492,2025-02-07,1163.08,Tarjeta
PAG-000889,FAC-000238,2024-05-12,1075.35,Transferencia
PAG-000890,FAC-000577,2025-06-03,742.42,Transferencia
PAG-000891,FAC-002792,2025-03-20,916.77,Transferencia
PAG-000892,FAC-001642,2025-08-11,5988.99,Transferencia
PAG-000893,FAC-001619,2026-01-18,5485.86,Transferencia
PAG-000894,FAC-000593,2024-05-25,1355.67,Transferencia
PAG-000895,FAC-002094,2024-11-25,1749.15,Cheque
PAG-000896,FAC-003473,2024-06-24,297.65,Transferencia
PAG-000897,FAC-002692,2025-08-12,4360.15,Transferencia
PAG-000898,FAC-002752,2025-04-19,3743.90,Transferencia
PAG-000899,FAC-001773,2025-03-17,116.90,Transferencia
PAG-000900,FAC-001502,2024-08-21,6258.21,Transferencia
PAG-000901,FAC-003140,2025-02-07,1472.94,Transferencia
PAG-000902,FAC-002688,2025-03-27,2563.38,Transferencia
PAG-000903,FAC-000160,2024-04-09,2630.26,Transferencia
PAG-000904,FAC-000160,2024-04-30,1753.50,Transferencia
PAG-000905,FAC-002834,2025-05-12,2377.56,Cheque
PAG-000906,FAC-002800,2025-08-05,10324.09,Tarjeta
PAG-000907,FAC-000173,2025-11-09,4110.87,Transferencia
PAG-000908,FAC-000365,2025-02-21,5780.52,Transferencia
PAG-000909,FAC-003354,2025-01-25,3313.62,Tarjeta
PAG-000910,FAC-002933,2024-09-11,11445.77,Tarjeta
PAG-000911,FAC-000451,2024-06-24,645.06,Transferencia
PAG-000912,FAC-002971,2024-10-08,6701.27,Transferencia
PAG-000913,FAC-002971,2024-10-20,4467.51,Transferencia
PAG-000914,FAC-000259,2024-05-29,2158.18,Transferencia
PAG-000915,FAC-001123,2024-04-14,5783.65,Transferencia
PAG-000916,FAC-001206,2025-03-18,1037.67,Transferencia
PAG-000917,FAC-001940,2025-07-01,2293.78,Transferencia
PAG-000918,FAC-002151,2024-12-04,1193.92,Transferencia
PAG-000919,FAC-000201,2024-12-04,18023.70,Transferencia
PAG-000920,FAC-002912,2024-05-20,382.35,Transferencia
PAG-000921,FAC-002446,2024-08-10,3747.06,Transferencia
PAG-000922,FAC-001702,2024-04-01,1793.40,Cheque
PAG-000923,FAC-002517,2025-11-01,1672.27,Transferencia
PAG-000924,FAC-001301,2024-09-26,2593.89,Transferencia
PAG-000925,FAC-000748,2025-02-15,10877.51,Transferencia
PAG-000926,FAC-002268,2024-06-16,1515.35,Transferencia
PAG-000927,FAC-001634,2024-12-27,1164.56,Transferencia
PAG-000928,FAC-001687,2024-08-14,2039.31,Transferencia
PAG-000929,FAC-000848,2024-12-27,8990.05,Cheque
PAG-000930,FAC-001203,2025-01-18,1242.84,Transferencia
PAG-000931,FAC-003211,2025-06-27,2769.98,Transferencia
PAG-000932,FAC-003211,2025-07-15,1846.66,Transferencia
PAG-000933,FAC-002436,2024-05-31,8717.34,Efectivo
PAG-000934,FAC-001970,2024-02-28,965.10,Transferencia
PAG-000935,FAC-001972,2024-05-27,3075.40,Transferencia
PAG-000936,FAC-001954,2024-07-27,1451.24,Transferencia
PAG-000937,FAC-001455,2024-08-08,1191.77,Tarjeta
PAG-000938,FAC-002484,2024-10-03,1693.86,Transferencia
PAG-000939,FAC-003197,2024-10-27,1712.46,Transferencia
PAG-000940,FAC-001199,2025-05-08,2949.00,Transferencia
PAG-000941,FAC-001251,2025-11-18,2806.64,Cheque
PAG-000942,FAC-003179,2024-07-04,297.60,Transferencia
PAG-000943,FAC-003112,2025-02-02,6396.40,Transferencia
PAG-000944,FAC-003041,2025-11-20,2107.20,Transferencia
PAG-000945,FAC-000816,2025-09-03,3692.08,Transferencia
PAG-000946,FAC-000999,2024-08-21,589.44,Transferencia
PAG-000947,FAC-001104,2025-06-09,5210.03,Transferencia
PAG-000948,FAC-003153,2025-07-12,2629.26,Transferencia
PAG-000949,FAC-001518,2025-04-22,505.92,Transferencia
PAG-000950,FAC-000527,2025-11-30,2553.72,Tarjeta
PAG-000951,FAC-002663,2024-02-07,2103.02,Transferencia
PAG-000952,FAC-001952,2024-09-01,2576.88,Tarjeta
PAG-000953,FAC-000348,2025-05-18,4139.58,Transferencia
PAG-000954,FAC-000353,2024-06-06,5089.28,Transferencia
PAG-000955,FAC-002853,2024-09-21,944.68,Cheque
PAG-000956,FAC-001292,2024-05-29,215.68,Transferencia
PAG-000957,FAC-001701,2024-12-08,2610.00,Transferencia
PAG-000958,FAC-000473,2025-10-27,13869.90,Tarjeta
PAG-000959,FAC-000162,2025-01-19,21206.78,Transferencia
PAG-000960,FAC-001514,2024-03-30,843.69,Transferencia
PAG-000961,FAC-002265,2024-11-19,1658.01,Transferencia
PAG-000962,FAC-003330,2025-10-01,1130.55,Transferencia
PAG-000963,FAC-002755,2024-12-08,2063.67,Tarjeta
PAG-000964,FAC-001361,2025-08-19,416.68,Transferencia
PAG-000965,FAC-002401,2025-10-05,387.31,Tarjeta
PAG-000966,FAC-003043,2025-02-03,1967.05,Transferencia
PAG-000967,FAC-001911,2025-01-03,1152.15,Tarjeta
PAG-000968,FAC-000590,2025-04-25,1215.54,Tarjeta
PAG-000969,FAC-001847,2025-06-02,55.83,Transferencia
PAG-000970,FAC-001699,2024-08-26,1831.88,Transferencia
PAG-000971,FAC-002966,2025-06-29,3054.87,Transferencia
PAG-000972,FAC-002649,2024-06-08,2205.96,Transferencia
PAG-000973,FAC-001483,2025-11-28,845.58,Transferencia
PAG-000974,FAC-002429,2025-01-26,11382.00,Transferencia
PAG-000975,FAC-002542,2025-03-08,1759.88,Transferencia
PAG-000976,FAC-001589,2024-10-01,15219.82,Cheque
PAG-000977,FAC-002270,2025-10-17,4892.34,Efectivo
PAG-000978,FAC-000818,2025-07-02,6177.45,Transferencia
PAG-000979,FAC-003176,2025-05-20,4578.54,Transferencia
PAG-000980,FAC-001188,2024-12-17,1494.55,Cheque
PAG-000981,FAC-001052,2025-01-14,337.32,Tarjeta
PAG-000982,FAC-000366,2024-02-20,4500.18,Tarjeta
PAG-000983,FAC-002679,2025-11-26,4570.10,Transferencia
PAG-000984,FAC-000768,2024-05-06,865.18,Transferencia
PAG-000985,FAC-000285,2024-04-03,8428.60,Transferencia
PAG-000986,FAC-002909,2025-12-21,1701.15,Tarjeta
PAG-000987,FAC-002939,2024-02-08,6308.96,Transferencia
PAG-000988,FAC-002455,2025-06-03,8558.48,Transferencia
PAG-000989,FAC-000227,2024-03-01,5728.68,Transferencia
PAG-000990,FAC-000681,2024-04-13,36.39,Transferencia
PAG-000991,FAC-002213,2024-02-23,5369.70,Tarjeta
PAG-000992,FAC-003444,2026-04-22,3781.68,Transferencia
PAG-000993,FAC-000743,2024-08-14,365.69,Transferencia
PAG-000994,FAC-000743,2024-09-10,243.79,Transferencia
PAG-000995,FAC-001833,2025-12-20,885.50,Transferencia
PAG-000996,FAC-000183,2024-08-16,2524.39,Cheque
PAG-000997,FAC-001941,2024-08-31,11438.49,Transferencia
PAG-000998,FAC-002146,2024-08-14,1642.28,Efectivo
PAG-000999,FAC-002989,2024-04-28,16138.43,Transferencia
PAG-001000,FAC-000075,2024-03-25,1272.48,Transferencia
PAG-001001,FAC-003329,2024-03-08,2045.12,Transferencia
PAG-001002,FAC-002962,2025-01-04,11478.68,Transferencia
PAG-001003,FAC-000011,2025-12-05,14304.66,Transferencia
PAG-001004,FAC-002614,2024-03-05,6313.95,Transferencia
PAG-001005,FAC-003407,2025-09-30,421.57,Cheque
PAG-001006,FAC-000809,2025-01-02,1719.99,Tarjeta
PAG-001007,FAC-000220,2024-12-18,2120.73,Tarjeta
PAG-001008,FAC-000403,2025-03-30,869.52,Cheque
PAG-001009,FAC-001871,2024-06-10,1097.94,Tarjeta
PAG-001010,FAC-001787,2025-04-10,992.19,Tarjeta
PAG-001011,FAC-000942,2025-06-22,17827.92,Tarjeta
PAG-001012,FAC-001557,2025-06-13,1561.77,Cheque
PAG-001013,FAC-001684,2024-09-30,2844.00,Tarjeta
PAG-001014,FAC-000076,2025-04-03,400.75,Transferencia
PAG-001015,FAC-003136,2025-05-23,2285.58,Tarjeta
PAG-001016,FAC-001864,2024-03-09,1145.70,Cheque
PAG-001017,FAC-002360,2024-06-24,72.07,Tarjeta
PAG-001018,FAC-002751,2025-07-18,2080.15,Tarjeta
PAG-001019,FAC-001352,2024-05-07,162.16,Transferencia
PAG-001020,FAC-000784,2025-08-23,7772.22,Transferencia
PAG-001021,FAC-001051,2024-02-28,1794.88,Transferencia
PAG-001022,FAC-000969,2026-02-07,136.12,Transferencia
PAG-001023,FAC-002676,2024-06-20,2009.57,Transferencia
PAG-001024,FAC-002676,2024-06-30,1339.72,Transferencia
PAG-001025,FAC-001191,2025-04-09,1634.06,Transferencia
PAG-001026,FAC-002293,2025-03-21,382.41,Transferencia
PAG-001027,FAC-003464,2025-02-03,54.30,Transferencia
PAG-001028,FAC-000614,2024-07-11,6033.40,Transferencia
PAG-001029,FAC-001171,2025-08-17,3298.50,Transferencia
PAG-001030,FAC-000273,2025-02-05,9167.94,Transferencia
PAG-001031,FAC-001751,2025-05-17,922.48,Transferencia
PAG-001032,FAC-001377,2025-09-19,852.56,Transferencia
PAG-001033,FAC-003062,2025-08-28,3141.38,Transferencia
PAG-001034,FAC-000725,2025-11-24,2734.26,Transferencia
PAG-001035,FAC-001360,2025-06-19,6058.50,Transferencia
PAG-001036,FAC-001720,2025-01-20,2599.35,Cheque
PAG-001037,FAC-000230,2024-04-05,5061.40,Transferencia
PAG-001038,FAC-003442,2024-12-12,7046.82,Transferencia
PAG-001039,FAC-002646,2025-10-21,5662.75,Transferencia
PAG-001040,FAC-001150,2024-03-26,3045.35,Transferencia
PAG-001041,FAC-000345,2024-02-01,2226.40,Tarjeta
PAG-001042,FAC-003065,2026-02-07,763.03,Tarjeta
PAG-001043,FAC-001256,2024-08-29,2112.00,Transferencia
PAG-001044,FAC-003081,2026-02-01,495.80,Transferencia
PAG-001045,FAC-001630,2025-07-08,4300.62,Transferencia
PAG-001046,FAC-000924,2025-09-29,2279.40,Tarjeta
PAG-001047,FAC-001055,2025-08-31,437.75,Tarjeta
PAG-001048,FAC-000155,2025-12-17,2922.85,Transferencia
PAG-001049,FAC-002063,2024-03-12,1403.76,Tarjeta
PAG-001050,FAC-000488,2025-03-29,6128.66,Cheque
PAG-001051,FAC-000575,2025-02-25,717.04,Transferencia
PAG-001052,FAC-000756,2024-04-07,8408.88,Tarjeta
PAG-001053,FAC-001103,2025-03-15,12518.87,Tarjeta
PAG-001054,FAC-002272,2024-10-28,1610.40,Transferencia
PAG-001055,FAC-001621,2024-04-24,7563.88,Transferencia
PAG-001056,FAC-001173,2025-12-03,5475.89,Transferencia
PAG-001057,FAC-002164,2024-07-05,9633.30,Transferencia
PAG-001058,FAC-002497,2025-08-17,1224.31,Transferencia
PAG-001059,FAC-002497,2025-09-11,816.21,Transferencia
PAG-001060,FAC-002263,2025-08-11,2469.06,Cheque
PAG-001061,FAC-001036,2024-12-25,2556.75,Tarjeta
PAG-001062,FAC-002091,2024-04-15,1016.12,Tarjeta
PAG-001063,FAC-003441,2024-04-19,2030.72,Transferencia
PAG-001064,FAC-000543,2025-05-09,6023.92,Transferencia
PAG-001065,FAC-002926,2024-07-03,6670.27,Tarjeta
PAG-001066,FAC-000036,2024-07-03,4429.98,Transferencia
PAG-001067,FAC-000429,2024-08-30,2146.13,Transferencia
PAG-001068,FAC-000102,2025-10-18,3236.16,Transferencia
PAG-001069,FAC-001576,2025-01-29,347.58,Transferencia
PAG-001070,FAC-002857,2024-07-05,5131.32,Tarjeta
PAG-001071,FAC-001598,2025-03-31,1062.90,Transferencia
PAG-001072,FAC-001598,2025-04-14,708.60,Transferencia
PAG-001073,FAC-000410,2024-10-02,2093.64,Transferencia
PAG-001074,FAC-002964,2025-09-14,5073.08,Transferencia
PAG-001075,FAC-000879,2024-08-27,12080.65,Transferencia
PAG-001076,FAC-000126,2026-01-17,4152.63,Cheque
PAG-001077,FAC-000567,2024-10-25,3090.56,Transferencia
PAG-001078,FAC-001988,2024-09-20,4507.80,Transferencia
PAG-001079,FAC-002770,2024-05-17,2088.60,Tarjeta
PAG-001080,FAC-003358,2024-10-26,104.29,Tarjeta
PAG-001081,FAC-002072,2025-05-24,2050.48,Cheque
PAG-001082,FAC-002158,2025-12-21,817.50,Cheque
PAG-001083,FAC-003243,2024-02-27,110.28,Transferencia
PAG-001084,FAC-001132,2025-12-07,6625.92,Transferencia
PAG-001085,FAC-000805,2025-06-14,1235.30,Transferencia
PAG-001086,FAC-000750,2025-04-25,8531.88,Cheque
PAG-001087,FAC-003436,2025-04-24,715.44,Transferencia
PAG-001088,FAC-002041,2024-04-24,272.70,Transferencia
PAG-001089,FAC-003479,2024-09-27,10617.46,Tarjeta
PAG-001090,FAC-002289,2025-08-08,250.38,Cheque
PAG-001091,FAC-002289,2025-09-03,166.92,Cheque
PAG-001092,FAC-001220,2024-06-18,4433.58,Tarjeta
PAG-001093,FAC-002411,2024-07-13,297.33,Transferencia
PAG-001094,FAC-002316,2024-11-15,361.72,Transferencia
PAG-001095,FAC-003181,2024-08-13,2283.96,Cheque
PAG-001096,FAC-002637,2025-01-20,1514.32,Transferencia
PAG-001097,FAC-002637,2025-02-14,1009.55,Transferencia
PAG-001098,FAC-000194,2025-03-31,5090.52,Transferencia
PAG-001099,FAC-002917,2024-03-03,73.43,Transferencia
PAG-001100,FAC-003403,2025-07-06,1349.52,Tarjeta
PAG-001101,FAC-002736,2024-05-14,505.60,Tarjeta
PAG-001102,FAC-002039,2024-01-13,1317.80,Transferencia
PAG-001103,FAC-001091,2024-02-11,822.94,Tarjeta
PAG-001104,FAC-001091,2024-02-29,548.63,Tarjeta
PAG-001105,FAC-000383,2025-10-09,14125.02,Transferencia
PAG-001106,FAC-001723,2025-11-17,1569.85,Transferencia
PAG-001107,FAC-001002,2024-03-02,15215.64,Transferencia
PAG-001108,FAC-001912,2025-05-30,646.74,Transferencia
PAG-001109,FAC-003493,2024-05-14,225.05,Transferencia
PAG-001110,FAC-000972,2024-09-23,3196.50,Transferencia
PAG-001111,FAC-003298,2024-11-23,2085.60,Tarjeta
PAG-001112,FAC-001637,2024-07-08,2836.70,Transferencia
PAG-001113,FAC-003268,2024-03-22,2011.08,Transferencia
PAG-001114,FAC-001584,2024-03-18,2501.22,Transferencia
PAG-001115,FAC-001363,2024-10-12,6356.91,Tarjeta
PAG-001116,FAC-001673,2026-01-20,1536.48,Transferencia
PAG-001117,FAC-000766,2024-08-28,5331.06,Efectivo
PAG-001118,FAC-000766,2024-09-09,3554.04,Efectivo
PAG-001119,FAC-002444,2024-03-22,846.85,Transferencia
PAG-001120,FAC-002168,2025-10-07,2087.20,Transferencia
PAG-001121,FAC-001183,2024-10-11,1241.28,Transferencia
PAG-001122,FAC-000717,2024-09-25,13909.91,Transferencia
PAG-001123,FAC-001490,2024-04-04,5086.56,Transferencia
PAG-001124,FAC-003113,2024-11-17,2792.82,Transferencia
PAG-001125,FAC-000242,2025-02-16,60.61,Transferencia
PAG-001126,FAC-003495,2025-03-27,9911.16,Transferencia
PAG-001127,FAC-002739,2024-10-30,2881.76,Transferencia
PAG-001128,FAC-000068,2025-11-03,1517.76,Cheque
PAG-001129,FAC-001286,2024-11-02,1186.30,Cheque
PAG-001130,FAC-001525,2024-09-30,888.85,Transferencia
PAG-001131,FAC-001525,2024-10-18,592.56,Transferencia
PAG-001132,FAC-003038,2025-07-29,1844.40,Transferencia
PAG-001133,FAC-000335,2025-03-09,1409.93,Transferencia
PAG-001134,FAC-001048,2025-07-31,8735.72,Transferencia
PAG-001135,FAC-000149,2024-07-17,2314.78,Transferencia
PAG-001136,FAC-003201,2025-05-01,561.56,Cheque
PAG-001137,FAC-002185,2025-10-24,3944.50,Cheque
PAG-001138,FAC-001558,2025-11-25,4528.30,Cheque
PAG-001139,FAC-002064,2025-07-30,3156.00,Efectivo
PAG-001140,FAC-000198,2025-01-20,2975.94,Transferencia
PAG-001141,FAC-001270,2025-04-03,675.99,Transferencia
PAG-001142,FAC-002998,2024-06-30,1908.50,Transferencia
PAG-001143,FAC-002328,2026-01-30,1767.35,Transferencia
PAG-001144,FAC-000188,2025-06-12,10478.65,Tarjeta
PAG-001145,FAC-002358,2025-04-25,3965.79,Transferencia
PAG-001146,FAC-000314,2024-08-09,6364.40,Transferencia
PAG-001147,FAC-000484,2025-07-04,3733.63,Efectivo
PAG-001148,FAC-000484,2025-07-27,2489.09,Efectivo
PAG-001149,FAC-002702,2025-09-17,1483.36,Transferencia
PAG-001150,FAC-003287,2025-04-27,1153.98,Efectivo
PAG-001151,FAC-001059,2025-02-04,214.92,Transferencia
PAG-001152,FAC-002920,2025-02-12,1965.25,Cheque
PAG-001153,FAC-002920,2025-03-03,1310.17,Cheque
PAG-001154,FAC-001746,2025-01-28,165.81,Transferencia
PAG-001155,FAC-002562,2025-05-02,1420.76,Transferencia
PAG-001156,FAC-001819,2025-04-15,297.22,Cheque
PAG-001157,FAC-001545,2025-04-14,186.79,Transferencia
PAG-001158,FAC-001545,2025-05-01,124.53,Transferencia
PAG-001159,FAC-002118,2024-12-14,5675.88,Transferencia
PAG-001160,FAC-000647,2024-07-06,12672.17,Tarjeta
PAG-001161,FAC-001408,2024-03-24,1069.84,Tarjeta
PAG-001162,FAC-001473,2024-06-26,6894.51,Tarjeta
PAG-001163,FAC-000992,2024-09-03,709.11,Cheque
PAG-001164,FAC-002850,2024-08-18,1761.96,Transferencia
PAG-001165,FAC-002491,2024-06-18,9856.42,Transferencia
PAG-001166,FAC-001480,2024-09-23,1739.92,Transferencia
PAG-001167,FAC-001207,2025-05-11,487.28,Transferencia
PAG-001168,FAC-003389,2025-09-30,1937.97,Transferencia
PAG-001169,FAC-001216,2025-03-13,6149.64,Transferencia
PAG-001170,FAC-000566,2024-05-29,200.79,Transferencia
PAG-001171,FAC-002205,2024-07-10,142.88,Transferencia
PAG-001172,FAC-001515,2025-11-11,6535.65,Transferencia
PAG-001173,FAC-000747,2026-01-01,1005.48,Cheque
PAG-001174,FAC-000229,2025-11-23,7469.56,Tarjeta
PAG-001175,FAC-002595,2024-10-06,5062.32,Cheque
PAG-001176,FAC-000232,2024-06-18,7826.16,Tarjeta
PAG-001177,FAC-000927,2025-05-14,4801.68,Transferencia
PAG-001178,FAC-001618,2024-07-10,3042.48,Efectivo
PAG-001179,FAC-000221,2025-09-24,16290.05,Transferencia
PAG-001180,FAC-000531,2025-11-28,14817.40,Tarjeta
PAG-001181,FAC-000009,2025-03-28,6859.66,Efectivo
PAG-001182,FAC-002634,2024-07-19,2063.48,Transferencia
PAG-001183,FAC-003302,2025-04-30,911.94,Transferencia
PAG-001184,FAC-001783,2024-07-24,566.40,Efectivo
PAG-001185,FAC-002769,2025-07-14,11526.48,Cheque
PAG-001186,FAC-002613,2025-09-20,962.10,Tarjeta
PAG-001187,FAC-001394,2025-03-07,7913.01,Cheque
PAG-001188,FAC-001682,2025-05-17,9195.36,Cheque
PAG-001189,FAC-001567,2025-06-06,4306.60,Transferencia
PAG-001190,FAC-002138,2025-01-01,4552.17,Cheque
PAG-001191,FAC-003498,2025-07-11,4193.82,Cheque
PAG-001192,FAC-001679,2025-08-16,3947.01,Cheque
PAG-001193,FAC-001671,2025-03-02,1211.38,Transferencia
PAG-001194,FAC-001671,2025-03-19,807.58,Transferencia
PAG-001195,FAC-001629,2026-02-03,2224.40,Cheque
PAG-001196,FAC-002398,2025-05-31,314.85,Cheque
PAG-001197,FAC-000222,2025-11-12,860.54,Cheque
PAG-001198,FAC-002419,2024-04-01,4218.10,Transferencia
PAG-001199,FAC-000559,2024-05-06,5416.32,Cheque
PAG-001200,FAC-001779,2025-01-21,3486.63,Transferencia
PAG-001201,FAC-001860,2025-12-01,894.55,Transferencia
PAG-001202,FAC-002847,2025-05-27,2579.04,Transferencia
PAG-001203,FAC-000808,2025-05-19,444.30,Transferencia
PAG-001204,FAC-002284,2024-08-13,1406.25,Transferencia
PAG-001205,FAC-001039,2025-12-16,429.96,Transferencia
PAG-001206,FAC-001028,2024-06-25,482.07,Cheque
PAG-001207,FAC-002105,2024-11-06,1499.80,Transferencia
PAG-001208,FAC-002479,2026-01-18,370.67,Tarjeta
PAG-001209,FAC-000738,2024-01-30,892.68,Transferencia
PAG-001210,FAC-002954,2025-11-10,3505.68,Tarjeta
PAG-001211,FAC-000463,2025-03-15,4266.15,Transferencia
PAG-001212,FAC-000564,2024-04-20,646.02,Transferencia
PAG-001213,FAC-001405,2024-10-07,1720.32,Cheque
PAG-001214,FAC-001467,2025-01-23,3130.82,Cheque
PAG-001215,FAC-002624,2025-12-03,1167.95,Transferencia
PAG-001216,FAC-003281,2025-06-30,7850.94,Transferencia
PAG-001217,FAC-000532,2025-11-19,2987.40,Transferencia
PAG-001218,FAC-002609,2025-02-01,1715.89,Transferencia
PAG-001219,FAC-002468,2026-01-05,2537.94,Transferencia
PAG-001220,FAC-001082,2025-05-20,2533.74,Cheque
PAG-001221,FAC-000663,2024-03-19,5902.32,Transferencia
PAG-001222,FAC-000915,2024-03-30,467.56,Transferencia
PAG-001223,FAC-000482,2024-03-17,1385.60,Transferencia
PAG-001224,FAC-001350,2024-10-08,214.62,Transferencia
PAG-001225,FAC-003375,2025-06-07,1882.16,Tarjeta
PAG-001226,FAC-000880,2025-06-04,7798.44,Tarjeta
PAG-001227,FAC-000436,2024-08-18,2569.90,Transferencia
PAG-001228,FAC-001290,2025-12-31,1364.04,Transferencia
PAG-001229,FAC-001141,2024-08-06,1942.20,Cheque
PAG-001230,FAC-001063,2024-09-08,2207.01,Transferencia
PAG-001231,FAC-003095,2025-07-17,4017.90,Transferencia
PAG-001232,FAC-001951,2024-04-28,4008.00,Transferencia
PAG-001233,FAC-003119,2025-05-06,3591.40,Transferencia
PAG-001234,FAC-002304,2024-08-15,999.67,Tarjeta
PAG-001235,FAC-000678,2024-08-20,504.04,Cheque
PAG-001236,FAC-000832,2024-05-16,1637.84,Transferencia
PAG-001237,FAC-003051,2025-10-12,1497.88,Transferencia
PAG-001238,FAC-003408,2024-12-14,8248.08,Transferencia
PAG-001239,FAC-000610,2024-01-28,873.66,Transferencia
PAG-001240,FAC-001382,2024-03-08,9608.94,Tarjeta
PAG-001241,FAC-002619,2025-05-20,1743.32,Transferencia
PAG-001242,FAC-002746,2024-09-21,649.20,Tarjeta
PAG-001243,FAC-002489,2026-02-25,4891.36,Transferencia
PAG-001244,FAC-003035,2024-03-17,722.98,Transferencia
PAG-001245,FAC-000617,2025-12-31,239.42,Transferencia
PAG-001246,FAC-002086,2024-05-09,2714.82,Transferencia
PAG-001247,FAC-001875,2025-09-12,5139.40,Transferencia
PAG-001248,FAC-000251,2025-09-11,205.76,Tarjeta
PAG-001249,FAC-002762,2024-08-21,3791.95,Efectivo
PAG-001250,FAC-003157,2024-07-04,12612.81,Transferencia
PAG-001251,FAC-002671,2025-04-20,1948.40,Transferencia
PAG-001252,FAC-003048,2025-07-18,817.84,Transferencia
PAG-001253,FAC-000695,2024-06-20,744.00,Transferencia
PAG-001254,FAC-000810,2024-01-23,1756.00,Cheque
PAG-001255,FAC-001973,2026-02-24,1211.10,Transferencia
PAG-001256,FAC-001976,2024-07-06,1194.43,Cheque
PAG-001257,FAC-001655,2025-05-17,1246.16,Transferencia
PAG-001258,FAC-003223,2025-04-07,1950.68,Efectivo
PAG-001259,FAC-003338,2024-02-07,1032.87,Transferencia
PAG-001260,FAC-000629,2025-04-01,1375.52,Transferencia
PAG-001261,FAC-002955,2025-10-08,3339.00,Cheque
PAG-001262,FAC-001305,2025-04-10,2892.64,Transferencia
PAG-001263,FAC-001305,2025-05-07,1928.42,Transferencia
PAG-001264,FAC-003021,2025-10-24,824.74,Transferencia
PAG-001265,FAC-002137,2024-12-05,1701.27,Transferencia
PAG-001266,FAC-001734,2025-10-20,3890.14,Transferencia
PAG-001267,FAC-001734,2025-11-18,2593.43,Transferencia
PAG-001268,FAC-000947,2025-08-30,4044.60,Transferencia
PAG-001269,FAC-002173,2024-10-04,619.11,Transferencia
PAG-001270,FAC-002639,2024-09-21,334.81,Transferencia
PAG-001271,FAC-000427,2025-05-11,650.89,Transferencia
PAG-001272,FAC-003154,2024-07-01,2131.48,Cheque
PAG-001273,FAC-000223,2025-12-24,12354.93,Tarjeta
PAG-001274,FAC-000633,2024-07-28,534.91,Tarjeta
PAG-001275,FAC-000857,2025-04-23,1212.42,Cheque
PAG-001276,FAC-000708,2025-02-27,7088.76,Efectivo
PAG-001277,FAC-002140,2024-11-21,2732.16,Transferencia
PAG-001278,FAC-002947,2025-02-17,796.34,Transferencia
PAG-001279,FAC-001193,2024-01-14,9592.16,Tarjeta
PAG-001280,FAC-002461,2025-04-21,703.30,Tarjeta
PAG-001281,FAC-000401,2025-05-23,1268.61,Efectivo
PAG-001282,FAC-000401,2025-06-18,845.74,Efectivo
PAG-001283,FAC-000772,2025-04-17,3288.84,Transferencia
PAG-001284,FAC-000240,2025-07-14,2686.45,Cheque
PAG-001285,FAC-000560,2025-01-08,2119.70,Tarjeta
PAG-001286,FAC-000199,2025-08-23,7506.48,Transferencia
PAG-001287,FAC-003182,2024-05-06,1199.01,Transferencia
PAG-001288,FAC-001448,2024-04-30,207.66,Efectivo
PAG-001289,FAC-003058,2024-01-24,3265.20,Tarjeta
PAG-001290,FAC-002878,2024-04-13,109.98,Efectivo
PAG-001291,FAC-002699,2026-02-26,1810.76,Cheque
PAG-001292,FAC-002981,2025-04-26,765.87,Transferencia
PAG-001293,FAC-001479,2024-05-18,109.30,Cheque
PAG-001294,FAC-000292,2025-03-01,4724.70,Transferencia
PAG-001295,FAC-002125,2025-04-25,5887.50,Transferencia
PAG-001296,FAC-000106,2025-03-25,877.83,Tarjeta
PAG-001297,FAC-002645,2024-03-26,2450.19,Transferencia
PAG-001298,FAC-000117,2025-07-31,4939.86,Transferencia
PAG-001299,FAC-002865,2025-06-03,956.74,Cheque
PAG-001300,FAC-002556,2026-02-04,1993.39,Transferencia
PAG-001301,FAC-002651,2024-05-11,6686.19,Cheque
PAG-001302,FAC-000101,2025-09-29,6034.68,Tarjeta
PAG-001303,FAC-000693,2025-12-13,1026.84,Transferencia
PAG-001304,FAC-002714,2025-10-28,7971.84,Transferencia
PAG-001305,FAC-000820,2025-09-03,112.58,Tarjeta
PAG-001306,FAC-000522,2025-05-25,2549.40,Transferencia
PAG-001307,FAC-000298,2024-12-21,1810.35,Tarjeta
PAG-001308,FAC-002519,2025-07-07,1648.52,Transferencia
PAG-001309,FAC-000592,2026-01-29,6595.12,Tarjeta
PAG-001310,FAC-001259,2024-09-01,2785.68,Transferencia
PAG-001311,FAC-000154,2024-07-27,7922.20,Transferencia
PAG-001312,FAC-001106,2024-10-03,1266.10,Transferencia
PAG-001313,FAC-002891,2025-07-03,804.70,Transferencia
PAG-001314,FAC-001785,2025-11-15,1466.28,Transferencia
PAG-001315,FAC-000356,2024-09-18,1788.50,Efectivo
PAG-001316,FAC-001090,2024-02-17,2164.47,Transferencia
PAG-001317,FAC-002193,2024-12-01,897.96,Transferencia
PAG-001318,FAC-002099,2025-11-28,1759.91,Transferencia
