cliente_id,antiguedad_meses,gasto_mensual_mxn,tickets_soporte_90d,dias_desde_ultima_actividad,usage_score,tipo_contrato,plan,churn_historico
CLI-00777,15.0,259.81,0,46.0,37.8,Mensual,Starter,0
CLI-00778,15.0,1385.85,3,35.0,89.0,Mensual,Starter,0
CLI-00779,8.0,697.72,0,13.0,73.8,Anual,Starter,0
CLI-00780,13.0,438.81,0,1.0,61.2,Mensual,Starter,0
CLI-00781,15.0,282.52,1,0.0,69.8,Mensual,Pro,0
CLI-00782,47.0,853.9,1,23.0,56.5,Anual,Starter,0
CLI-00783,3.0,1068.27,0,1.0,41.1,Mensual,Pro,1
CLI-00784,11.0,218.55,1,28.0,77.2,Anual,Starter,0
CLI-00785,8.0,907.72,0,4.0,70.9,Mensual,Starter,0
CLI-00786,4.0,831.12,2,20.0,47.9,Mensual,Pro,0
CLI-00787,29.0,1198.8,0,6.0,66.6,Anual,Starter,0
CLI-00788,12.0,803.93,0,5.0,19.4,Mensual,Business,0
CLI-00789,43.0,414.96,1,7.0,65.7,Anual,Pro,0
CLI-00790,44.0,2687.41,1,24.0,61.9,Anual,Business,0
CLI-00791,39.0,668.11,1,22.0,33.8,Mensual,Pro,0
CLI-00792,20.0,1254.74,2,4.0,63.3,Anual,Business,0
CLI-00793,6.0,1064.54,1,21.0,77.8,Mensual,Pro,0
CLI-00794,16.0,881.41,1,29.0,72.9,Mensual,Starter,0
CLI-00795,41.0,1520.27,0,20.0,57.5,Mensual,Starter,1
CLI-00796,21.0,542.9,1,15.0,87.9,Anual,Pro,0
CLI-00797,38.0,886.56,0,47.0,59.1,Mensual,Starter,1
CLI-00798,21.0,1938.01,1,3.0,23.6,Mensual,Pro,0
CLI-00799,23.0,831.25,0,6.0,78.0,Mensual,Starter,0
CLI-00800,24.0,1138.72,1,9.0,63.3,Mensual,Starter,0
CLI-00801,20.0,2249.16,2,17.0,78.8,Anual,Starter,0
CLI-00802,25.0,398.66,1,15.0,54.0,Mensual,Starter,0
CLI-00803,11.0,1339.36,1,15.0,67.4,Mensual,Pro,0
CLI-00804,7.0,1453.82,0,5.0,36.7,Mensual,Starter,0
CLI-00805,29.0,250.53,1,41.0,77.3,Mensual,Pro,0
CLI-00806,10.0,603.08,2,10.0,55.5,Anual,Pro,0
CLI-00807,8.0,1221.21,0,0.0,80.0,Mensual,Starter,0
CLI-00808,10.0,745.64,1,20.0,60.6,Mensual,Pro,0
CLI-00809,21.0,1368.46,2,13.0,37.4,Anual,Business,0
CLI-00810,11.0,1104.96,1,21.0,54.3,Mensual,Starter,1
CLI-00811,6.0,325.08,1,12.0,49.4,Mensual,Starter,0
CLI-00812,16.0,630.34,0,89.0,64.8,Mensual,Pro,0
CLI-00813,4.0,994.11,0,15.0,60.9,Mensual,Pro,0
CLI-00814,8.0,653.38,0,20.0,90.0,Anual,Business,0
CLI-00815,7.0,2070.84,3,8.0,64.7,Mensual,Business,0
CLI-00816,6.0,570.88,0,12.0,83.5,Mensual,Starter,0
CLI-00817,8.0,762.59,0,9.0,68.8,Mensual,Starter,0
CLI-00818,25.0,1725.49,2,20.0,39.6,Mensual,Pro,1
CLI-00819,6.0,652.34,0,36.0,57.3,Mensual,Starter,0
CLI-00820,1.0,429.54,0,1.0,88.3,Mensual,Starter,0
CLI-00821,34.0,978.45,2,13.0,36.5,Mensual,Business,0
CLI-00822,19.0,420.45,0,20.0,59.6,Anual,Pro,0
CLI-00823,11.0,685.79,0,50.0,64.4,Mensual,Pro,0
CLI-00824,12.0,1122.36,1,24.0,69.7,Mensual,Starter,0
CLI-00825,24.0,401.74,0,5.0,88.7,Anual,Starter,0
CLI-00826,15.0,798.99,1,29.0,66.8,Anual,Starter,0
CLI-00827,3.0,1114.42,1,8.0,79.2,Anual,Pro,0
CLI-00828,45.0,734.55,0,11.0,54.0,Anual,Pro,0
CLI-00829,7.0,592.8,1,7.0,86.7,Anual,Pro,0
CLI-00830,15.0,1050.25,1,6.0,57.0,Mensual,Pro,0
CLI-00831,6.0,370.09,1,18.0,84.3,Mensual,Pro,0
CLI-00832,15.0,1589.37,0,20.0,53.7,Mensual,Starter,0
CLI-00833,22.0,334.4,3,80.0,63.6,Anual,Pro,0
CLI-00834,11.0,588.06,1,19.0,36.1,Mensual,Starter,0
CLI-00835,32.0,707.06,0,38.0,66.2,Mensual,Business,0
CLI-00836,18.0,486.59,0,14.0,93.2,Mensual,Starter,0
CLI-00837,5.0,1854.63,0,7.0,49.0,Mensual,Pro,0
CLI-00838,15.0,646.38,2,0.0,73.1,Anual,Pro,0
CLI-00839,11.0,805.16,0,65.0,77.9,Mensual,Starter,1
CLI-00840,6.0,264.47,0,36.0,100.0,Mensual,Pro,0
CLI-00841,18.0,237.49,1,29.0,92.7,Mensual,Pro,0
CLI-00842,11.0,308.68,0,15.0,26.6,Mensual,Starter,0
CLI-00843,15.0,2312.04,1,5.0,75.8,Mensual,Business,0
CLI-00844,55.0,963.88,1,18.0,67.0,Mensual,Starter,0
CLI-00845,21.0,1875.21,1,8.0,87.8,Anual,Pro,0
CLI-00846,30.0,740.88,0,11.0,62.1,Anual,Starter,0
CLI-00847,10.0,1620.45,0,10.0,78.7,Mensual,Business,0
CLI-00848,39.0,1844.35,0,48.0,60.0,Anual,Starter,0
CLI-00849,38.0,926.63,1,17.0,52.2,Mensual,Pro,0
CLI-00850,14.0,930.74,2,1.0,71.2,Mensual,Pro,0
CLI-00851,58.0,1184.18,1,19.0,55.4,Anual,Starter,0
CLI-00852,23.0,717.08,1,4.0,100.0,Anual,Starter,0
CLI-00853,7.0,1414.83,2,56.0,55.9,Mensual,Business,0
CLI-00854,32.0,644.59,4,31.0,89.0,Anual,Business,0
CLI-00855,19.0,405.4,0,18.0,70.5,Mensual,Starter,0
CLI-00856,21.0,1495.14,3,9.0,48.3,Mensual,Business,0
CLI-00857,24.0,458.83,1,21.0,37.8,Anual,Starter,0
CLI-00858,3.0,385.67,2,2.0,47.8,Anual,Starter,0
CLI-00859,4.0,1002.79,0,20.0,36.1,Mensual,Starter,0
CLI-00860,3.0,1083.69,1,1.0,78.8,Mensual,Starter,0
CLI-00861,1.0,655.69,0,8.0,94.0,Anual,Starter,0
CLI-00862,5.0,797.11,0,19.0,76.1,Anual,Starter,0
CLI-00863,31.0,1974.39,3,9.0,55.2,Mensual,Business,0
CLI-00864,7.0,1804.02,1,2.0,50.5,Anual,Starter,0
CLI-00865,9.0,213.19,0,13.0,80.5,Mensual,Business,0
CLI-00866,7.0,507.8,0,57.0,47.7,Mensual,Pro,0
CLI-00867,20.0,421.72,1,4.0,28.1,Mensual,Starter,0
CLI-00868,29.0,462.83,2,19.0,55.6,Mensual,Starter,0
CLI-00869,21.0,439.03,1,21.0,44.2,Mensual,Pro,0
CLI-00870,2.0,214.35,0,18.0,45.8,Anual,Starter,0
CLI-00871,52.0,1410.01,0,28.0,91.7,Mensual,Pro,0
CLI-00872,11.0,2305.36,0,28.0,71.2,Mensual,Starter,0
CLI-00873,15.0,405.83,1,7.0,70.7,Mensual,Starter,1
CLI-00874,17.0,827.43,0,10.0,78.9,Anual,Starter,0
CLI-00875,17.0,388.0,0,35.0,71.3,Mensual,Starter,0
CLI-00876,45.0,1020.06,1,4.0,76.7,Anual,Pro,0
CLI-00877,22.0,1029.19,0,14.0,62.6,Mensual,Starter,0
CLI-00878,20.0,371.17,1,35.0,47.8,Mensual,Business,1
CLI-00879,43.0,642.37,0,2.0,93.2,Mensual,Starter,0
CLI-00880,23.0,1038.6,2,24.0,86.6,Anual,Business,0
CLI-00881,26.0,726.87,0,17.0,77.8,Anual,Business,0
CLI-00882,11.0,1535.42,2,33.0,47.4,Anual,Business,0
CLI-00883,23.0,660.73,0,7.0,92.3,Mensual,Pro,0
CLI-00884,14.0,815.15,1,3.0,72.8,Mensual,Starter,1
CLI-00885,18.0,831.19,0,4.0,52.1,Mensual,Business,0
CLI-00886,31.0,448.31,3,39.0,57.7,Mensual,Starter,0
CLI-00887,12.0,708.25,0,29.0,72.4,Anual,Starter,0
CLI-00888,13.0,540.13,1,49.0,78.9,Mensual,Pro,0
CLI-00889,15.0,351.9,2,3.0,41.5,Mensual,Business,0
CLI-00890,31.0,1089.6,1,19.0,94.1,Mensual,Starter,0
CLI-00891,14.0,692.33,0,3.0,56.5,Mensual,Pro,0
CLI-00892,33.0,1694.01,1,1.0,75.5,Anual,Business,0
CLI-00893,11.0,193.6,1,21.0,84.2,Anual,Pro,0
CLI-00894,18.0,1036.67,3,91.0,84.2,Anual,Business,0
CLI-00895,11.0,1626.78,0,25.0,100.0,Mensual,Starter,0
CLI-00896,6.0,618.4,3,14.0,60.2,Anual,Pro,0
CLI-00897,16.0,737.82,1,8.0,80.8,Mensual,Starter,0
CLI-00898,14.0,2326.28,0,3.0,74.2,Mensual,Starter,0
CLI-00899,9.0,926.46,0,19.0,76.7,Anual,Starter,0
CLI-00900,3.0,1387.7,0,13.0,62.7,Mensual,Starter,0
CLI-00901,12.0,618.4,2,7.0,75.1,Mensual,Pro,0
CLI-00902,6.0,342.57,0,9.0,38.6,Anual,Business,0
CLI-00903,10.0,1404.46,3,24.0,60.1,Mensual,Pro,0
CLI-00904,6.0,1015.04,2,1.0,72.4,Mensual,Business,0
CLI-00905,20.0,1377.78,2,2.0,88.1,Mensual,Pro,0
CLI-00906,10.0,1207.21,1,53.0,65.8,Anual,Business,0
CLI-00907,9.0,1367.24,0,31.0,25.1,Mensual,Pro,1
CLI-00908,28.0,910.01,0,8.0,40.6,Mensual,Pro,0
CLI-00909,20.0,628.22,1,10.0,77.5,Anual,Starter,0
CLI-00910,17.0,722.55,1,9.0,28.7,Mensual,Pro,0
CLI-00911,7.0,435.56,0,70.0,43.4,Anual,Starter,0
CLI-00912,12.0,695.47,1,3.0,61.9,Mensual,Business,0
CLI-00913,15.0,968.68,1,39.0,60.4,Anual,Starter,1
CLI-00914,31.0,1629.23,1,0.0,18.8,Mensual,Pro,0
CLI-00915,7.0,829.76,4,1.0,88.6,Mensual,Pro,0
CLI-00916,10.0,1491.86,2,30.0,93.4,Anual,Pro,0
CLI-00917,5.0,540.46,1,4.0,74.3,Mensual,Business,0
CLI-00918,12.0,204.46,1,24.0,51.0,Mensual,Pro,0
CLI-00919,17.0,1479.45,0,34.0,57.6,Anual,Starter,0
CLI-00920,29.0,1251.31,1,31.0,60.8,Anual,Business,0
CLI-00921,34.0,1826.12,0,24.0,37.7,Anual,Pro,1
CLI-00922,21.0,1008.89,2,39.0,41.3,Mensual,Pro,1
CLI-00923,25.0,1174.05,3,13.0,51.4,Mensual,Pro,0
CLI-00924,34.0,927.39,0,11.0,75.1,Mensual,Business,0
CLI-00925,50.0,507.98,3,4.0,85.7,Anual,Starter,0
CLI-00926,11.0,609.53,0,35.0,63.9,Anual,Business,0
CLI-00927,5.0,523.73,2,34.0,49.9,Mensual,Pro,0
CLI-00928,23.0,814.29,1,64.0,78.5,Mensual,Starter,1
CLI-00929,20.0,801.14,2,17.0,79.3,Mensual,Starter,0
CLI-00930,2.0,433.43,0,3.0,62.5,Mensual,Business,0
CLI-00931,4.0,1018.76,1,12.0,59.0,Mensual,Business,1
CLI-00932,2.0,346.26,0,42.0,83.7,Anual,Starter,0
CLI-00933,10.0,786.67,0,11.0,60.8,Mensual,Business,0
CLI-00934,16.0,338.49,2,4.0,80.8,Mensual,Business,0
CLI-00935,32.0,1451.55,2,16.0,31.5,Mensual,Pro,0
CLI-00936,8.0,680.52,0,32.0,58.8,Mensual,Starter,0
CLI-00937,9.0,363.36,0,2.0,78.3,Anual,Business,0
CLI-00938,8.0,2534.5,3,4.0,84.6,Mensual,Business,0
CLI-00939,11.0,1033.32,1,2.0,67.8,Anual,Starter,0
CLI-00940,13.0,878.99,1,15.0,38.1,Mensual,Pro,0
CLI-00941,25.0,311.76,2,19.0,54.7,Mensual,Pro,0
CLI-00942,27.0,1435.32,1,42.0,73.6,Anual,Starter,0
CLI-00943,23.0,395.18,4,24.0,50.4,Anual,Business,0
CLI-00944,21.0,948.59,1,10.0,99.0,Mensual,Business,0
CLI-00945,14.0,1473.49,0,10.0,95.1,Anual,Business,0
CLI-00946,23.0,412.57,1,40.0,37.2,Mensual,Business,0
CLI-00947,1.0,1444.24,0,10.0,29.3,Anual,Starter,0
CLI-00948,24.0,700.54,1,22.0,57.5,Mensual,Pro,0
CLI-00949,21.0,294.41,2,4.0,68.3,Mensual,Starter,0
CLI-00950,15.0,505.26,0,7.0,87.7,Mensual,Starter,0
CLI-00951,28.0,300.41,2,11.0,83.9,Anual,Business,0
CLI-00952,14.0,496.92,0,3.0,55.2,Mensual,Pro,0
CLI-00953,44.0,445.01,2,7.0,94.0,Mensual,Business,0
CLI-00954,20.0,536.48,1,82.0,56.3,Mensual,Business,0
CLI-00955,1.0,1575.97,2,8.0,45.1,Mensual,Starter,0
CLI-00956,9.0,652.6,0,5.0,53.0,Mensual,Business,0
CLI-00957,12.0,568.92,4,21.0,61.1,Mensual,Starter,0
CLI-00958,11.0,1170.7,1,2.0,55.8,Anual,Pro,0
CLI-00959,30.0,575.25,2,90.0,95.3,Mensual,Starter,0
CLI-00960,18.0,827.34,1,4.0,59.5,Mensual,Starter,0
CLI-00961,42.0,1561.87,2,11.0,69.7,Mensual,Starter,0
CLI-00962,5.0,356.18,0,6.0,80.2,Mensual,Business,0
CLI-00963,26.0,702.54,1,12.0,42.3,Mensual,Business,0
CLI-00964,5.0,1287.06,0,4.0,65.7,Mensual,Pro,0
CLI-00965,21.0,446.25,0,12.0,83.9,Mensual,Starter,0
CLI-00966,17.0,483.16,1,9.0,100.0,Mensual,Starter,0
CLI-00967,17.0,663.64,0,21.0,42.6,Mensual,Pro,0
CLI-00968,9.0,899.9,1,1.0,55.0,Anual,Starter,1
CLI-00969,26.0,392.05,0,2.0,36.4,Anual,Business,0
CLI-00970,42.0,914.3,2,14.0,88.8,Mensual,Pro,0
CLI-00971,16.0,1034.69,2,13.0,47.8,Mensual,Pro,0
CLI-00972,17.0,397.71,0,15.0,55.0,Mensual,Pro,0
CLI-00973,1.0,137.53,0,43.0,82.8,Anual,Starter,0
CLI-00974,11.0,739.5,1,1.0,28.0,Anual,Business,0
CLI-00975,22.0,1034.37,0,3.0,61.1,Mensual,Pro,0
CLI-00976,3.0,827.16,1,18.0,74.3,Anual,Business,0
CLI-00977,19.0,1796.44,2,43.0,52.7,Mensual,Pro,0
CLI-00978,3.0,1110.34,1,1.0,75.7,Anual,Pro,0
CLI-00979,9.0,733.08,1,13.0,71.1,Mensual,Pro,0
CLI-00980,7.0,1195.99,0,8.0,41.6,Mensual,Pro,0
CLI-00981,46.0,753.43,0,37.0,57.1,Anual,Pro,0
CLI-00982,18.0,651.67,2,12.0,26.0,Anual,Starter,0
CLI-00983,6.0,312.64,1,3.0,74.8,Anual,Pro,0
CLI-00984,5.0,115.9,1,9.0,57.2,Mensual,Starter,0
CLI-00985,11.0,348.55,1,2.0,59.9,Mensual,Starter,0
CLI-00986,5.0,1462.45,2,5.0,100.0,Mensual,Starter,0
CLI-00987,25.0,1550.3,0,37.0,64.1,Anual,Starter,0
CLI-00988,41.0,854.54,0,14.0,93.7,Mensual,Pro,0
CLI-00989,11.0,505.16,1,25.0,30.9,Mensual,Starter,1
CLI-00990,16.0,965.44,1,6.0,67.1,Anual,Pro,0
CLI-00991,5.0,1856.16,1,24.0,49.2,Mensual,Business,1
CLI-00992,11.0,1915.11,0,14.0,92.0,Anual,Starter,0
CLI-00993,55.0,331.31,2,1.0,73.1,Mensual,Starter,0
CLI-00994,9.0,493.61,0,0.0,64.3,Mensual,Pro,0
CLI-00995,47.0,1236.39,3,23.0,51.5,Mensual,Starter,0
CLI-00996,22.0,1878.6,0,1.0,63.3,Mensual,Business,0
CLI-00997,33.0,955.35,3,6.0,71.5,Mensual,Pro,0
CLI-00998,11.0,773.58,2,18.0,64.1,Mensual,Business,0
CLI-00999,22.0,426.26,1,10.0,81.6,Mensual,Starter,0
CLI-01000,5.0,770.5,0,4.0,46.8,Mensual,Pro,0
CLI-01001,26.0,326.0,0,31.0,48.4,Mensual,Starter,0
CLI-01002,1.0,1136.99,0,21.0,57.1,Mensual,Starter,0
CLI-01003,11.0,560.72,1,8.0,81.0,Mensual,Business,0
CLI-01004,55.0,267.26,1,17.0,62.4,Anual,Business,0
CLI-01005,11.0,323.53,1,25.0,89.3,Mensual,Starter,0
CLI-01006,15.0,232.16,0,8.0,36.9,Mensual,Business,0
CLI-01007,16.0,1226.52,3,10.0,41.8,Anual,Business,0
CLI-01008,60.0,1661.54,2,8.0,65.7,Mensual,Pro,0
CLI-01009,24.0,83.08,0,8.0,31.0,Mensual,Pro,0
CLI-01010,19.0,1159.53,1,36.0,100.0,Mensual,Pro,0
CLI-01011,17.0,623.93,0,4.0,79.9,Mensual,Pro,0
CLI-01012,8.0,221.29,4,44.0,63.2,Mensual,Pro,0
CLI-01013,9.0,1148.77,2,4.0,60.6,Mensual,Business,1
CLI-01014,10.0,768.45,1,3.0,70.3,Mensual,Starter,1
CLI-01015,21.0,1090.06,4,18.0,100.0,Mensual,Starter,0
CLI-01016,41.0,248.97,1,24.0,56.8,Mensual,Business,0
CLI-01017,27.0,403.26,0,33.0,73.0,Mensual,Business,0
CLI-01018,18.0,502.97,0,8.0,28.8,Mensual,Starter,0
CLI-01019,5.0,620.56,2,6.0,68.1,Mensual,Pro,0
CLI-01020,14.0,264.04,0,18.0,78.1,Anual,Pro,0
CLI-01021,10.0,1215.22,2,77.0,60.8,Mensual,Business,0
CLI-01022,10.0,411.95,2,2.0,46.5,Mensual,Pro,0
CLI-01023,15.0,535.47,2,21.0,96.1,Mensual,Pro,0
CLI-01024,6.0,1129.87,3,8.0,74.9,Mensual,Starter,1
CLI-01025,6.0,385.14,1,15.0,74.8,Mensual,Pro,0
CLI-01026,50.0,821.37,2,29.0,40.2,Mensual,Starter,0
CLI-01027,18.0,616.88,1,48.0,51.2,Mensual,Pro,0
CLI-01028,7.0,869.87,1,18.0,52.7,Mensual,Starter,0
CLI-01029,30.0,447.04,3,3.0,77.4,Anual,Starter,0
CLI-01030,7.0,736.82,2,2.0,79.8,Mensual,Business,0
CLI-01031,8.0,1198.81,0,16.0,97.0,Anual,Pro,0
CLI-01032,25.0,646.19,2,2.0,50.2,Mensual,Pro,0
CLI-01033,7.0,1047.94,2,0.0,55.1,Mensual,Starter,0
CLI-01034,6.0,241.58,1,3.0,31.6,Anual,Starter,0
CLI-01035,4.0,879.92,3,33.0,57.2,Mensual,Pro,1
CLI-01036,14.0,875.14,3,21.0,86.5,Mensual,Business,0
CLI-01037,28.0,2073.52,2,9.0,51.0,Anual,Pro,0
CLI-01038,3.0,529.68,4,15.0,32.8,Anual,Pro,0
CLI-01039,40.0,2283.09,0,16.0,100.0,Mensual,Starter,0
CLI-01040,25.0,1365.19,0,29.0,49.5,Mensual,Business,0
CLI-01041,18.0,1890.32,2,5.0,71.1,Mensual,Starter,0
CLI-01042,26.0,506.37,1,14.0,41.2,Anual,Pro,0
CLI-01043,43.0,849.03,1,25.0,67.4,Anual,Pro,0
CLI-01044,18.0,1206.32,0,14.0,97.7,Mensual,Pro,0
CLI-01045,28.0,869.75,0,5.0,67.9,Anual,Business,0
CLI-01046,25.0,888.72,2,10.0,41.4,Mensual,Pro,0
CLI-01047,9.0,1200.1,2,2.0,54.4,Mensual,Pro,0
CLI-01048,11.0,304.98,1,48.0,25.0,Mensual,Starter,0
CLI-01049,8.0,333.94,2,19.0,42.4,Anual,Pro,0
CLI-01050,12.0,673.14,0,13.0,61.4,Anual,Business,0
CLI-01051,35.0,1008.12,0,13.0,65.8,Mensual,Starter,0
CLI-01052,23.0,523.86,2,3.0,100.0,Anual,Business,0
CLI-01053,16.0,444.46,0,4.0,51.0,Mensual,Business,0
CLI-01054,9.0,1042.63,0,2.0,33.7,Mensual,Starter,0
CLI-01055,5.0,442.43,0,7.0,54.1,Mensual,Pro,0
CLI-01056,29.0,3435.33,2,27.0,26.4,Mensual,Business,0
CLI-01057,6.0,624.05,2,20.0,66.2,Anual,Starter,0
CLI-01058,11.0,1223.76,3,8.0,71.1,Anual,Starter,0
CLI-01059,29.0,1172.66,0,6.0,62.3,Anual,Pro,0
CLI-01060,31.0,422.53,0,21.0,77.4,Anual,Business,0
CLI-01061,10.0,234.59,0,38.0,34.0,Mensual,Pro,0
CLI-01062,9.0,629.78,2,9.0,95.3,Anual,Starter,0
CLI-01063,39.0,284.84,0,24.0,61.9,Mensual,Business,0
CLI-01064,20.0,761.1,1,2.0,78.3,Mensual,Starter,0
CLI-01065,30.0,216.05,3,23.0,70.3,Anual,Pro,0
CLI-01066,13.0,921.9,2,19.0,73.2,Mensual,Starter,0
CLI-01067,13.0,366.63,0,50.0,56.6,Anual,Pro,0
CLI-01068,24.0,1292.49,1,10.0,48.6,Mensual,Starter,0
CLI-01069,6.0,1072.12,1,5.0,73.6,Mensual,Starter,0
CLI-01070,18.0,605.53,1,10.0,47.5,Anual,Pro,0
CLI-01071,12.0,195.25,1,9.0,47.2,Anual,Starter,0
CLI-01072,6.0,915.04,2,9.0,47.9,Mensual,Starter,0
CLI-01073,60.0,789.7,1,35.0,58.0,Anual,Pro,0
CLI-01074,10.0,1473.58,0,24.0,81.3,Anual,Starter,0
CLI-01075,18.0,286.87,2,16.0,69.3,Mensual,Pro,0
CLI-01076,6.0,1409.18,0,81.0,74.2,Mensual,Pro,0
CLI-01077,23.0,1088.99,1,10.0,39.6,Anual,Pro,0
CLI-01078,29.0,1397.9,3,30.0,100.0,Anual,Pro,0
CLI-01079,19.0,912.16,1,21.0,99.6,Mensual,Business,0
CLI-01080,19.0,739.09,3,1.0,63.1,Mensual,Pro,0
CLI-01081,31.0,1038.5,1,11.0,58.2,Mensual,Starter,0
CLI-01082,60.0,461.96,1,13.0,25.8,Anual,Pro,0
CLI-01083,23.0,215.16,2,10.0,69.0,Anual,Pro,0
CLI-01084,20.0,252.0,0,4.0,92.5,Mensual,Starter,0
CLI-01085,32.0,1890.47,1,10.0,38.2,Anual,Business,0
CLI-01086,18.0,715.66,0,12.0,75.9,Mensual,Starter,0
CLI-01087,26.0,1197.79,0,32.0,52.4,Mensual,Starter,0
CLI-01088,16.0,793.18,1,5.0,33.1,Mensual,Pro,1
CLI-01089,21.0,664.25,0,4.0,54.6,Mensual,Starter,0
CLI-01090,5.0,900.05,0,28.0,51.9,Anual,Pro,1
CLI-01091,16.0,450.59,0,11.0,76.4,Mensual,Pro,0
CLI-01092,12.0,820.73,0,26.0,73.7,Mensual,Pro,0
CLI-01093,8.0,33.94,3,5.0,29.7,Anual,Starter,0
CLI-01094,8.0,236.42,0,22.0,100.0,Mensual,Pro,0
CLI-01095,21.0,538.53,1,3.0,62.1,Mensual,Pro,0
CLI-01096,14.0,813.93,0,19.0,72.2,Anual,Pro,0
CLI-01097,15.0,1696.35,1,36.0,91.7,Anual,Pro,0
CLI-01098,35.0,222.88,0,22.0,68.2,Anual,Pro,0
CLI-01099,6.0,1490.85,1,21.0,75.7,Mensual,Pro,0
CLI-01100,35.0,333.89,1,5.0,71.7,Mensual,Starter,0
CLI-01101,25.0,1523.3,0,20.0,83.8,Anual,Starter,0
CLI-01102,10.0,873.37,2,2.0,79.8,Mensual,Business,0
CLI-01103,19.0,2250.66,1,36.0,47.0,Mensual,Starter,0
CLI-01104,14.0,204.42,0,82.0,44.4,Anual,Business,0
CLI-01105,29.0,765.18,2,12.0,83.2,Mensual,Business,0
CLI-01106,7.0,1035.79,2,9.0,61.1,Mensual,Pro,0
CLI-01107,18.0,486.62,2,6.0,81.0,Anual,Starter,0
CLI-01108,1.0,807.16,0,28.0,92.4,Mensual,Starter,0
CLI-01109,8.0,765.41,2,7.0,58.6,Mensual,Starter,0
CLI-01110,20.0,1122.76,3,15.0,70.0,Mensual,Pro,0
CLI-01111,10.0,275.42,1,6.0,43.3,Anual,Business,0
CLI-01112,21.0,2003.09,0,1.0,71.6,Anual,Business,0
CLI-01113,14.0,843.37,0,15.0,73.3,Mensual,Pro,0
CLI-01114,47.0,478.0,0,58.0,20.1,Mensual,Starter,0
CLI-01115,30.0,709.53,2,13.0,80.2,Mensual,Business,0
CLI-01116,14.0,682.93,0,5.0,63.1,Mensual,Business,0
CLI-01117,37.0,526.6,2,0.0,66.0,Anual,Pro,0
CLI-01118,25.0,837.79,2,6.0,66.4,Anual,Starter,0
CLI-01119,9.0,3677.31,1,53.0,73.0,Mensual,Starter,0
CLI-01120,4.0,835.49,0,3.0,100.0,Anual,Starter,0
CLI-01121,3.0,1110.43,1,180.0,70.7,Anual,Starter,1
CLI-01122,4.0,290.74,1,21.0,71.2,Mensual,Starter,1
CLI-01123,15.0,1067.89,1,6.0,65.4,Mensual,Starter,0
CLI-01124,40.0,288.18,2,0.0,56.0,Anual,Starter,0
CLI-01125,5.0,970.77,2,49.0,44.3,Anual,Starter,1
CLI-01126,39.0,1127.9,0,14.0,73.3,Mensual,Business,0
CLI-01127,15.0,717.93,3,8.0,13.9,Mensual,Starter,0
CLI-01128,21.0,685.54,2,10.0,76.3,Anual,Starter,0
CLI-01129,27.0,861.95,0,3.0,75.5,Mensual,Starter,0
CLI-01130,5.0,910.77,1,5.0,47.8,Mensual,Business,0
CLI-01131,4.0,282.84,0,1.0,100.0,Mensual,Starter,0
CLI-01132,33.0,554.6,1,3.0,74.6,Mensual,Pro,0
CLI-01133,59.0,492.3,1,6.0,68.2,Anual,Pro,0
CLI-01134,37.0,846.09,1,27.0,82.0,Mensual,Pro,0
CLI-01135,28.0,1711.36,0,38.0,72.4,Anual,Starter,0
CLI-01136,6.0,751.3,0,22.0,70.1,Mensual,Starter,0
CLI-01137,15.0,384.11,1,16.0,49.1,Mensual,Pro,0
CLI-01138,9.0,980.34,1,1.0,58.1,Mensual,Starter,0
CLI-01139,35.0,683.22,3,4.0,41.4,Anual,Starter,0
CLI-01140,19.0,346.08,1,31.0,38.8,Anual,Pro,0
CLI-01141,16.0,1381.15,1,44.0,74.4,Mensual,Pro,0
CLI-01142,5.0,802.26,2,3.0,43.2,Anual,Business,0
CLI-01143,2.0,303.8,1,5.0,49.9,Mensual,Pro,0
CLI-01144,11.0,1053.18,0,30.0,94.6,Mensual,Starter,0
CLI-01145,3.0,1307.26,0,5.0,86.6,Mensual,Starter,0
CLI-01146,26.0,659.07,0,14.0,77.2,Anual,Business,0
CLI-01147,8.0,580.04,0,10.0,45.6,Mensual,Business,0
CLI-01148,12.0,382.5,0,0.0,70.3,Mensual,Pro,0
CLI-01149,14.0,805.62,1,13.0,74.8,Anual,Pro,0
CLI-01150,11.0,652.74,2,2.0,95.2,Anual,Pro,0
CLI-01151,6.0,1094.26,3,2.0,61.5,Anual,Business,0
CLI-01152,60.0,1717.94,1,48.0,85.4,Mensual,Starter,0
CLI-01153,13.0,1650.41,1,0.0,55.2,Mensual,Starter,0
CLI-01154,13.0,1351.49,0,12.0,36.7,Mensual,Business,0
CLI-01155,36.0,1082.51,0,11.0,42.4,Mensual,Business,0
CLI-01156,32.0,1453.04,0,4.0,30.4,Mensual,Business,0
CLI-01157,9.0,1179.08,1,39.0,84.2,Mensual,Pro,1
CLI-01158,35.0,955.78,1,41.0,88.3,Mensual,Pro,0
CLI-01159,15.0,383.66,0,57.0,63.2,Mensual,Starter,0
CLI-01160,10.0,837.44,2,14.0,100.0,Mensual,Pro,0
CLI-01161,21.0,599.43,0,28.0,95.5,Mensual,Pro,0
CLI-01162,4.0,1732.71,0,13.0,44.6,Mensual,Pro,0
CLI-01163,12.0,226.51,2,7.0,64.4,Mensual,Starter,0
CLI-01164,2.0,498.2,0,37.0,61.1,Mensual,Starter,0
CLI-01165,13.0,1467.99,1,26.0,24.9,Mensual,Starter,0
