evento_id,oportunidad_id,etapa,fecha_evento,vendedor_id
EVO-006629,OPP-002752,lead,2025-12-23,VEN-005
EVO-006630,OPP-002754,lead,2025-12-23,VEN-005
EVO-006631,OPP-002761,lead,2025-12-23,VEN-003
EVO-006632,OPP-002761,contactado,2025-12-23,VEN-003
EVO-006633,OPP-002763,calificado,2025-12-23,VEN-002
EVO-006634,OPP-002771,lead,2025-12-23,VEN-002
EVO-006635,OPP-002771,contactado,2025-12-23,VEN-002
EVO-006636,OPP-002774,contactado,2025-12-23,VEN-003
EVO-006637,OPP-002780,lead,2025-12-23,VEN-003
EVO-006638,OPP-002784,contactado,2025-12-23,VEN-006
EVO-006639,OPP-002785,lead,2025-12-23,VEN-006
EVO-006640,OPP-002787,contactado,2025-12-23,VEN-004
EVO-006641,OPP-002789,lead,2025-12-23,VEN-003
EVO-006642,OPP-002791,lead,2025-12-23,VEN-011
EVO-006643,OPP-002791,contactado,2025-12-23,VEN-011
EVO-006644,OPP-002795,calificado,2025-12-23,VEN-011
EVO-006645,OPP-002797,lead,2025-12-23,VEN-007
EVO-006646,OPP-002798,lead,2025-12-23,VEN-001
EVO-006647,OPP-002801,lead,2025-12-23,VEN-012
EVO-006648,OPP-002806,lead,2025-12-23,VEN-012
EVO-006649,OPP-002693,propuesta,2025-12-24,VEN-007
EVO-006650,OPP-002738,propuesta,2025-12-24,VEN-002
EVO-006651,OPP-002740,propuesta,2025-12-24,VEN-005
EVO-006652,OPP-002740,cierre,2025-12-24,VEN-005
EVO-006653,OPP-002749,lead,2025-12-24,VEN-011
EVO-006654,OPP-002756,contactado,2025-12-24,VEN-010
EVO-006655,OPP-002765,lead,2025-12-24,VEN-012
EVO-006656,OPP-002766,contactado,2025-12-24,VEN-011
EVO-006657,OPP-002767,contactado,2025-12-24,VEN-010
EVO-006658,OPP-002772,lead,2025-12-24,VEN-010
EVO-006659,OPP-002776,lead,2025-12-24,VEN-003
EVO-006660,OPP-002777,contactado,2025-12-24,VEN-010
EVO-006661,OPP-002781,lead,2025-12-24,VEN-007
EVO-006662,OPP-002788,contactado,2025-12-24,VEN-004
EVO-006663,OPP-002791,calificado,2025-12-24,VEN-011
EVO-006664,OPP-002793,lead,2025-12-24,VEN-010
EVO-006665,OPP-002700,cierre,2025-12-25,VEN-010
EVO-006666,OPP-002748,contactado,2025-12-25,VEN-008
EVO-006667,OPP-002749,contactado,2025-12-25,VEN-011
EVO-006668,OPP-002753,lead,2025-12-25,VEN-012
EVO-006669,OPP-002756,calificado,2025-12-25,VEN-010
EVO-006670,OPP-002756,propuesta,2025-12-25,VEN-010
EVO-006671,OPP-002758,lead,2025-12-25,VEN-011
EVO-006672,OPP-002759,lead,2025-12-25,VEN-003
EVO-006673,OPP-002762,lead,2025-12-25,VEN-007
EVO-006674,OPP-002762,contactado,2025-12-25,VEN-007
EVO-006675,OPP-002763,propuesta,2025-12-25,VEN-002
EVO-006676,OPP-002771,calificado,2025-12-25,VEN-002
EVO-006677,OPP-002774,calificado,2025-12-25,VEN-003
EVO-006678,OPP-002774,propuesta,2025-12-25,VEN-003
EVO-006679,OPP-002780,contactado,2025-12-25,VEN-003
EVO-006680,OPP-002781,contactado,2025-12-25,VEN-007
EVO-006681,OPP-002783,lead,2025-12-25,VEN-010
EVO-006682,OPP-002785,contactado,2025-12-25,VEN-006
EVO-006683,OPP-002787,calificado,2025-12-25,VEN-004
EVO-006684,OPP-002789,contactado,2025-12-25,VEN-003
EVO-006685,OPP-002790,lead,2025-12-25,VEN-009
EVO-006686,OPP-002797,contactado,2025-12-25,VEN-007
EVO-006687,OPP-002798,contactado,2025-12-25,VEN-001
EVO-006688,OPP-002799,lead,2025-12-25,VEN-012
EVO-006689,OPP-002800,lead,2025-12-25,VEN-012
EVO-006690,OPP-002802,lead,2025-12-25,VEN-001
EVO-006691,OPP-002802,contactado,2025-12-25,VEN-001
EVO-006692,OPP-002803,lead,2025-12-25,VEN-005
EVO-006693,OPP-002804,lead,2025-12-25,VEN-005
EVO-006694,OPP-002807,lead,2025-12-25,VEN-008
EVO-006695,OPP-002750,contactado,2025-12-26,VEN-005
EVO-006696,OPP-002750,calificado,2025-12-26,VEN-005
EVO-006697,OPP-002751,lead,2025-12-26,VEN-002
EVO-006698,OPP-002752,contactado,2025-12-26,VEN-005
EVO-006699,OPP-002754,contactado,2025-12-26,VEN-005
EVO-006700,OPP-002755,lead,2025-12-26,VEN-004
EVO-006701,OPP-002755,contactado,2025-12-26,VEN-004
EVO-006702,OPP-002757,lead,2025-12-26,VEN-005
EVO-006703,OPP-002758,contactado,2025-12-26,VEN-011
EVO-006704,OPP-002760,lead,2025-12-26,VEN-011
EVO-006705,OPP-002768,lead,2025-12-26,VEN-010
EVO-006706,OPP-002769,lead,2025-12-26,VEN-007
EVO-006707,OPP-002770,lead,2025-12-26,VEN-007
EVO-006708,OPP-002770,contactado,2025-12-26,VEN-007
EVO-006709,OPP-002773,lead,2025-12-26,VEN-006
EVO-006710,OPP-002777,calificado,2025-12-26,VEN-010
EVO-006711,OPP-002778,lead,2025-12-26,VEN-004
EVO-006712,OPP-002783,contactado,2025-12-26,VEN-010
EVO-006713,OPP-002786,lead,2025-12-26,VEN-009
EVO-006714,OPP-002786,contactado,2025-12-26,VEN-009
EVO-006715,OPP-002792,lead,2025-12-26,VEN-001
EVO-006716,OPP-002792,contactado,2025-12-26,VEN-001
EVO-006717,OPP-002794,lead,2025-12-26,VEN-001
EVO-006718,OPP-002796,lead,2025-12-26,VEN-006
EVO-006719,OPP-002796,contactado,2025-12-26,VEN-006
EVO-006720,OPP-002797,calificado,2025-12-26,VEN-007
EVO-006721,OPP-002800,contactado,2025-12-26,VEN-012
EVO-006722,OPP-002800,calificado,2025-12-26,VEN-012
EVO-006723,OPP-002808,lead,2025-12-26,VEN-008
EVO-006724,OPP-002808,contactado,2025-12-26,VEN-008
EVO-006725,OPP-002760,contactado,2025-12-27,VEN-011
EVO-006726,OPP-002766,calificado,2025-12-27,VEN-011
EVO-006727,OPP-002766,propuesta,2025-12-27,VEN-011
EVO-006728,OPP-002772,contactado,2025-12-27,VEN-010
EVO-006729,OPP-002790,contactado,2025-12-27,VEN-009
EVO-006730,OPP-002791,propuesta,2025-12-27,VEN-011
EVO-006731,OPP-002794,contactado,2025-12-27,VEN-001
EVO-006732,OPP-002796,calificado,2025-12-27,VEN-006
EVO-006733,OPP-002755,calificado,2025-12-28,VEN-004
EVO-006734,OPP-002757,contactado,2025-12-28,VEN-005
EVO-006735,OPP-002759,contactado,2025-12-28,VEN-003
EVO-006736,OPP-002769,contactado,2025-12-28,VEN-007
EVO-006737,OPP-002773,contactado,2025-12-28,VEN-006
EVO-006738,OPP-002774,cierre,2025-12-28,VEN-003
EVO-006739,OPP-002783,calificado,2025-12-28,VEN-010
EVO-006740,OPP-002783,propuesta,2025-12-28,VEN-010
EVO-006741,OPP-002791,cierre,2025-12-28,VEN-011
EVO-006742,OPP-002797,propuesta,2025-12-28,VEN-007
EVO-006743,OPP-002803,contactado,2025-12-28,VEN-005
EVO-006744,OPP-002750,propuesta,2025-12-29,VEN-005
EVO-006745,OPP-002752,calificado,2025-12-29,VEN-005
EVO-006746,OPP-002754,calificado,2025-12-29,VEN-005
EVO-006747,OPP-002766,cierre,2025-12-29,VEN-011
EVO-006748,OPP-002783,cierre,2025-12-29,VEN-010
EVO-006749,OPP-002792,calificado,2025-12-29,VEN-001
EVO-006750,OPP-002808,calificado,2025-12-29,VEN-008
EVO-006751,OPP-002812,lead,2025-12-29,VEN-005
EVO-006752,OPP-002817,lead,2025-12-29,VEN-002
EVO-006753,OPP-002824,lead,2025-12-29,VEN-011
EVO-006754,OPP-002825,lead,2025-12-29,VEN-010
EVO-006755,OPP-002826,lead,2025-12-29,VEN-006
EVO-006756,OPP-002835,lead,2025-12-29,VEN-002
EVO-006757,OPP-002854,lead,2025-12-29,VEN-005
EVO-006758,OPP-002855,lead,2025-12-29,VEN-002
EVO-006759,OPP-002757,calificado,2025-12-30,VEN-005
EVO-006760,OPP-002760,calificado,2025-12-30,VEN-011
EVO-006761,OPP-002760,propuesta,2025-12-30,VEN-011
EVO-006762,OPP-002794,calificado,2025-12-30,VEN-001
EVO-006763,OPP-002797,cierre,2025-12-30,VEN-007
EVO-006764,OPP-002803,calificado,2025-12-30,VEN-005
EVO-006765,OPP-002818,lead,2025-12-30,VEN-005
EVO-006766,OPP-002820,lead,2025-12-30,VEN-001
EVO-006767,OPP-002820,contactado,2025-12-30,VEN-001
EVO-006768,OPP-002821,lead,2025-12-30,VEN-006
EVO-006769,OPP-002822,lead,2025-12-30,VEN-009
EVO-006770,OPP-002824,contactado,2025-12-30,VEN-011
EVO-006771,OPP-002833,lead,2025-12-30,VEN-009
EVO-006772,OPP-002842,lead,2025-12-30,VEN-006
EVO-006773,OPP-002849,lead,2025-12-30,VEN-005
EVO-006774,OPP-002849,contactado,2025-12-30,VEN-005
EVO-006775,OPP-002851,lead,2025-12-30,VEN-006
EVO-006776,OPP-002856,lead,2025-12-30,VEN-003
EVO-006777,OPP-002811,lead,2025-12-31,VEN-011
EVO-006778,OPP-002813,lead,2025-12-31,VEN-010
EVO-006779,OPP-002813,contactado,2025-12-31,VEN-010
EVO-006780,OPP-002817,contactado,2025-12-31,VEN-002
EVO-006781,OPP-002822,contactado,2025-12-31,VEN-009
EVO-006782,OPP-002829,lead,2025-12-31,VEN-011
EVO-006783,OPP-002832,lead,2025-12-31,VEN-012
EVO-006784,OPP-002835,contactado,2025-12-31,VEN-002
EVO-006785,OPP-002837,lead,2025-12-31,VEN-001
EVO-006786,OPP-002839,lead,2025-12-31,VEN-004
EVO-006787,OPP-002841,lead,2025-12-31,VEN-005
EVO-006788,OPP-002842,contactado,2025-12-31,VEN-006
EVO-006789,OPP-002851,contactado,2025-12-31,VEN-006
EVO-006790,OPP-002854,contactado,2025-12-31,VEN-005
EVO-006791,OPP-002855,contactado,2025-12-31,VEN-002
EVO-006792,OPP-002856,contactado,2025-12-31,VEN-003
EVO-006793,OPP-002752,propuesta,2026-01-01,VEN-005
EVO-006794,OPP-002792,propuesta,2026-01-01,VEN-001
EVO-006795,OPP-002794,propuesta,2026-01-01,VEN-001
EVO-006796,OPP-002809,lead,2026-01-01,VEN-006
EVO-006797,OPP-002809,contactado,2026-01-01,VEN-006
EVO-006798,OPP-002810,lead,2026-01-01,VEN-005
EVO-006799,OPP-002811,contactado,2026-01-01,VEN-011
EVO-006800,OPP-002815,lead,2026-01-01,VEN-005
EVO-006801,OPP-002816,lead,2026-01-01,VEN-007
EVO-006802,OPP-002818,contactado,2026-01-01,VEN-005
EVO-006803,OPP-002821,contactado,2026-01-01,VEN-006
EVO-006804,OPP-002823,lead,2026-01-01,VEN-008
EVO-006805,OPP-002825,contactado,2026-01-01,VEN-010
EVO-006806,OPP-002831,lead,2026-01-01,VEN-005
EVO-006807,OPP-002833,contactado,2026-01-01,VEN-009
EVO-006808,OPP-002836,lead,2026-01-01,VEN-003
EVO-006809,OPP-002838,lead,2026-01-01,VEN-004
EVO-006810,OPP-002844,lead,2026-01-01,VEN-012
EVO-006811,OPP-002845,lead,2026-01-01,VEN-004
EVO-006812,OPP-002847,lead,2026-01-01,VEN-011
EVO-006813,OPP-002850,lead,2026-01-01,VEN-004
EVO-006814,OPP-002850,contactado,2026-01-01,VEN-004
EVO-006815,OPP-002853,lead,2026-01-01,VEN-006
EVO-006816,OPP-002813,calificado,2026-01-02,VEN-010
EVO-006817,OPP-002814,lead,2026-01-02,VEN-009
EVO-006818,OPP-002814,contactado,2026-01-02,VEN-009
EVO-006819,OPP-002815,contactado,2026-01-02,VEN-005
EVO-006820,OPP-002819,lead,2026-01-02,VEN-008
EVO-006821,OPP-002827,lead,2026-01-02,VEN-006
EVO-006822,OPP-002827,contactado,2026-01-02,VEN-006
EVO-006823,OPP-002828,lead,2026-01-02,VEN-004
EVO-006824,OPP-002829,contactado,2026-01-02,VEN-011
EVO-006825,OPP-002830,lead,2026-01-02,VEN-003
EVO-006826,OPP-002830,contactado,2026-01-02,VEN-003
EVO-006827,OPP-002832,contactado,2026-01-02,VEN-012
EVO-006828,OPP-002834,lead,2026-01-02,VEN-004
EVO-006829,OPP-002840,lead,2026-01-02,VEN-004
EVO-006830,OPP-002843,lead,2026-01-02,VEN-005
EVO-006831,OPP-002844,contactado,2026-01-02,VEN-012
EVO-006832,OPP-002846,lead,2026-01-02,VEN-010
EVO-006833,OPP-002848,lead,2026-01-02,VEN-006
EVO-006834,OPP-002852,lead,2026-01-02,VEN-007
EVO-006835,OPP-002855,calificado,2026-01-02,VEN-002
EVO-006836,OPP-002855,propuesta,2026-01-02,VEN-002
EVO-006837,OPP-002813,propuesta,2026-01-03,VEN-010
EVO-006838,OPP-002818,calificado,2026-01-03,VEN-005
EVO-006839,OPP-002819,contactado,2026-01-03,VEN-008
EVO-006840,OPP-002845,contactado,2026-01-03,VEN-004
EVO-006841,OPP-002845,calificado,2026-01-03,VEN-004
EVO-006842,OPP-002848,contactado,2026-01-03,VEN-006
EVO-006843,OPP-002856,calificado,2026-01-03,VEN-003
EVO-006844,OPP-002752,cierre,2026-01-04,VEN-005
EVO-006845,OPP-002827,calificado,2026-01-04,VEN-006
EVO-006846,OPP-002845,propuesta,2026-01-04,VEN-004
EVO-006847,OPP-002846,contactado,2026-01-04,VEN-010
EVO-006848,OPP-002846,calificado,2026-01-04,VEN-010
EVO-006849,OPP-002848,calificado,2026-01-04,VEN-006
EVO-006850,OPP-002848,propuesta,2026-01-04,VEN-006
EVO-006851,OPP-002832,calificado,2026-01-05,VEN-012
EVO-006852,OPP-002840,contactado,2026-01-05,VEN-004
EVO-006853,OPP-002862,lead,2026-01-05,VEN-006
EVO-006854,OPP-002870,lead,2026-01-05,VEN-005
EVO-006855,OPP-002874,lead,2026-01-05,VEN-011
EVO-006856,OPP-002874,contactado,2026-01-05,VEN-011
EVO-006857,OPP-002875,lead,2026-01-05,VEN-001
EVO-006858,OPP-002876,lead,2026-01-05,VEN-012
EVO-006859,OPP-002887,lead,2026-01-05,VEN-002
EVO-006860,OPP-002891,lead,2026-01-05,VEN-002
EVO-006861,OPP-002895,lead,2026-01-05,VEN-012
EVO-006862,OPP-002901,lead,2026-01-05,VEN-011
EVO-006863,OPP-002827,propuesta,2026-01-06,VEN-006
EVO-006864,OPP-002861,lead,2026-01-06,VEN-006
EVO-006865,OPP-002861,contactado,2026-01-06,VEN-006
EVO-006866,OPP-002875,contactado,2026-01-06,VEN-001
EVO-006867,OPP-002879,lead,2026-01-06,VEN-002
EVO-006868,OPP-002882,lead,2026-01-06,VEN-012
EVO-006869,OPP-002885,lead,2026-01-06,VEN-011
EVO-006870,OPP-002885,contactado,2026-01-06,VEN-011
EVO-006871,OPP-002886,lead,2026-01-06,VEN-007
EVO-006872,OPP-002891,contactado,2026-01-06,VEN-002
EVO-006873,OPP-002897,lead,2026-01-06,VEN-011
EVO-006874,OPP-002846,propuesta,2026-01-07,VEN-010
EVO-006875,OPP-002857,lead,2026-01-07,VEN-003
EVO-006876,OPP-002860,lead,2026-01-07,VEN-006
EVO-006877,OPP-002862,contactado,2026-01-07,VEN-006
EVO-006878,OPP-002863,lead,2026-01-07,VEN-007
EVO-006879,OPP-002866,lead,2026-01-07,VEN-005
EVO-006880,OPP-002868,lead,2026-01-07,VEN-001
EVO-006881,OPP-002873,lead,2026-01-07,VEN-007
EVO-006882,OPP-002874,calificado,2026-01-07,VEN-011
EVO-006883,OPP-002884,lead,2026-01-07,VEN-010
EVO-006884,OPP-002885,calificado,2026-01-07,VEN-011
EVO-006885,OPP-002885,propuesta,2026-01-07,VEN-011
EVO-006886,OPP-002886,contactado,2026-01-07,VEN-007
EVO-006887,OPP-002887,contactado,2026-01-07,VEN-002
EVO-006888,OPP-002890,lead,2026-01-07,VEN-005
EVO-006889,OPP-002890,contactado,2026-01-07,VEN-005
EVO-006890,OPP-002891,calificado,2026-01-07,VEN-002
EVO-006891,OPP-002893,lead,2026-01-07,VEN-010
EVO-006892,OPP-002893,contactado,2026-01-07,VEN-010
EVO-006893,OPP-002897,contactado,2026-01-07,VEN-011
EVO-006894,OPP-002899,lead,2026-01-07,VEN-008
EVO-006895,OPP-002900,lead,2026-01-07,VEN-011
EVO-006896,OPP-002902,lead,2026-01-07,VEN-010
EVO-006897,OPP-002902,contactado,2026-01-07,VEN-010
EVO-006898,OPP-002832,propuesta,2026-01-08,VEN-012
EVO-006899,OPP-002860,contactado,2026-01-08,VEN-006
EVO-006900,OPP-002863,contactado,2026-01-08,VEN-007
EVO-006901,OPP-002867,lead,2026-01-08,VEN-003
EVO-006902,OPP-002867,contactado,2026-01-08,VEN-003
EVO-006903,OPP-002869,lead,2026-01-08,VEN-005
EVO-006904,OPP-002871,lead,2026-01-08,VEN-006
EVO-006905,OPP-002875,calificado,2026-01-08,VEN-001
EVO-006906,OPP-002878,lead,2026-01-08,VEN-012
EVO-006907,OPP-002880,lead,2026-01-08,VEN-008
EVO-006908,OPP-002882,contactado,2026-01-08,VEN-012
EVO-006909,OPP-002883,lead,2026-01-08,VEN-011
EVO-006910,OPP-002888,lead,2026-01-08,VEN-011
EVO-006911,OPP-002889,lead,2026-01-08,VEN-001
EVO-006912,OPP-002893,calificado,2026-01-08,VEN-010
EVO-006913,OPP-002900,contactado,2026-01-08,VEN-011
EVO-006914,OPP-002900,calificado,2026-01-08,VEN-011
EVO-006915,OPP-002858,lead,2026-01-09,VEN-002
EVO-006916,OPP-002859,lead,2026-01-09,VEN-003
EVO-006917,OPP-002860,calificado,2026-01-09,VEN-006
EVO-006918,OPP-002861,calificado,2026-01-09,VEN-006
EVO-006919,OPP-002863,calificado,2026-01-09,VEN-007
EVO-006920,OPP-002864,lead,2026-01-09,VEN-004
EVO-006921,OPP-002865,lead,2026-01-09,VEN-003
EVO-006922,OPP-002869,contactado,2026-01-09,VEN-005
EVO-006923,OPP-002871,contactado,2026-01-09,VEN-006
EVO-006924,OPP-002872,lead,2026-01-09,VEN-002
EVO-006925,OPP-002873,contactado,2026-01-09,VEN-007
EVO-006926,OPP-002877,lead,2026-01-09,VEN-006
EVO-006927,OPP-002877,contactado,2026-01-09,VEN-006
EVO-006928,OPP-002879,contactado,2026-01-09,VEN-002
EVO-006929,OPP-002881,lead,2026-01-09,VEN-002
EVO-006930,OPP-002882,calificado,2026-01-09,VEN-012
EVO-006931,OPP-002884,contactado,2026-01-09,VEN-010
EVO-006932,OPP-002887,calificado,2026-01-09,VEN-002
EVO-006933,OPP-002887,propuesta,2026-01-09,VEN-002
EVO-006934,OPP-002889,contactado,2026-01-09,VEN-001
EVO-006935,OPP-002889,calificado,2026-01-09,VEN-001
EVO-006936,OPP-002892,lead,2026-01-09,VEN-011
EVO-006937,OPP-002894,lead,2026-01-09,VEN-007
EVO-006938,OPP-002894,contactado,2026-01-09,VEN-007
EVO-006939,OPP-002896,lead,2026-01-09,VEN-009
EVO-006940,OPP-002898,lead,2026-01-09,VEN-009
EVO-006941,OPP-002898,contactado,2026-01-09,VEN-009
EVO-006942,OPP-002857,contactado,2026-01-10,VEN-003
EVO-006943,OPP-002865,contactado,2026-01-10,VEN-003
EVO-006944,OPP-002866,contactado,2026-01-10,VEN-005
EVO-006945,OPP-002867,calificado,2026-01-10,VEN-003
EVO-006946,OPP-002882,propuesta,2026-01-10,VEN-012
EVO-006947,OPP-002886,calificado,2026-01-10,VEN-007
EVO-006948,OPP-002898,calificado,2026-01-10,VEN-009
EVO-006949,OPP-002898,propuesta,2026-01-10,VEN-009
EVO-006950,OPP-002866,calificado,2026-01-11,VEN-005
EVO-006951,OPP-002880,contactado,2026-01-11,VEN-008
EVO-006952,OPP-002881,contactado,2026-01-11,VEN-002
EVO-006953,OPP-002858,contactado,2026-01-12,VEN-002
EVO-006954,OPP-002859,contactado,2026-01-12,VEN-003
EVO-006955,OPP-002860,propuesta,2026-01-12,VEN-006
EVO-006956,OPP-002864,contactado,2026-01-12,VEN-004
EVO-006957,OPP-002864,calificado,2026-01-12,VEN-004
EVO-006958,OPP-002872,contactado,2026-01-12,VEN-002
EVO-006959,OPP-002879,calificado,2026-01-12,VEN-002
EVO-006960,OPP-002884,calificado,2026-01-12,VEN-010
EVO-006961,OPP-002896,contactado,2026-01-12,VEN-009
EVO-006962,OPP-002903,lead,2026-01-12,VEN-003
EVO-006963,OPP-002904,lead,2026-01-12,VEN-011
EVO-006964,OPP-002906,lead,2026-01-12,VEN-002
EVO-006965,OPP-002908,lead,2026-01-12,VEN-002
EVO-006966,OPP-002912,lead,2026-01-12,VEN-002
EVO-006967,OPP-002912,contactado,2026-01-12,VEN-002
EVO-006968,OPP-002913,lead,2026-01-12,VEN-002
EVO-006969,OPP-002914,lead,2026-01-12,VEN-001
EVO-006970,OPP-002935,lead,2026-01-12,VEN-006
EVO-006971,OPP-002942,lead,2026-01-12,VEN-002
EVO-006972,OPP-002952,lead,2026-01-12,VEN-012
EVO-006973,OPP-002857,calificado,2026-01-13,VEN-003
EVO-006974,OPP-002859,calificado,2026-01-13,VEN-003
EVO-006975,OPP-002882,cierre,2026-01-13,VEN-012
EVO-006976,OPP-002908,contactado,2026-01-13,VEN-002
EVO-006977,OPP-002911,lead,2026-01-13,VEN-011
EVO-006978,OPP-002911,contactado,2026-01-13,VEN-011
EVO-006979,OPP-002912,calificado,2026-01-13,VEN-002
EVO-006980,OPP-002914,contactado,2026-01-13,VEN-001
EVO-006981,OPP-002919,lead,2026-01-13,VEN-012
EVO-006982,OPP-002923,lead,2026-01-13,VEN-009
EVO-006983,OPP-002923,contactado,2026-01-13,VEN-009
EVO-006984,OPP-002924,lead,2026-01-13,VEN-009
EVO-006985,OPP-002924,contactado,2026-01-13,VEN-009
EVO-006986,OPP-002927,lead,2026-01-13,VEN-012
EVO-006987,OPP-002928,lead,2026-01-13,VEN-003
EVO-006988,OPP-002929,lead,2026-01-13,VEN-003
EVO-006989,OPP-002932,lead,2026-01-13,VEN-011
EVO-006990,OPP-002932,contactado,2026-01-13,VEN-011
EVO-006991,OPP-002936,lead,2026-01-13,VEN-002
EVO-006992,OPP-002936,contactado,2026-01-13,VEN-002
EVO-006993,OPP-002937,lead,2026-01-13,VEN-001
EVO-006994,OPP-002938,lead,2026-01-13,VEN-010
EVO-006995,OPP-002938,contactado,2026-01-13,VEN-010
EVO-006996,OPP-002939,lead,2026-01-13,VEN-007
EVO-006997,OPP-002939,contactado,2026-01-13,VEN-007
EVO-006998,OPP-002939,calificado,2026-01-13,VEN-007
EVO-006999,OPP-002939,propuesta,2026-01-13,VEN-007
EVO-007000,OPP-002948,lead,2026-01-13,VEN-006
EVO-007001,OPP-002953,lead,2026-01-13,VEN-010
EVO-007002,OPP-002864,propuesta,2026-01-14,VEN-004
EVO-007003,OPP-002881,calificado,2026-01-14,VEN-002
EVO-007004,OPP-002903,contactado,2026-01-14,VEN-003
EVO-007005,OPP-002904,contactado,2026-01-14,VEN-011
EVO-007006,OPP-002909,lead,2026-01-14,VEN-011
EVO-007007,OPP-002910,lead,2026-01-14,VEN-005
EVO-007008,OPP-002911,calificado,2026-01-14,VEN-011
EVO-007009,OPP-002921,lead,2026-01-14,VEN-006
EVO-007010,OPP-002940,lead,2026-01-14,VEN-006
EVO-007011,OPP-002941,lead,2026-01-14,VEN-007
EVO-007012,OPP-002943,lead,2026-01-14,VEN-001
EVO-007013,OPP-002946,lead,2026-01-14,VEN-004
EVO-007014,OPP-002947,lead,2026-01-14,VEN-007
EVO-007015,OPP-002947,contactado,2026-01-14,VEN-007
EVO-007016,OPP-002949,lead,2026-01-14,VEN-002
EVO-007017,OPP-002953,contactado,2026-01-14,VEN-010
EVO-007018,OPP-002858,calificado,2026-01-15,VEN-002
EVO-007019,OPP-002879,propuesta,2026-01-15,VEN-002
EVO-007020,OPP-002905,lead,2026-01-15,VEN-011
EVO-007021,OPP-002905,contactado,2026-01-15,VEN-011
EVO-007022,OPP-002913,contactado,2026-01-15,VEN-002
EVO-007023,OPP-002915,lead,2026-01-15,VEN-004
EVO-007024,OPP-002916,lead,2026-01-15,VEN-010
EVO-007025,OPP-002917,lead,2026-01-15,VEN-009
EVO-007026,OPP-002917,contactado,2026-01-15,VEN-009
EVO-007027,OPP-002920,lead,2026-01-15,VEN-011
EVO-007028,OPP-002926,lead,2026-01-15,VEN-003
EVO-007029,OPP-002931,lead,2026-01-15,VEN-010
EVO-007030,OPP-002931,contactado,2026-01-15,VEN-010
EVO-007031,OPP-002934,lead,2026-01-15,VEN-003
EVO-007032,OPP-002937,contactado,2026-01-15,VEN-001
EVO-007033,OPP-002937,calificado,2026-01-15,VEN-001
EVO-007034,OPP-002937,propuesta,2026-01-15,VEN-001
EVO-007035,OPP-002938,calificado,2026-01-15,VEN-010
EVO-007036,OPP-002941,contactado,2026-01-15,VEN-007
EVO-007037,OPP-002942,contactado,2026-01-15,VEN-002
EVO-007038,OPP-002947,calificado,2026-01-15,VEN-007
EVO-007039,OPP-002948,contactado,2026-01-15,VEN-006
EVO-007040,OPP-002952,contactado,2026-01-15,VEN-012
EVO-007041,OPP-002953,calificado,2026-01-15,VEN-010
EVO-007042,OPP-002907,lead,2026-01-16,VEN-010
EVO-007043,OPP-002914,calificado,2026-01-16,VEN-001
EVO-007044,OPP-002918,lead,2026-01-16,VEN-010
EVO-007045,OPP-002922,lead,2026-01-16,VEN-007
EVO-007046,OPP-002925,lead,2026-01-16,VEN-005
EVO-007047,OPP-002927,contactado,2026-01-16,VEN-012
EVO-007048,OPP-002929,contactado,2026-01-16,VEN-003
EVO-007049,OPP-002929,calificado,2026-01-16,VEN-003
EVO-007050,OPP-002930,lead,2026-01-16,VEN-002
EVO-007051,OPP-002932,calificado,2026-01-16,VEN-011
EVO-007052,OPP-002933,lead,2026-01-16,VEN-004
EVO-007053,OPP-002933,contactado,2026-01-16,VEN-004
EVO-007054,OPP-002936,calificado,2026-01-16,VEN-002
EVO-007055,OPP-002944,lead,2026-01-16,VEN-010
EVO-007056,OPP-002945,lead,2026-01-16,VEN-003
EVO-007057,OPP-002950,lead,2026-01-16,VEN-001
EVO-007058,OPP-002951,lead,2026-01-16,VEN-011
EVO-007059,OPP-002905,calificado,2026-01-17,VEN-011
EVO-007060,OPP-002913,calificado,2026-01-17,VEN-002
EVO-007061,OPP-002917,calificado,2026-01-17,VEN-009
EVO-007062,OPP-002917,propuesta,2026-01-17,VEN-009
EVO-007063,OPP-002917,cierre,2026-01-17,VEN-009
EVO-007064,OPP-002921,contactado,2026-01-17,VEN-006
EVO-007065,OPP-002926,contactado,2026-01-17,VEN-003
EVO-007066,OPP-002942,calificado,2026-01-17,VEN-002
EVO-007067,OPP-002945,contactado,2026-01-17,VEN-003
EVO-007068,OPP-002945,calificado,2026-01-17,VEN-003
EVO-007069,OPP-002946,contactado,2026-01-17,VEN-004
EVO-007070,OPP-002948,calificado,2026-01-17,VEN-006
EVO-007071,OPP-002951,contactado,2026-01-17,VEN-011
EVO-007072,OPP-002951,calificado,2026-01-17,VEN-011
EVO-007073,OPP-002918,contactado,2026-01-18,VEN-010
EVO-007074,OPP-002931,calificado,2026-01-18,VEN-010
EVO-007075,OPP-002937,cierre,2026-01-18,VEN-001
EVO-007076,OPP-002918,calificado,2026-01-19,VEN-010
EVO-007077,OPP-002925,contactado,2026-01-19,VEN-005
EVO-007078,OPP-002930,contactado,2026-01-19,VEN-002
EVO-007079,OPP-002944,contactado,2026-01-19,VEN-010
EVO-007080,OPP-002955,lead,2026-01-19,VEN-010
EVO-007081,OPP-002956,lead,2026-01-19,VEN-012
EVO-007082,OPP-002957,lead,2026-01-19,VEN-009
EVO-007083,OPP-002960,lead,2026-01-19,VEN-002
