mes,region,cliente_id,perfil,categoria,subcategoria,ingreso_mxn
2025-07,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,387.3
2025-08,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,410.98
2025-09,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,362.37
2025-10,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,430.06
2025-11,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,383.47
2025-12,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,364.46
2026-01,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,351.13
2026-02,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,375.14
2026-03,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,382.55
2026-04,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,350.25
2026-05,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,385.19
2026-06,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,328.33
2026-07,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,360.21
2026-08,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,222.84
2025-02,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,102.72
2025-03,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,111.04
2025-04,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,111.81
2025-05,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,108.93
2025-07,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,101.86
2025-08,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,85.87
2025-09,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,142.52
2025-10,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,92.92
2025-11,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,137.92
2026-01,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,159.04
2026-03,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,118.78
2026-04,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,163.79
2026-05,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,118.97
2026-06,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,153.76
2026-07,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,153.84
2025-01,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,309.69
2025-03,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,309.86
2025-04,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,345.33
2025-05,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,275.1
2025-06,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,343.57
2025-07,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,363.7
2025-08,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,312.38
2025-09,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,379.88
2025-10,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,268.78
2025-11,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,338.24
2025-12,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,276.11
2026-01,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,324.48
2026-02,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,299.37
2026-03,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,293.08
2026-04,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,251.21
2026-06,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,302.04
2026-07,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,250.0
2026-08,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,303.81
2025-03,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,324.93
2025-04,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,402.44
2025-09,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,398.63
2025-10,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,375.54
2025-11,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,398.23
2025-12,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,486.08
2026-01,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,388.85
2026-02,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,447.33
2026-04,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,468.73
2026-05,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,356.33
2026-06,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,360.25
2026-07,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,328.03
2026-08,Norte,CLI-114,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Hogar,345.02
2025-01,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,257.06
2025-02,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,266.71
2025-03,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,227.42
2025-04,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,208.87
2025-05,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,232.79
2025-06,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,282.17
2025-08,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,200.0
2025-09,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,229.34
2025-10,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,254.47
2025-11,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,209.46
2026-01,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,235.09
2026-02,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,258.58
2026-03,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,209.63
2026-04,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,236.15
2026-05,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,172.27
2026-06,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,246.23
2026-07,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,159.76
2026-08,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,243.78
2025-02,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,363.94
2025-03,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,349.0
2025-05,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,276.06
2025-06,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,369.53
2025-07,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,310.07
2025-08,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,334.31
2025-10,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,385.04
2026-03,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,382.77
2026-04,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,321.13
2026-05,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,338.14
2026-06,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,324.51
2026-07,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,419.39
2026-08,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,377.68
2025-01,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,187.95
2025-02,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,195.39
2025-03,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,175.67
2025-04,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,147.91
2025-05,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,165.88
2025-06,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,210.61
2025-07,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,188.73
2025-08,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,175.43
2025-09,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,166.63
2025-10,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,180.31
2025-11,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,172.88
2025-12,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,165.8
2026-01,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,190.54
2026-02,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,180.6
2026-03,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,164.68
2026-04,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,141.15
2026-06,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,180.3
2026-07,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,132.27
2025-01,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,114.25
2025-02,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,114.35
2025-03,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,136.85
2025-04,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,152.89
2025-05,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,149.33
2025-06,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,140.46
2025-07,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,154.62
2025-08,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,151.72
2025-09,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,143.12
2025-10,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,122.47
2025-11,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,144.14
2025-12,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,197.58
2026-01,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,138.01
2026-02,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,154.08
2026-03,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,198.34
2026-04,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,145.84
2026-05,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,200.93
2026-08,Sureste,CLI-115,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,210.07
2025-02,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,202.96
2025-03,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,246.42
2025-04,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,220.68
2025-05,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,217.65
2025-06,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,221.27
2025-08,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,208.42
2025-09,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,226.16
2025-11,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,237.9
2025-12,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,187.79
2026-01,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,266.32
2026-02,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,182.95
2026-03,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,221.73
2026-04,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,172.28
2026-05,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,186.73
2026-07,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,169.79
2026-08,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,202.03
2025-04,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,74.08
2025-05,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,76.45
2025-06,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,95.55
2025-07,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,103.89
2025-08,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,88.82
2025-09,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,103.9
2025-11,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,103.71
2025-12,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,77.45
2026-01,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,114.41
2026-03,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,126.94
2026-04,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,129.37
2026-06,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,110.97
2026-07,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,153.95
2026-08,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,130.02
2025-01,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,156.41
2025-02,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,139.46
2025-03,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,158.03
2025-04,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,160.48
2025-05,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,156.52
2025-06,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,137.75
2025-07,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,144.86
2025-08,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,106.02
2025-09,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,169.42
2025-10,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,129.28
2025-11,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,164.23
2025-12,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,124.58
2026-01,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,173.18
2026-02,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,115.92
2026-03,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,141.41
2026-04,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,160.86
2026-05,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,141.79
2026-08,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,176.11
2025-01,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,156.24
2025-02,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,199.09
2025-04,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,183.26
2025-05,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,194.71
2025-06,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,191.06
2025-07,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,175.47
2025-09,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,165.0
2025-10,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,168.1
2025-12,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,153.59
2026-01,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,140.21
2026-02,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,196.32
2026-03,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,238.34
2026-04,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,185.26
2026-05,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,201.1
2026-06,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,210.88
2026-08,Occidente,CLI-116,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,194.56
2025-01,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,348.01
2025-02,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,323.06
2025-03,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,339.64
2025-04,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,276.76
2025-05,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,322.67
2025-06,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,269.72
2025-07,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,336.55
2025-08,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,303.26
2025-10,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,301.7
2025-11,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,321.01
2025-12,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,331.36
2026-01,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,334.25
2026-02,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,342.27
2026-04,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,320.41
2026-05,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,321.02
2026-06,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,340.87
2026-07,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,296.01
2026-08,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,214.72
2025-01,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,101.61
2025-02,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,86.54
2025-03,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,96.97
2025-04,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,122.25
2025-07,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,86.8
2025-09,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,100.71
2025-11,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,122.89
2025-12,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,129.96
2026-02,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,151.01
2026-04,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,96.38
2026-05,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,132.97
2025-01,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,205.83
2025-02,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,141.24
2025-03,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,161.68
2025-06,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,180.52
2025-07,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,164.44
2025-08,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,140.92
2025-10,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,185.38
2025-11,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,186.68
2025-12,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,169.3
2026-01,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,173.67
2026-02,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,140.6
2026-04,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,169.23
2026-05,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,155.18
2026-06,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,155.67
2026-07,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,169.38
2025-01,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,304.2
2025-02,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,279.04
2025-04,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,212.1
2025-05,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,242.7
2025-06,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,260.53
2025-07,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,295.92
2025-08,Centro,CLI-117,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,314.7
